exp	biol1	gen	treat	FW_g	FP	No
NF1	biol3	WT	F-old	0	fp4	pl4
NF1	biol3	WT	F-old	0.026	fp5	pl1
NF1	biol3	WT	F-old	0.0082	fp5	pl2
NF1	biol3	WT	F-old	0.0236	fp5	pl3
NF1	biol3	WT	F-old	0	fp5	pl4
NF1	biol3	WT	F-old	0.0052	fp6	pl1
NF1	biol3	WT	F-old	0.0418	fp6	pl2
NF1	biol3	WT	F-old	0.0619	fp6	pl3
NF1	biol3	WT	F-old	0	fp6	pl4
NF1	biol1	WT	S-old	0.0382	fp1	p1
NF1	biol1	WT	S-old	0.0149	fp1	p2
NF1	biol1	WT	S-old	0.027	fp1	p3
NF1	biol1	WT	S-old	0.0112	fp1	p4
NF1	biol1	WT	S-old	0.0644	fp2	p1
NF1	biol1	WT	S-old	0.0492	fp2	p2
NF1	biol1	WT	S-old	0.0061	fp2	p3
NF1	biol1	WT	S-old	0	fp2	p4
NF1	biol1	WT	S-old	0.0014	fp3	p1
NF1	biol1	WT	S-old	0.0331	fp3	p2
NF1	biol1	WT	S-old	0.0227	fp3	p3
NF1	biol1	WT	S-old	0	fp3	p4
NF1	biol1	WT	S-old	0.0169	fp4	p1
NF1	biol1	WT	S-old	0.0093	fp4	p2
NF1	biol1	WT	S-old	0.0452	fp4	p3
NF1	biol1	WT	S-old	0.0124	fp4	p4
NF1	biol1	WT	S-old	0.0903	fp5	p1
NF1	biol1	WT	S-old	0.0106	fp5	p2
NF1	biol1	WT	S-old	0.0128	fp5	p3
NF1	biol1	WT	S-old	0	fp5	p4
NF1	biol1	WT	S-old	0.0132	fp6	p1
NF1	biol1	WT	S-old	0.007	fp6	p2
NF1	biol1	WT	S-old	0.0339	fp6	p3
NF1	biol1	WT	S-old	0.0224	fp6	p4
NF1	biol2	WT	S-old	0.0133	fp1	pl1
NF1	biol2	WT	S-old	0.0194	fp1	pl2
NF1	biol2	WT	S-old	0.0126	fp1	pl3
NF1	biol2	WT	S-old	0.0048	fp1	pl4
NF1	biol2	WT	S-old	0.0074	fp2	pl1
NF1	biol2	WT	S-old	0.0197	fp2	pl2
NF1	biol2	WT	S-old	0.0077	fp2	pl3
NF1	biol2	WT	S-old	0.0055	fp2	pl4
NF1	biol2	WT	S-old	0.0566	fp3	pl1
NF1	biol2	WT	S-old	0.0134	fp3	pl2
NF1	biol2	WT	S-old	0.0274	fp3	pl3
NF1	biol2	WT	S-old	0	fp3	pl4
NF1	biol2	WT	S-old	0.012	fp4	pl1
NF1	biol2	WT	S-old	0.0017	fp4	pl2
NF1	biol2	WT	S-old	0.0033	fp4	pl3
NF1	biol2	WT	S-old	0.0422	fp4	pl4
NF1	biol2	WT	S-old	0.0163	fp5	pl1
NF1	biol2	WT	S-old	0.083	fp5	pl2
NF1	biol2	WT	S-old	0.0071	fp5	pl3
NF1	biol2	WT	S-old	0.0101	fp5	pl4
NF1	biol2	WT	S-old	0.0798	fp6	pl1
NF1	biol2	WT	S-old	0.0152	fp6	pl2
NF1	biol2	WT	S-old	0.0352	fp6	pl3
NF1	biol2	WT	S-old	0	fp6	pl4
NF1	biol3	WT	S-old	0.0278	fp1	pl1
NF1	biol3	WT	S-old	0.0489	fp1	pl2
NF1	biol3	WT	S-old	0	fp1	pl3
NF1	biol3	WT	S-old	0	fp1	pl4
NF1	biol3	WT	S-old	0.0359	fp2	pl1
NF1	biol3	WT	S-old	0.0415	fp2	pl2
NF1	biol3	WT	S-old	0.0436	fp2	pl3
NF1	biol3	WT	S-old	0	fp2	pl4
NF1	biol3	WT	S-old	0.0032	fp3	pl1
NF1	biol3	WT	S-old	0.0365	fp3	pl2
NF1	biol3	WT	S-old	0.0065	fp3	pl3
NF1	biol3	WT	S-old	0	fp3	pl4
NF1	biol3	WT	S-old	0.0007	fp4	pl1
NF1	biol3	WT	S-old	0.0183	fp4	pl2
NF1	biol3	WT	S-old	0.022	fp4	pl3
NF1	biol3	WT	S-old	0	fp4	pl4
NF1	biol3	WT	S-old	0.0209	fp5	pl1
NF1	biol3	WT	S-old	0.0099	fp5	pl2
NF1	biol3	WT	S-old	0.0127	fp5	pl3
NF1	biol3	WT	S-old	0.03	fp5	pl4
NF1	biol3	WT	S-old	0.0176	fp6	pl1
NF1	biol3	WT	S-old	0.0531	fp6	pl2
NF1	biol3	WT	S-old	0.0378	fp6	pl3
NF1	biol3	WT	S-old	0.034	fp6	pl4
