FP1A1bio2BFOrar1tech3endophytesfungi	FP1A1bio2nowrky3340tech1endophytesfungi	FP1A1bio1BFOsoiltech3soilfungi	FP1A1bio2BFOdepstech3endophytesfungi	FP1A1bio2BFOwrky3340tech3endophytesfungi	FP1A1bio2BFOpad4tech2endophytesfungi	FP1A1bio2BFOWTtech2endophytesfungi	FP1A1bio2BFOdepstech1endophytesfungi	FP1A1bio1BFObak1bkk1tech2endophytesfungi	FP1A1bio2noWTtech1endophytesfungi	FP1A1bio1BFOpad4tech3endophytesfungi	FP1A1bio2BFObak1bkk1tech3endophytesfungi	FP1A1bio1BFObak1bkk1tech3endophytesfungi	FP1A1bio2BFOcyp79b2b3tech3endophytesfungi	FP1A1bio1BFOrar1tech4endophytesfungi	FP1A1bio2BFOpad4tech3endophytesfungi	FP1A1bio2BFOefrfls2cerk1tech3endophytesfungi	FP1A1bio1BFOwrky3340tech2endophytesfungi	FP1A1bio2BFOcyp79b2b3tech1endophytesfungi	FP1A1bio1BFOefrfls2cerk1tech3endophytesfungi	FP1A1bio2BFOcyp79b2b3tech4endophytesfungi	FP1A1bio1BFOwrky3340tech1endophytesfungi	FP1A1bio2BFOefrfls2cerk1tech4endophytesfungi	FP1A1bio1BFOWTtech2endophytesfungi	FP1A1bio2BFOefrfls2cerk1tech1endophytesfungi	FP1A1bio1BFOefrfls2cerk1tech2endophytesfungi	FP1A1bio2BFObak1bkk1tech4endophytesfungi	FP1A1bio1BFOdepstech3endophytesfungi	FP1A1bio2BFOrar1tech2endophytesfungi	FP1A1bio2BFOcyp79b2b3tech2endophytesfungi	FP1A1bio2BFOwrky3340tech4endophytesfungi	FP1A1bio2BFOwrky3340tech1endophytesfungi	FP1A1bio1BFOWTtech3endophytesfungi	FP1A1bio2BFOwrky3340tech2endophytesfungi	FP1A1bio1BFOrar1tech1endophytesfungi	FP1A1bio1BFOrar1tech2endophytesfungi	FP1A1bio1BFOsoiltech1soilfungi	FP1A1bio1BFOcyp79b2b3tech4endophytesfungi	FP1A1bio2BFOefrfls2cerk1tech2endophytesfungi	FP1A1bio2BFOWTtech3endophytesfungi	FP1A1bio1BFOWTtech4endophytesfungi	FP1A1bio1BFObak1bkk1tech4endophytesfungi	FP1A1bio1BFOdepstech4endophytesfungi	FP1A1bio2BFOWTtech4endophytesfungi	FP1A1bio1BFOsoiltech4soilfungi	FP1A1bio1BFOcyp79b2b3tech2endophytesfungi	FP1A1bio1BFOrar1tech3endophytesfungi	FP1A1bio1BFObak1bkk1tech1endophytesfungi	FP1A1bio1BFOpad4tech1endophytesfungi	FP1A1bio1BFOpad4tech2endophytesfungi	FP1A1bio1BFOwrky3340tech3endophytesfungi	FP1A1bio2BFOdepstech2endophytesfungi	FP1A1bio2BFOdepstech4endophytesfungi	FP1A1bio1BFOWTtech1endophytesfungi	FP1A1bio1BFOwrky3340tech4endophytesfungi	FP1A1bio2BFObak1bkk1tech1endophytesfungi	FP1A1bio1BFOpad4tech4endophytesfungi	FP1A1bio1BFOsoiltech2soilfungi	FP1A1bio2BFOpad4tech1endophytesfungi	FP1A1bio2BFOWTtech1endophytesfungi	FP1A1bio2noefrfls2cerk1tech1endophytesfungi	FP1A1bio2BFOpad4tech4endophytesfungi	FP1A1bio1BFOcyp79b2b3tech3endophytesfungi	FP1A1bio2BFObak1bkk1tech2endophytesfungi	FP1A1bio1BFOefrfls2cerk1tech4endophytesfungi	FP1A1bio1nowrky3340tech2endophytesfungi	FP1A1bio1BFOcyp79b2b3tech1endophytesfungi	FP1A1bio1BFOdepstech1endophytesfungi	FP1A1bio1BFOdepstech2endophytesfungi	FP1A1bio1noWTtech1endophytesfungi	FP1A1bio1norar1tech2endophytesfungi	FP1A1bio1nodepstech1endophytesfungi	FP1A1bio1noefrfls2cerk1tech1endophytesfungi	FP1A1bio1nocyp79b2b3tech2endophytesfungi	FP1A1bio1BFOefrfls2cerk1tech1endophytesfungi	FP1A1bio1nosoiltech1soilfungi	FP1A1bio1nobak1bkk1tech3endophytesfungi	FP2A1bio4BFOwrky3340tech1endophytesfungi	FP2A1bio4BFOwrky3340tech3endophytesfungi	FP2A1bio4BFOcyp79b2b3tech3endophytesfungi	FP2A1bio4BFObak1bkk1tech2endophytesfungi	FP2A1bio4BFOdepstech3endophytesfungi	FP2A1bio4BFOWTtech1endophytesfungi	FP2A1bio4BFOefrfls2cerk1tech3endophytesfungi	FP2A1bio2initialinitialtech3initialfungi	FP2A1bio4BFObak1bkk1tech1endophytesfungi	FP2A1bio4initialinitialtech2initialfungi	FP2A1bio4BFObak1bkk1tech3endophytesfungi	FP2A1bio4BFOwrky3340tech2endophytesfungi	FP2A1bio4BFOrar1tech1endophytesfungi	FP2A1bio4BFOWTtech3endophytesfungi	FP2A1bio4BFOwrky3340tech4endophytesfungi	FP2A1bio4BFOsoiltech2soilfungi	FP2A1bio4BFOdepstech4endophytesfungi	FP2A1bio4BFOsoiltech1soilfungi	FP2A1bio4BFObak1bkk1tech4endophytesfungi	FP2A1bio2BFOsoiltech3soilfungi	FP2A1bio4BFOpad4tech4endophytesfungi	FP2A1bio4BFOrar1tech2endophytesfungi	FP2A1bio4BFOefrfls2cerk1tech1endophytesfungi	FP2A1bio1initialinitialtech1initialfungi	FP2A1bio4BFOpad4tech3endophytesfungi	FP2A1bio4BFOcyp79b2b3tech2endophytesfungi	FP2A1bio2BFOsoiltech2soilfungi	FP2A1bio4BFOefrfls2cerk1tech2endophytesfungi	FP2A1bio4BFOpad4tech2endophytesfungi	FP2A1bio4initialinitialtech1initialfungi	FP2A1bio4BFOsoiltech3soilfungi	FP2A1bio4BFOcyp79b2b3tech1endophytesfungi	FP2A1bio2BFOsoiltech4soilfungi	FP2A1bio4BFOrar1tech3endophytesfungi	FP2A1bio4BFOsoiltech4soilfungi	FP2A1bio2BFOsoiltech1soilfungi	FP2A1bio2BFOrar1tech1endophytesfungi	FP2A1bio4BFOrar1tech4endophytesfungi	FP2A1bio1initialinitialtech2initialfungi	FP2A1bio4BFOpad4tech1endophytesfungi	FP2A1bio4BFOdepstech2endophytesfungi	FP2A1bio4initialinitialtech3initialfungi	FP2A1bio4BFOefrfls2cerk1tech4endophytesfungi	FP2A1bio4BFOdepstech1endophytesfungi	FP2A1bio4BFOWTtech2endophytesfungi	FP2A1bio2initialinitialtech1initialfungi	FP2A1bio1initialinitialtech3initialfungi	FP2A1bio2initialinitialtech2initialfungi	FP3A41BFObak1bkk1cerk13endophytesfungi	FP3A41BFOsoil3soilfungi	FP3A41BFOlyk51endophytesfungi	FP3A42BFOapex14endophytesfungi	FP3A41BFOlyk53endophytesfungi	FP3A43BFOWTnew1endophytesfungi	FP3A41BFOwrky331endophytesfungi	FP3A42BFOcyp79b2b3new3endophytesfungi	FP3A42BFOlyk52endophytesfungi	FP3A41BFOapex32endophytesfungi	FP3A42BFOapex11endophytesfungi	FP3A42BFOsoil3soilfungi	FP3A41BFObri3014endophytesfungi	FP3A41BFOwrky333endophytesfungi	FP3A42BFOapex24endophytesfungi	FP3A43BFOWTnew3endophytesfungi	FP3A41BFO35SBRI4endophytesfungi	FP3A41BFOapex24endophytesfungi	FP3A42BFOcyp79b2b3new2endophytesfungi	FP3A41BFOcyp79b2b3new4endophytesfungi	FP3A42BFOapex23endophytesfungi	FP3A41BFOapex14endophytesfungi	FP3A41BFOwrky334endophytesfungi	FP3A42BFOsoil5soilfungi	FP3A42BFOwrky331endophytesfungi	FP3A42BFOlyk53endophytesfungi	FP3A42BFO35SBRI3endophytesfungi	FP3A41BFObri3012endophytesfungi	FP3A42BFObri3014endophytesfungi	FP3A42BFObri3013endophytesfungi	FP3A42BFOcyp79b2b3new1endophytesfungi	FP3A41BFOcyp79b2b3new3endophytesfungi	FP3A41BFOlyk52endophytesfungi	FP3A41BFObak1bkk1cerk14endophytesfungi	FP3A42BFOwrky332endophytesfungi	FP3A41BFOcyp79b2b3new1endophytesfungi	FP3A41BFO35SBRI3endophytesfungi	FP3A42BFOapex31endophytesfungi	FP3A42BFOWTnew3endophytesfungi	FP3A42BFOlyk54endophytesfungi	FP3A41BFOapex12endophytesfungi	FP3A42BFOapex34endophytesfungi	FP3A42BFObri3011endophytesfungi	FP3A42BFOapex21endophytesfungi	FP3A41BFOapex23endophytesfungi	FP3A42BFOWTnew2endophytesfungi	FP3A42BFOapex22endophytesfungi	FP3A42BFOsoil4soilfungi	FP3A41BFOapex21endophytesfungi	FP3A42BFObak1bkk1cerk12endophytesfungi	FP3A42BFOapex32endophytesfungi	FP3A42BFO35SBRI2endophytesfungi	FP3A42BFOapex13endophytesfungi	FP3A42BFOapex33endophytesfungi	FP3A41BFOWTnew3endophytesfungi	FP3A41BFOapex22endophytesfungi	FP3A43BFOWTnew4endophytesfungi	FP3A42BFOWTnew4endophytesfungi	FP3A41BFO35SBRI1endophytesfungi	FP3A42BFOlyk51endophytesfungi	FP3A41BFOsoil6soilfungi	FP3A42BFOsoil2soilfungi	FP3A42BFO35SBRI4endophytesfungi	FP3A41BFObri3013endophytesfungi	FP3A41BFOWTnew4endophytesfungi	FP3A41BFOapex31endophytesfungi	FP3A42BFOsoil6soilfungi	FP3A41BFOwrky332endophytesfungi	FP3A41BFOWTnew1endophytesfungi	FP3A42BFOapex12endophytesfungi	FP3A41BFObak1bkk1cerk11endophytesfungi	FP3A41BFOsoil5soilfungi	FP3A42BFObak1bkk1cerk13endophytesfungi	FP3A41BFOapex13endophytesfungi	FP3A42BFO35SBRI1endophytesfungi	FP3A41BFOapex11endophytesfungi	FP3A41BFObri3011endophytesfungi	FP3A41BFOapex34endophytesfungi	FP3A42BFOwrky334endophytesfungi	FP3A41BFOapex33endophytesfungi	FP3A41BFOlyk54endophytesfungi	FP3A42BFOsoil1soilfungi	FP3A42BFOwrky333endophytesfungi	FP3A42BFObak1bkk1cerk11endophytesfungi	FP3A41BFO35SBRI2endophytesfungi	FP3A41BFObak1bkk1cerk12endophytesfungi	FP3A41BFOsoil4soilfungi	FP3A42BFObri3012endophytesfungi	FP3A43BFOWTnew2endophytesfungi	FP3A41BFOcyp79b2b3new2endophytesfungi	FP3A42BFObak1bkk1cerk14endophytesfungi	FP3A41BFOsoil1soilfungi	FP3A42BFOWTnew1endophytesfungi	FP3A42BFOcyp79b2b3new4endophytesfungi	FP3A41BFOsoil2soilfungi	FP3A41BFOWTnew2endophytesfungi	FP4A44BFO35SBRI3endophytesfungi	FP4A44BFOsoil2soilfungi	FP4A41initialinitial2initialfungi	FP4A41initialinitial1initialfungi	FP4A42initialinitial1initialfungi	FP4A44BFOapex21endophytesfungi	FP4A44BFOapex31endophytesfungi	FP4A41initialinitial3initialfungi	FP4A44BFOlyk52endophytesfungi	FP4A44BFOapex11endophytesfungi	FP4A44BFObri3014endophytesfungi	FP4A44BFOlyk51endophytesfungi	FP4A42initialinitial2initialfungi	FP4A44BFOwrky331endophytesfungi	FP4A44BFOsoil1soilfungi	FP4A44initialinitial3initialfungi	FP4A44BFObri3012endophytesfungi	FP4A44BFOcyp79b2b3new2endophytesfungi	FP4A44BFOapex14endophytesfungi	FP4A44BFOsoil4soilfungi	FP4A44BFObak1bkk1cerk13endophytesfungi	FP4A44initialinitial2initialfungi	FP4A44BFOapex12endophytesfungi	FP4A44BFOapex33endophytesfungi	FP4A44BFO35SBRI4endophytesfungi	FP4A44BFOwrky333endophytesfungi	FP4A44BFO35SBRI2endophytesfungi	FP4A42initialinitial3initialfungi	FP4A44BFOcyp79b2b3new1endophytesfungi	FP4A44initialinitial1initialfungi	FP4A44BFObri3013endophytesfungi	FP4A44BFOapex22endophytesfungi	FP4A44BFObri3011endophytesfungi	FP4A44BFOwrky332endophytesfungi	FP4A44BFOcyp79b2b3new4endophytesfungi	FP4A44BFOlyk53endophytesfungi	FP4A44BFObak1bkk1cerk14endophytesfungi	FP4A44BFOlyk54endophytesfungi	FP4A44BFOapex24endophytesfungi	FP4A66BFOsoil6soilfungi	FP4A44BFOapex23endophytesfungi	FP4A44BFO35SBRI1endophytesfungi	FP4A55BFOsoil5soilfungi	FP4A44BFOapex13endophytesfungi	FP4A44BFOapex34endophytesfungi	FP4A44BFOsoil3soilfungi	FP4A44BFOwrky334endophytesfungi	FP4A44BFObak1bkk1cerk12endophytesfungi	FP4A44BFObak1bkk1cerk11endophytesfungi	FP4A44BFOapex32endophytesfungi	FP4A44BFOcyp79b2b3new3endophytesfungi
135	193	40	2316	161	281	469	146	1454	1279	81	222	441	243	0	642	353	329	3488	660	524	93	344	246	1304	1150	987	1063	366	421	432	468	242	214	129	674	321	165	64	358	1066	188	152	194	191	355	6	563	1220	123	320	2145	226	290	214	921	393	325	247	80	1732	17	168	155	103	158	104	663	682	263	0	0	0	0	0	1	0	0	88	878	478	2207	377	1566	467	21	424	707	340	286	1266	1272	461	41	834	104	302	842	3	339	437	1252	429	706	209	234	1203	91	73	652	15	386	655	686	72	1265	922	1132	483	6	526	171	457	58	46	21	637	94	65	351	14	15807	14	3324	7154	69	210	35	5963	327	587	1431	1	23	947	2	1501	1154	100	9595	403	1639	482	166	1222	470	26	1122	229	2028	698	298	7	4415	687	1127	367	35	14499	1402	234	181	244	760	411	449	98	773	626	3213	183	223	1815	215	95	506	80	18	16497	518	220	63	2554	90	1541	800	1998	4	1224	236	777	39	262	102	494	32	757	53	2476	77	36	1115	11	591	79	282	428	19	191	58	22	300	228	10266	1464	2535	1213	348	11898	1505	45	1964	1093	2208	1148	1932	9580	913	127	6959	593	944	2690	1544	228	1856	297	928	161	1214	5157	3142	2111	2057	407	2323	201	411	644	662	322	15053	88	4839	74	436	12258	1044	820	360	14870	5984	340
216	364	1695	1952	179	237	501	354	230	1209	3252	1427	310	986	158	1280	361	295	1158	201	1014	437	869	116	431	393	923	383	477	252	268	143	428	1192	357	764	985	1640	427	180	373	816	256	302	706	1725	388	960	917	418	767	847	325	216	764	693	398	1188	1127	360	417	1587	312	961	222	416	3	495	429	1266	9	2	5	5	0	1	0	2	320	785	379	369	290	302	513	0	311	597	420	356	354	214	579	494	318	561	225	261	186	405	497	1116	191	330	399	334	211	440	472	378	382	212	500	418	90	373	944	427	248	532	455	356	335	90	138	11	241	372	2429	37	169	1236	105	47	1282	331	118	87	5169	90	122	442	126	207	49	29	105	325	188	159	28	85	66	210	60	54	98	142	352	146	28	326	138	102	38	154	230	47	25	141	184	19	119	215	266	164	79	69	59	52	279	246	93	102	232	177	380	78	71	298	370	214	76	173	392	103	176	267	44	206	79	56	151	162	75	108	231	133	111	39	249	139	372	85	76	101	50	218	67	20	253	389	55	8965	1258	1319	746	102	216	1132	174	99	181	145	682	34	986	529	204	174	51	853	100	784	86	1181	155	46	91	532	127	880	123	474	29	317	52	451	182	364	352	228	84	172	275	314	64	355	128	324	87	129	39
113	29	38	63	19	25	45	8	26	73	121	50	49	11	0	27	152	32	84	28	53	0	4	47	32	694	24	53	32	20	24	18	57	38	24	26	21	38	25	22	29	41	15	0	6	41	0	20	48	2	12	29	6	59	16	46	44	25	6	16	67	38	24	11	911	16	0	4	9	15	0	0	0	12	0	0	0	1	7	218	54	202	68	90	38	0	67	844	161	127	251	81	127	13	138	9	185	90	17	265	95	519	28	109	12	105	62	420	27	0	5	116	319	337	12	201	440	91	221	66	83	7	290	42	73	24	35	62	0	45	0	406	15	72	1756	49	123	31	3396	1	36	288	0	6	160	1	91	28	36	63	29	450	16	21	24	41	40	74	30	97	25	21	0	167	36	292	135	49	44	441	42	23	23	477	109	45	34	1065	219	98	0	85	5	130	1059	112	31	12	31	32	24	44	11	16	8	100	60	0	70	63	141	26	9	4	103	5	148	59	69	43	0	25	0	28	10	3	13	7	104	1	2	2	41	9444	789	821	1506	101	347	699	0	163	72	77	1510	46	124	965	219	123	22	1070	21	1351	129	1717	235	37	136	1134	144	1703	30	272	306	31	29	539	200	213	93	256	19	112	121	917	48	475	196	221	109	57	14
131	5	3	185	18	45	44	4	12	183	1	92	50	103	0	162	11	28	143	14	76	0	18	30	106	37	71	407	53	75	35	36	44	106	178	104	27	111	7	19	27	207	22	45	79	338	0	70	224	7	37	72	16	53	91	231	17	230	67	3	29	0	18	301	46	34	0	8	65	42	0	0	0	0	0	1	0	0	0	62	28	89	12	93	9	0	40	242	52	31	197	19	57	0	28	0	17	71	2	35	81	1771	66	47	6	33	330	11	1	7	0	26	98	41	15	56	1347	195	418	0	16	14	156	22	56	6	0	0	0	9	0	19	0	152	497	0	7	3	1	0	2	48	0	0	53	0	53	0	0	14	5	74	21	0	6	26	21	0	0	0	26	0	0	12	5	40	0	39	0	260	0	13	2	87	0	43	16	22	17	9	0	0	0	82	0	200	0	3	4	0	0	0	0	0	0	11	0	0	7	0	1	0	0	0	28	0	0	9	12	21	0	0	0	83	1	0	5	0	21	0	0	0	0	6077	1	0	1336	12	41	0	10	2	34	241	2540	4	10	2534	84	135	7	1978	62	1767	5	202	340	15	0	1973	87	2153	38	24	23	27	0	65	0	9	1	22	9	5	23	270	24	54	22	129	2	11	1
23	21	92	93	12	5	17	19	16	48	154	50	14	42	9	47	19	18	42	5	46	21	38	7	20	11	33	17	23	9	12	4	20	33	15	34	44	63	17	4	17	34	10	12	35	76	15	32	31	10	23	32	13	4	28	24	14	42	52	13	16	70	10	31	8	17	0	29	12	63	0	0	0	0	0	0	0	2	17	40	18	13	11	10	15	0	18	19	19	17	16	12	26	12	17	33	5	13	6	27	36	40	9	19	14	15	10	12	25	19	13	6	29	14	7	12	36	25	16	19	24	17	15	3	10	1	7	23	91	2	2	57	5	3	60	16	8	6	240	5	7	23	3	8	4	2	5	6	11	5	0	5	4	10	2	4	4	9	21	11	2	9	10	8	1	14	8	1	1	5	8	2	9	8	13	11	3	2	2	1	6	10	1	9	6	6	13	3	4	17	13	13	5	7	16	4	8	8	2	13	8	2	4	7	6	4	4	4	4	2	8	2	14	2	1	7	2	6	6	0	13	17	2	435	68	43	38	7	7	40	9	5	14	6	28	4	58	18	11	7	3	37	7	35	4	60	4	2	8	18	9	45	4	14	1	15	1	25	9	21	13	11	5	14	9	11	4	19	8	8	3	9	0
9	5	0	8	0	1	1	0	1	1	0	3	6	0	0	3	8	0	2	0	0	0	0	2	1	9	11	2	2	0	1	1	4	1	0	1	16	24	0	0	1	4	2	1	8	53	0	6	1	1	5	4	0	1	2	1	8	6	2	6	27	1	47	4	1	1	0	0	103	0	0	0	0	0	0	0	0	0	0	0	6	1	2	8	1	0	2	78	1	6	2	1	0	0	0	0	1	27	0	2	5	179	0	0	1	0	6	0	0	0	1	4	3	8	0	3	79	0	142	0	0	0	0	0	17	0	5	2	5	0	0	5	0	0	87	38	1	14	448	0	6	0	2	0	2	0	0	0	0	1	0	12	0	1	4	1	0	7	3	6	0	2	0	1	0	3	6	0	0	2	6	0	0	1	23	0	2	232	4	0	0	2	0	2	23	8	4	0	0	2	0	1	0	1	7	14	6	0	1	8	1	3	1	1	2	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3514	707	732	169	7	4	621	0	0	0	1	503	1	2	383	0	0	0	15	0	548	5	6	0	0	6	179	8	674	0	6	0	4	0	15	1	0	0	5	0	0	1	29	0	5	0	6	0	0	0
147	207	650	70	67	74	430	6	108	181	1251	876	213	68	2	76	67	283	48	216	71	0	179	64	15	308	744	365	47	668	75	142	132	27	247	22	19	43	6	479	136	174	30	47	149	80	0	13	37	10	34	58	99	237	9	75	88	57	7	45	230	606	191	63	380	22	21	20	17	78	0	2	0	7	0	0	0	0	11	778	457	254	273	403	1824	6	199	254	216	175	1165	434	514	16	264	3	373	591	0	268	337	3843	103	188	99	338	298	76	31	65	44	364	405	302	152	622	3984	587	451	20	268	16	923	37	124	97	84	375	1618	23	8	92	92	57	1609	39	94	16	49005	56	14	60	0	52	40	7	58	2163	207	97	26	217	60	76	55	36	52	96	252	211	112	13	31	162	27	96	244	36	27	183	381	39	32	757	153	190	5	76	90	59	95	1411	1	88	22	170	130	5	12	1259	193	125	2	116	188	209	491	2	111	48	80	40	206	28	50	20	315	47	32	11	35	275	3	851	36	1	80	9	59	18	51	116	96	3602	2315	2537	2829	51	250	1874	1	100	304	83	2496	22	54	1512	75	50	49	322	14	2147	75	1866	47	34	7	2926	67	2454	10	1230	170	38	8	21	176	86	22	76	7	62	54	209	62	157	3	14	53	45	12
243	0	22	71	0	0	0	0	0	121	69	47	0	29	0	53	0	0	117	0	59	0	5	0	56	0	69	0	6	0	0	0	0	70	0	32	23	25	2	0	0	39	10	0	0	53	1	37	35	5	5	30	0	0	50	15	0	34	35	0	0	10	0	19	0	20	0	5	14	20	0	0	0	0	0	1	0	0	3	4	3	2	4	41	1	0	12	604	8	7	38	4	23	2	23	1	4	3	0	29	1	4119	1	2	1	1	0	17	3	0	2	8	18	0	0	10	2581	2	0	5	2	0	0	0	46	0	4	45	2	0	0	17	0	1	46	5	15	1	316	0	1	22	0	0	1	0	3	5	10	3	0	14	0	5	22	0	1	6	3	15	7	0	1	8	0	7	14	2	0	0	15	0	1	11	76	3	0	1	2	6	2	0	0	0	0	1	14	1	0	4	7	0	3	0	3	3	3	2	0	26	3	8	1	0	1	0	173	4	0	0	0	0	1	0	0	0	15	3	6	0	5	5	0	241	4124	2035	897	0	0	3583	4	1	5	0	1489	1	3	1202	0	0	0	24	0	1552	3	15	22	0	1	1141	6	967	0	20	0	0	2	1	1	144	35	1	0	8	10	0	0	14	0	2	1	0	13
230	0	9	29	0	0	0	0	0	1	34	3	0	15	0	7	0	0	19	0	11	0	11	0	0	0	9	0	2	0	0	0	0	8	0	23	4	49	0	0	0	27	0	3	0	6	0	6	6	8	4	62	0	0	6	27	0	8	1	0	0	7	0	0	0	2	0	1	10	5	0	0	0	0	0	0	0	0	0	2	114	20	7	14	8	0	0	23	186	8	1	0	5	1	5	26	9	0	0	6	0	4004	2	7	0	0	1	7	0	9	1	7	9	1	0	6	3486	6	11	21	2	0	4	15	91	0	23	4	0	1	17	0	0	11	46	1	4	8	474	0	0	0	0	0	5	21	3	49	0	48	0	11	0	1	11	0	21	22	568	30	0	0	0	27	1	11	1	1	1	9	5	0	0	2	24	17	0	4	0	5	0	0	3	6	0	38	0	2	0	1	0	1	2	0	0	1	0	0	7	3	1	0	0	3	0	0	24	2	1	0	0	18	0	0	0	0	1	0	5	0	0	35	0	862	30	15	481	0	22	41	0	0	0	0	387	0	23	173	0	1	0	42	0	184	0	118	0	0	0	442	1	297	0	46	0	15	1	0	0	1	0	8	0	6	3	64	11	20	7	0	0	0	0
238_mine	2	0	12	0	0	468	1	0	8	0	93	11	0	0	1	2	1	1	4	0	5	1	0	0	6	2	4	6	5	0	13	16	4	7	2	16	7	0	6	1	3	0	0	0	20	0	9	1	1	5	2	0	9	0	1	3	1	3	0	0	0	0	2	7	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	3	2	2	0	0	4	164	2	7	14	3	15	1	1	1	2	54	0	1	2	271	0	15	7	0	5	70	0	0	0	9	20	15	0	1	189	2	2	2	0	0	1	17	0	0	1	9	6	0	0	0	0	0	15	31	1	3	11	1	2	23	4	0	2	0	12	3	0	3	0	42	5	2	0	3	1	1	3	149	1	37	0	0	10	2	33	1	2	0	39	0	0	14	6	0	0	7	2	1	0	0	0	3	81	7	6	2	0	2	0	2	1	0	1	1	55	0	4	29	0	12	0	17	1	0	136	6	5	0	0	1	0	1	0	0	1	0	6	0	1	1	0	88	613	733	113	0	0	664	1	0	4	0	191	0	1	167	0	0	0	29	1	319	0	25	0	0	0	165	4	409	2	32	0	1	0	0	0	2	6	8	1	0	2	7	199	4	0	0	103	5	0
16	2	0	6	3	8	5	8	7	5	4	5	11	13	3	7	3	9	7	4	2	2	10	1	1	7	2	4	5	8	6	8	6	7	6	6	7	3	2	2	3	5	6	7	5	5	0	3	9	2	3	4	6	3	5	3	8	4	2	2	5	1	7	2	1	1	0	2	5	1	0	0	0	0	0	0	0	0	5	1	5	11	3	4	2	0	5	1	4	2	3	1	4	3	5	3	5	0	6	6	9	2	2	7	4	4	2	1	5	8	5	5	3	2	5	1	7	3	6	0	5	8	0	0	0	0	1	4	100	4	5	53	3	8	55	6	2	1	70	10	5	6	2	4	3	5	10	1	4	8	4	6	8	1	6	1	3	5	5	2	4	3	4	8	8	5	4	3	14	6	4	3	6	5	2	8	6	2	2	9	9	9	5	4	5	5	2	8	13	5	2	3	10	1	5	2	4	5	7	7	5	2	1	4	9	4	2	6	5	2	1	8	2	2	2	1	5	1	3	5	0	1	15	232	10	10	8	17	21	12	8	13	12	13	9	11	8	7	13	13	4	11	19	10	8	124	5	8	18	5	26	5	13	13	7	9	21	10	26	8	9	25	6	15	18	6	22	10	12	5	11	13	5
13	3	1	6	2	3	2	1	4	1	1	1	1	1	0	3	0	2	7	5	2	2	3	1	1	1	1	3	4	2	3	1	1	3	3	4	3	6	1	1	1	3	0	1	0	0	5	2	4	1	3	2	4	4	1	2	1	0	1	0	0	0	2	2	2	1	0	1	1	0	0	0	0	0	1	0	0	0	3	4	1	0	1	5	2	0	0	1	2	1	0	1	2	1	2	1	1	1	0	2	2	1	0	1	3	1	3	1	0	3	0	1	1	3	2	2	2	0	1	0	0	1	2	0	0	0	0	3	26	0	1	4	0	1	27	2	1	3	24	4	0	3	0	4	0	0	2	2	1	2	1	2	0	0	0	1	1	0	1	1	1	1	1	2	1	1	4	2	1	0	1	1	1	1	2	2	2	1	0	1	0	0	0	0	4	1	3	0	5	0	2	2	1	1	2	1	0	0	0	0	0	1	0	2	1	2	0	3	4	1	0	1	2	1	1	0	0	0	0	0	0	2	2	187	5	3	5	7	6	3	6	6	3	2	10	1	15	1	2	6	2	9	3	2	1	72	10	2	4	4	3	7	0	2	2	3	4	2	12	6	2	2	2	3	8	3	3	7	3	3	4	2	2
235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
