experiment	biological	microbes	genotype	technical	plant_nr	genotype_microbes	genotype_microbes_graph	FW
A1	bio2	no	1aWT	tech5	1	1aWT_no	a1aWT_no	0.0406
A1	bio2	no	1aWT	tech5	2	1aWT_no	a1aWT_no	0.0315
A1	bio2	no	1aWT	tech5	3	1aWT_no	a1aWT_no	0.0516
A1	bio2	no	1aWT	tech5	4	1aWT_no	a1aWT_no	0.0265
A1	bio2	no	1aWT	tech6	1	1aWT_no	a1aWT_no	0.0152
A1	bio2	no	1aWT	tech6	2	1aWT_no	a1aWT_no	0.0145
A1	bio2	no	1aWT	tech6	3	1aWT_no	a1aWT_no	0.0339
A1	bio2	no	1aWT	tech6	4	1aWT_no	a1aWT_no	0.0289
A1	bio2	no	kai2	tech1	1	kai2_no	qkai2_no	0.0204
A1	bio2	no	kai2	tech1	2	kai2_no	qkai2_no	0.0218
A1	bio2	no	kai2	tech1	3	kai2_no	qkai2_no	0.0073
A1	bio2	no	kai2	tech1	4	kai2_no	qkai2_no	
A1	bio2	no	kai2	tech2	1	kai2_no	qkai2_no	0.0213
A1	bio2	no	kai2	tech2	2	kai2_no	qkai2_no	0.0444
A1	bio2	no	kai2	tech2	3	kai2_no	qkai2_no	0.0345
A1	bio2	no	kai2	tech2	4	kai2_no	qkai2_no	0.0192
A1	bio2	no	kai2	tech3	1	kai2_no	qkai2_no	0.0189
A1	bio2	no	kai2	tech3	2	kai2_no	qkai2_no	0.0081
A1	bio2	no	kai2	tech3	3	kai2_no	qkai2_no	0.0226
A1	bio2	no	kai2	tech3	4	kai2_no	qkai2_no	
A1	bio2	no	kai2	tech4	1	kai2_no	qkai2_no	0.0133
A1	bio2	no	kai2	tech4	2	kai2_no	qkai2_no	0.0344
A1	bio2	no	kai2	tech4	3	kai2_no	qkai2_no	0.0459
A1	bio2	no	kai2	tech4	4	kai2_no	qkai2_no	0.0248
A1	bio2	no	kai2	tech5	1	kai2_no	qkai2_no	0.0165
A1	bio2	no	kai2	tech5	2	kai2_no	qkai2_no	0.0259
A1	bio2	no	kai2	tech5	3	kai2_no	qkai2_no	
A1	bio2	no	kai2	tech5	4	kai2_no	qkai2_no	
A1	bio2	no	kai2	tech6	1	kai2_no	qkai2_no	0.0353
A1	bio2	no	kai2	tech6	2	kai2_no	qkai2_no	0.0605
A1	bio2	no	kai2	tech6	3	kai2_no	qkai2_no	0.018
A1	bio2	no	kai2	tech6	4	kai2_no	qkai2_no	0.039
A1	bio2	no	wrky3340	tech1	1	wrky3340_no	hwrky3340_no	0.0343
A1	bio2	no	wrky3340	tech1	2	wrky3340_no	hwrky3340_no	0.0175
A1	bio2	no	wrky3340	tech1	3	wrky3340_no	hwrky3340_no	0.0371
A1	bio2	no	wrky3340	tech1	4	wrky3340_no	hwrky3340_no	
A1	bio2	no	wrky3340	tech2	1	wrky3340_no	hwrky3340_no	0.0362
A1	bio2	no	wrky3340	tech2	2	wrky3340_no	hwrky3340_no	0.025
A1	bio2	no	wrky3340	tech2	3	wrky3340_no	hwrky3340_no	0.0097
A1	bio2	no	wrky3340	tech2	4	wrky3340_no	hwrky3340_no	
A1	bio2	no	wrky3340	tech3	1	wrky3340_no	hwrky3340_no	0.066
A1	bio2	no	wrky3340	tech3	2	wrky3340_no	hwrky3340_no	0.0268
A1	bio2	no	wrky3340	tech3	3	wrky3340_no	hwrky3340_no	0.0334
A1	bio2	no	wrky3340	tech3	4	wrky3340_no	hwrky3340_no	0.0217
A1	bio2	no	wrky3340	tech4	1	wrky3340_no	hwrky3340_no	0.0306
A1	bio2	no	wrky3340	tech4	2	wrky3340_no	hwrky3340_no	0.0294
A1	bio2	no	wrky3340	tech4	3	wrky3340_no	hwrky3340_no	0.0604
A1	bio2	no	wrky3340	tech4	4	wrky3340_no	hwrky3340_no	0.0151
A1	bio2	no	wrky3340	tech5	1	wrky3340_no	hwrky3340_no	0.0454
A1	bio2	no	wrky3340	tech5	2	wrky3340_no	hwrky3340_no	0.0165
A1	bio2	no	wrky3340	tech5	3	wrky3340_no	hwrky3340_no	0.0162
A1	bio2	no	wrky3340	tech5	4	wrky3340_no	hwrky3340_no	0.0094
A1	bio2	no	wrky3340	tech6	1	wrky3340_no	hwrky3340_no	0.0528
A1	bio2	no	wrky3340	tech6	2	wrky3340_no	hwrky3340_no	0.0317
A1	bio2	no	wrky3340	tech6	3	wrky3340_no	hwrky3340_no	0.0513
A1	bio2	no	wrky3340	tech6	4	wrky3340_no	hwrky3340_no	0.0128
A1	bio2	no	efrfls2cerk1	tech1	1	efrfls2cerk1_no	efrfls2cerk1_no	0.0465
A1	bio2	no	efrfls2cerk1	tech1	2	efrfls2cerk1_no	efrfls2cerk1_no	0.0213
A1	bio2	no	efrfls2cerk1	tech1	3	efrfls2cerk1_no	efrfls2cerk1_no	0.0152
A1	bio2	no	efrfls2cerk1	tech1	4	efrfls2cerk1_no	efrfls2cerk1_no	0.019
A1	bio2	no	efrfls2cerk1	tech2	1	efrfls2cerk1_no	efrfls2cerk1_no	0.0433
A1	bio2	no	efrfls2cerk1	tech2	2	efrfls2cerk1_no	efrfls2cerk1_no	0.0265
A1	bio2	no	efrfls2cerk1	tech2	3	efrfls2cerk1_no	efrfls2cerk1_no	0.025
A1	bio2	no	efrfls2cerk1	tech2	4	efrfls2cerk1_no	efrfls2cerk1_no	0.0148
A1	bio2	no	efrfls2cerk1	tech3	1	efrfls2cerk1_no	efrfls2cerk1_no	0.0231
A1	bio2	no	efrfls2cerk1	tech3	2	efrfls2cerk1_no	efrfls2cerk1_no	0.023
A1	bio2	no	efrfls2cerk1	tech3	3	efrfls2cerk1_no	efrfls2cerk1_no	0.029
A1	bio2	no	efrfls2cerk1	tech3	4	efrfls2cerk1_no	efrfls2cerk1_no	0.0328
A1	bio2	no	efrfls2cerk1	tech4	1	efrfls2cerk1_no	efrfls2cerk1_no	0.0184
A1	bio2	no	efrfls2cerk1	tech4	2	efrfls2cerk1_no	efrfls2cerk1_no	0.0538
A1	bio2	no	efrfls2cerk1	tech4	3	efrfls2cerk1_no	efrfls2cerk1_no	0.0105
A1	bio2	no	efrfls2cerk1	tech4	4	efrfls2cerk1_no	efrfls2cerk1_no	
A1	bio2	no	efrfls2cerk1	tech5	1	efrfls2cerk1_no	efrfls2cerk1_no	0.0228
A1	bio2	no	efrfls2cerk1	tech5	2	efrfls2cerk1_no	efrfls2cerk1_no	0.015
A1	bio2	no	efrfls2cerk1	tech5	3	efrfls2cerk1_no	efrfls2cerk1_no	0.0317
A1	bio2	no	efrfls2cerk1	tech5	4	efrfls2cerk1_no	efrfls2cerk1_no	0.0259
A1	bio2	no	efrfls2cerk1	tech6	1	efrfls2cerk1_no	efrfls2cerk1_no	0.0227
A1	bio2	no	efrfls2cerk1	tech6	2	efrfls2cerk1_no	efrfls2cerk1_no	0.022
A1	bio2	no	efrfls2cerk1	tech6	3	efrfls2cerk1_no	efrfls2cerk1_no	0.0178
A1	bio2	no	efrfls2cerk1	tech6	4	efrfls2cerk1_no	efrfls2cerk1_no	0.0241
A1	bio2	no	bak1bkk1	tech1	1	bak1bkk1_no	bak1bkk1_no	0.0118
A1	bio2	no	bak1bkk1	tech1	2	bak1bkk1_no	bak1bkk1_no	0.0205
A1	bio2	no	bak1bkk1	tech1	3	bak1bkk1_no	bak1bkk1_no	0.0135
A1	bio2	no	bak1bkk1	tech1	4	bak1bkk1_no	bak1bkk1_no	0.0439
A1	bio2	no	bak1bkk1	tech2	1	bak1bkk1_no	bak1bkk1_no	0.0278
A1	bio2	no	bak1bkk1	tech2	2	bak1bkk1_no	bak1bkk1_no	0.0401
A1	bio2	no	bak1bkk1	tech2	3	bak1bkk1_no	bak1bkk1_no	0.0155
A1	bio2	no	bak1bkk1	tech2	4	bak1bkk1_no	bak1bkk1_no	0.0225
A1	bio2	no	bak1bkk1	tech3	1	bak1bkk1_no	bak1bkk1_no	0.0252
A1	bio2	no	bak1bkk1	tech3	2	bak1bkk1_no	bak1bkk1_no	0.0304
A1	bio2	no	bak1bkk1	tech3	3	bak1bkk1_no	bak1bkk1_no	
A1	bio2	no	bak1bkk1	tech3	4	bak1bkk1_no	bak1bkk1_no	
A1	bio2	no	bak1bkk1	tech4	1	bak1bkk1_no	bak1bkk1_no	0.0355
A1	bio2	no	bak1bkk1	tech4	2	bak1bkk1_no	bak1bkk1_no	0.0314
A1	bio2	no	bak1bkk1	tech4	3	bak1bkk1_no	bak1bkk1_no	0.0309
A1	bio2	no	bak1bkk1	tech4	4	bak1bkk1_no	bak1bkk1_no	0.049
A1	bio2	no	bak1bkk1	tech5	1	bak1bkk1_no	bak1bkk1_no	0.0168
A1	bio2	no	bak1bkk1	tech5	2	bak1bkk1_no	bak1bkk1_no	0.018
A1	bio2	no	bak1bkk1	tech5	3	bak1bkk1_no	bak1bkk1_no	0.0436
A1	bio2	no	bak1bkk1	tech5	4	bak1bkk1_no	bak1bkk1_no	0.0116
A1	bio2	no	bak1bkk1	tech6	1	bak1bkk1_no	bak1bkk1_no	0.0411
A1	bio2	no	bak1bkk1	tech6	2	bak1bkk1_no	bak1bkk1_no	0.0238
A1	bio2	no	bak1bkk1	tech6	3	bak1bkk1_no	bak1bkk1_no	0.0369
A1	bio2	no	bak1bkk1	tech6	4	bak1bkk1_no	bak1bkk1_no	0.0213
A1	bio2	no	cyp79b2b3	tech1	1	cyp79b2b3_no	fcyp79b2b3_no	0.03
A1	bio2	no	cyp79b2b3	tech1	2	cyp79b2b3_no	fcyp79b2b3_no	0.0376
A1	bio2	no	cyp79b2b3	tech1	3	cyp79b2b3_no	fcyp79b2b3_no	0.0434
A1	bio2	no	cyp79b2b3	tech1	4	cyp79b2b3_no	fcyp79b2b3_no	0.034
A1	bio2	no	cyp79b2b3	tech2	1	cyp79b2b3_no	fcyp79b2b3_no	0.0112
A1	bio2	no	cyp79b2b3	tech2	2	cyp79b2b3_no	fcyp79b2b3_no	0.0259
A1	bio2	no	cyp79b2b3	tech2	3	cyp79b2b3_no	fcyp79b2b3_no	0.0274
A1	bio2	no	cyp79b2b3	tech2	4	cyp79b2b3_no	fcyp79b2b3_no	0.0106
A1	bio2	no	cyp79b2b3	tech3	1	cyp79b2b3_no	fcyp79b2b3_no	0.0155
A1	bio2	no	cyp79b2b3	tech3	2	cyp79b2b3_no	fcyp79b2b3_no	0.0188
A1	bio2	no	cyp79b2b3	tech3	3	cyp79b2b3_no	fcyp79b2b3_no	0.0133
A1	bio2	no	cyp79b2b3	tech3	4	cyp79b2b3_no	fcyp79b2b3_no	0.0125
A1	bio2	no	cyp79b2b3	tech4	1	cyp79b2b3_no	fcyp79b2b3_no	0.014
A1	bio2	no	cyp79b2b3	tech4	2	cyp79b2b3_no	fcyp79b2b3_no	0.0503
A1	bio2	no	cyp79b2b3	tech4	3	cyp79b2b3_no	fcyp79b2b3_no	0.0277
A1	bio2	no	cyp79b2b3	tech4	4	cyp79b2b3_no	fcyp79b2b3_no	0.0144
A1	bio2	no	cyp79b2b3	tech5	1	cyp79b2b3_no	fcyp79b2b3_no	0.0358
A1	bio2	no	cyp79b2b3	tech5	2	cyp79b2b3_no	fcyp79b2b3_no	0.022
A1	bio2	no	cyp79b2b3	tech5	3	cyp79b2b3_no	fcyp79b2b3_no	0.0251
A1	bio2	no	cyp79b2b3	tech5	4	cyp79b2b3_no	fcyp79b2b3_no	0.0158
A1	bio2	no	cyp79b2b3	tech6	1	cyp79b2b3_no	fcyp79b2b3_no	0.0245
A1	bio2	no	cyp79b2b3	tech6	2	cyp79b2b3_no	fcyp79b2b3_no	0.0411
A1	bio2	no	cyp79b2b3	tech6	3	cyp79b2b3_no	fcyp79b2b3_no	0.0163
A1	bio2	no	cyp79b2b3	tech6	4	cyp79b2b3_no	fcyp79b2b3_no	0.013
A1	bio2	no	deps	tech1	1	deps_no	jdeps_no	0.0542
A1	bio2	no	deps	tech1	2	deps_no	jdeps_no	0.0406
A1	bio2	no	deps	tech1	3	deps_no	jdeps_no	
A1	bio2	no	deps	tech1	4	deps_no	jdeps_no	
A1	bio2	no	deps	tech2	1	deps_no	jdeps_no	0.0678
A1	bio2	no	deps	tech2	2	deps_no	jdeps_no	0.0382
A1	bio2	no	deps	tech2	3	deps_no	jdeps_no	
A1	bio2	no	deps	tech2	4	deps_no	jdeps_no	
A1	bio2	no	deps	tech3	1	deps_no	jdeps_no	0.0171
A1	bio2	no	deps	tech3	2	deps_no	jdeps_no	0.023
A1	bio2	no	deps	tech3	3	deps_no	jdeps_no	0.0097
A1	bio2	no	deps	tech3	4	deps_no	jdeps_no	0.0097
A1	bio2	no	deps	tech4	1	deps_no	jdeps_no	0.0557
A1	bio2	no	deps	tech4	2	deps_no	jdeps_no	0.0517
A1	bio2	no	deps	tech4	3	deps_no	jdeps_no	0.0552
A1	bio2	no	deps	tech4	4	deps_no	jdeps_no	0.0162
A1	bio2	no	deps	tech5	1	deps_no	jdeps_no	
A1	bio2	no	deps	tech5	2	deps_no	jdeps_no	
A1	bio2	no	deps	tech5	3	deps_no	jdeps_no	
A1	bio2	no	deps	tech5	4	deps_no	jdeps_no	
A1	bio2	no	deps	tech6	1	deps_no	jdeps_no	
A1	bio2	no	deps	tech6	2	deps_no	jdeps_no	
A1	bio2	no	deps	tech6	3	deps_no	jdeps_no	
A1	bio2	no	deps	tech6	4	deps_no	jdeps_no	
A1	bio2	no	quin	tech1	1	quin_no	gquin_no	0.0344
A1	bio2	no	quin	tech1	2	quin_no	gquin_no	0.0232
A1	bio2	no	quin	tech1	3	quin_no	gquin_no	0.0365
A1	bio2	no	quin	tech1	4	quin_no	gquin_no	0.0431
A1	bio2	no	quin	tech2	1	quin_no	gquin_no	0.0217
A1	bio2	no	quin	tech2	2	quin_no	gquin_no	0.0215
A1	bio2	no	quin	tech2	3	quin_no	gquin_no	
A1	bio2	no	quin	tech2	4	quin_no	gquin_no	
A1	bio2	no	quin	tech3	1	quin_no	gquin_no	0.0907
A1	bio2	no	quin	tech3	2	quin_no	gquin_no	0.0511
A1	bio2	no	quin	tech3	3	quin_no	gquin_no	0.0209
A1	bio2	no	quin	tech3	4	quin_no	gquin_no	0.0075
A1	bio2	no	quin	tech4	1	quin_no	gquin_no	0.0237
A1	bio2	no	quin	tech4	2	quin_no	gquin_no	0.0436
A1	bio2	no	quin	tech4	3	quin_no	gquin_no	0.0072
A1	bio2	no	quin	tech4	4	quin_no	gquin_no	0.013
A1	bio2	no	quin	tech5	1	quin_no	gquin_no	0.0324
A1	bio2	no	quin	tech5	2	quin_no	gquin_no	0.0299
A1	bio2	no	quin	tech5	3	quin_no	gquin_no	0.0281
A1	bio2	no	quin	tech5	4	quin_no	gquin_no	0.0117
A1	bio2	no	quin	tech6	1	quin_no	gquin_no	
A1	bio2	no	quin	tech6	2	quin_no	gquin_no	
A1	bio2	no	quin	tech6	3	quin_no	gquin_no	
A1	bio2	no	quin	tech6	4	quin_no	gquin_no	
A1	bio2	no	pad4	tech1	1	pad4_no	kpad4_no	0.0939
A1	bio2	no	pad4	tech1	2	pad4_no	kpad4_no	
A1	bio2	no	pad4	tech1	3	pad4_no	kpad4_no	
A1	bio2	no	pad4	tech1	4	pad4_no	kpad4_no	
A1	bio2	no	pad4	tech2	1	pad4_no	kpad4_no	0.0891
A1	bio2	no	pad4	tech2	2	pad4_no	kpad4_no	0.0383
A1	bio2	no	pad4	tech2	3	pad4_no	kpad4_no	0.04
A1	bio2	no	pad4	tech2	4	pad4_no	kpad4_no	0.0274
A1	bio2	no	pad4	tech3	1	pad4_no	kpad4_no	0.0524
A1	bio2	no	pad4	tech3	2	pad4_no	kpad4_no	0.0278
A1	bio2	no	pad4	tech3	3	pad4_no	kpad4_no	
A1	bio2	no	pad4	tech3	4	pad4_no	kpad4_no	
A1	bio2	no	pad4	tech4	1	pad4_no	kpad4_no	0.0338
A1	bio2	no	pad4	tech4	2	pad4_no	kpad4_no	0.0136
A1	bio2	no	pad4	tech4	3	pad4_no	kpad4_no	0.0141
A1	bio2	no	pad4	tech4	4	pad4_no	kpad4_no	0.0155
A1	bio2	no	pad4	tech5	1	pad4_no	kpad4_no	0.0561
A1	bio2	no	pad4	tech5	2	pad4_no	kpad4_no	0.0552
A1	bio2	no	pad4	tech5	3	pad4_no	kpad4_no	
A1	bio2	no	pad4	tech5	4	pad4_no	kpad4_no	
A1	bio2	no	pad4	tech6	1	pad4_no	kpad4_no	0.0348
A1	bio2	no	pad4	tech6	2	pad4_no	kpad4_no	0.0197
A1	bio2	no	pad4	tech6	3	pad4_no	kpad4_no	0.0105
A1	bio2	no	pad4	tech6	4	pad4_no	kpad4_no	
A1	bio2	no	pad4	tech1	1	pad4_no	kpad4_no	0.121
A1	bio2	no	pad4	tech1	2	pad4_no	kpad4_no	0.0333
A1	bio2	no	pad4	tech1	3	pad4_no	kpad4_no	0.0386
A1	bio2	no	pad4	tech1	4	pad4_no	kpad4_no	
A1	bio2	no	pad4	tech2	1	pad4_no	kpad4_no	
A1	bio2	no	pad4	tech2	2	pad4_no	kpad4_no	
A1	bio2	no	pad4	tech2	3	pad4_no	kpad4_no	
A1	bio2	no	pad4	tech2	4	pad4_no	kpad4_no	
A1	bio2	no	pad4	tech3	1	pad4_no	kpad4_no	0.0357
A1	bio2	no	pad4	tech3	2	pad4_no	kpad4_no	0.0161
A1	bio2	no	pad4	tech3	3	pad4_no	kpad4_no	0.0175
A1	bio2	no	pad4	tech3	4	pad4_no	kpad4_no	0.0284
A1	bio2	no	pad4	tech4	1	pad4_no	kpad4_no	0.0339
A1	bio2	no	pad4	tech4	2	pad4_no	kpad4_no	0.0605
A1	bio2	no	pad4	tech4	3	pad4_no	kpad4_no	0.0532
A1	bio2	no	pad4	tech4	4	pad4_no	kpad4_no	
A1	bio2	no	pad4	tech5	1	pad4_no	kpad4_no	0.0233
A1	bio2	no	pad4	tech5	2	pad4_no	kpad4_no	0.0149
A1	bio2	no	pad4	tech5	3	pad4_no	kpad4_no	0.0224
A1	bio2	no	pad4	tech5	4	pad4_no	kpad4_no	
A1	bio2	no	pad4	tech6	1	pad4_no	kpad4_no	0.0193
A1	bio2	no	pad4	tech6	2	pad4_no	kpad4_no	0.0364
A1	bio2	no	pad4	tech6	3	pad4_no	kpad4_no	0.0379
A1	bio2	no	pad4	tech6	4	pad4_no	kpad4_no	
A1	bio2	no	rar1	tech1	1	rar1_no	prar1_no	0.0786
A1	bio2	no	rar1	tech1	2	rar1_no	prar1_no	
A1	bio2	no	rar1	tech1	3	rar1_no	prar1_no	
A1	bio2	no	rar1	tech1	4	rar1_no	prar1_no	
A1	bio2	no	rar1	tech2	1	rar1_no	prar1_no	0.0664
A1	bio2	no	rar1	tech2	2	rar1_no	prar1_no	0.027
A1	bio2	no	rar1	tech2	3	rar1_no	prar1_no	
A1	bio2	no	rar1	tech2	4	rar1_no	prar1_no	
A1	bio2	no	rar1	tech3	1	rar1_no	prar1_no	0.0251
A1	bio2	no	rar1	tech3	2	rar1_no	prar1_no	0.0262
A1	bio2	no	rar1	tech3	3	rar1_no	prar1_no	0.0441
A1	bio2	no	rar1	tech3	4	rar1_no	prar1_no	0.0351
A1	bio2	no	rar1	tech4	1	rar1_no	prar1_no	0.0567
A1	bio2	no	rar1	tech4	2	rar1_no	prar1_no	0.0231
A1	bio2	no	rar1	tech4	3	rar1_no	prar1_no	0.0274
A1	bio2	no	rar1	tech4	4	rar1_no	prar1_no	
A1	bio2	no	rar1	tech5	1	rar1_no	prar1_no	0.0754
A1	bio2	no	rar1	tech5	2	rar1_no	prar1_no	0.032
A1	bio2	no	rar1	tech5	3	rar1_no	prar1_no	
A1	bio2	no	rar1	tech5	4	rar1_no	prar1_no	
A1	bio2	no	rar1	tech6	1	rar1_no	prar1_no	
A1	bio2	no	rar1	tech6	2	rar1_no	prar1_no	
A1	bio2	no	rar1	tech6	3	rar1_no	prar1_no	
A1	bio2	no	rar1	tech6	4	rar1_no	prar1_no	
A1	bio4	BF	1aWT	tech1	1	1aWT_BF	a1aWT_BF	0.0392
A1	bio4	BF	1aWT	tech1	2	1aWT_BF	a1aWT_BF	0.035
A1	bio4	BF	1aWT	tech1	3	1aWT_BF	a1aWT_BF	0.0502
A1	bio4	BF	1aWT	tech1	4	1aWT_BF	a1aWT_BF	0.0543
A1	bio4	BF	1aWT	tech2	1	1aWT_BF	a1aWT_BF	0.0521
A1	bio4	BF	1aWT	tech2	2	1aWT_BF	a1aWT_BF	0.0312
A1	bio4	BF	1aWT	tech2	3	1aWT_BF	a1aWT_BF	0.0531
A1	bio4	BF	1aWT	tech2	4	1aWT_BF	a1aWT_BF	0.0138
A1	bio4	BF	1aWT	tech3	1	1aWT_BF	a1aWT_BF	0.0371
A1	bio4	BF	1aWT	tech3	2	1aWT_BF	a1aWT_BF	0.0381
A1	bio4	BF	1aWT	tech3	3	1aWT_BF	a1aWT_BF	0.0359
A1	bio4	BF	1aWT	tech3	4	1aWT_BF	a1aWT_BF	0.0264
A1	bio4	BF	1aWT	tech4	1	1aWT_BF	a1aWT_BF	0.0392
A1	bio4	BF	1aWT	tech4	2	1aWT_BF	a1aWT_BF	0.0328
A1	bio4	BF	1aWT	tech4	3	1aWT_BF	a1aWT_BF	0.0246
A1	bio4	BF	1aWT	tech4	4	1aWT_BF	a1aWT_BF	0.0239
A1	bio4	BF	1aWT	tech5	1	1aWT_BF	a1aWT_BF	0.0244
A1	bio4	BF	1aWT	tech5	2	1aWT_BF	a1aWT_BF	0.0191
A1	bio4	BF	1aWT	tech5	3	1aWT_BF	a1aWT_BF	0.0289
A1	bio4	BF	1aWT	tech5	4	1aWT_BF	a1aWT_BF	0.0403
A1	bio4	BF	1aWT	tech6	1	1aWT_BF	a1aWT_BF	
A1	bio4	BF	1aWT	tech6	2	1aWT_BF	a1aWT_BF	
A1	bio4	BF	1aWT	tech6	3	1aWT_BF	a1aWT_BF	
A1	bio4	BF	1aWT	tech6	4	1aWT_BF	a1aWT_BF	
A1	bio4	BF	kai2	tech1	1	kai2_BF	qkai2_BF	0.0677
A1	bio4	BF	kai2	tech1	2	kai2_BF	qkai2_BF	0.0176
A1	bio4	BF	kai2	tech1	3	kai2_BF	qkai2_BF	0.0375
A1	bio4	BF	kai2	tech1	4	kai2_BF	qkai2_BF	0.0156
A1	bio4	BF	kai2	tech2	1	kai2_BF	qkai2_BF	0.0254
A1	bio4	BF	kai2	tech2	2	kai2_BF	qkai2_BF	0.0481
A1	bio4	BF	kai2	tech2	3	kai2_BF	qkai2_BF	0.0573
A1	bio4	BF	kai2	tech2	4	kai2_BF	qkai2_BF	0.0744
A1	bio4	BF	kai2	tech3	1	kai2_BF	qkai2_BF	0.0109
A1	bio4	BF	kai2	tech3	2	kai2_BF	qkai2_BF	0.0342
A1	bio4	BF	kai2	tech3	3	kai2_BF	qkai2_BF	0.018
A1	bio4	BF	kai2	tech3	4	kai2_BF	qkai2_BF	0.0241
A1	bio4	BF	kai2	tech4	1	kai2_BF	qkai2_BF	0.0335
A1	bio4	BF	kai2	tech4	2	kai2_BF	qkai2_BF	0.0344
A1	bio4	BF	kai2	tech4	3	kai2_BF	qkai2_BF	0.0201
A1	bio4	BF	kai2	tech4	4	kai2_BF	qkai2_BF	0.0189
A1	bio4	BF	kai2	tech5	1	kai2_BF	qkai2_BF	0.0632
A1	bio4	BF	kai2	tech5	2	kai2_BF	qkai2_BF	0.0204
A1	bio4	BF	kai2	tech5	3	kai2_BF	qkai2_BF	0.0101
A1	bio4	BF	kai2	tech5	4	kai2_BF	qkai2_BF	
A1	bio4	BF	kai2	tech6	1	kai2_BF	qkai2_BF	0.0927
A1	bio4	BF	kai2	tech6	2	kai2_BF	qkai2_BF	0.0318
A1	bio4	BF	kai2	tech6	3	kai2_BF	qkai2_BF	0.0509
A1	bio4	BF	kai2	tech6	4	kai2_BF	qkai2_BF	0.0631
A1	bio4	BF	wrky3340	tech1	1	wrky3340_BF	hwrky3340_BF	0.0241
A1	bio4	BF	wrky3340	tech1	2	wrky3340_BF	hwrky3340_BF	0.0529
A1	bio4	BF	wrky3340	tech1	3	wrky3340_BF	hwrky3340_BF	0.056
A1	bio4	BF	wrky3340	tech1	4	wrky3340_BF	hwrky3340_BF	0.0192
A1	bio4	BF	wrky3340	tech2	1	wrky3340_BF	hwrky3340_BF	0.0893
A1	bio4	BF	wrky3340	tech2	2	wrky3340_BF	hwrky3340_BF	0.044
A1	bio4	BF	wrky3340	tech2	3	wrky3340_BF	hwrky3340_BF	0.0289
A1	bio4	BF	wrky3340	tech2	4	wrky3340_BF	hwrky3340_BF	0.0639
A1	bio4	BF	wrky3340	tech3	1	wrky3340_BF	hwrky3340_BF	0.0196
A1	bio4	BF	wrky3340	tech3	2	wrky3340_BF	hwrky3340_BF	0.015
A1	bio4	BF	wrky3340	tech3	3	wrky3340_BF	hwrky3340_BF	0.0129
A1	bio4	BF	wrky3340	tech3	4	wrky3340_BF	hwrky3340_BF	0.0113
A1	bio4	BF	wrky3340	tech4	1	wrky3340_BF	hwrky3340_BF	0.0279
A1	bio4	BF	wrky3340	tech4	2	wrky3340_BF	hwrky3340_BF	0.0288
A1	bio4	BF	wrky3340	tech4	3	wrky3340_BF	hwrky3340_BF	0.0352
A1	bio4	BF	wrky3340	tech4	4	wrky3340_BF	hwrky3340_BF	0.0248
A1	bio4	BF	wrky3340	tech5	1	wrky3340_BF	hwrky3340_BF	0.0258
A1	bio4	BF	wrky3340	tech5	2	wrky3340_BF	hwrky3340_BF	0.0308
A1	bio4	BF	wrky3340	tech5	3	wrky3340_BF	hwrky3340_BF	0.0235
A1	bio4	BF	wrky3340	tech5	4	wrky3340_BF	hwrky3340_BF	0.0448
A1	bio4	BF	wrky3340	tech6	1	wrky3340_BF	hwrky3340_BF	0.029
A1	bio4	BF	wrky3340	tech6	2	wrky3340_BF	hwrky3340_BF	0.0396
A1	bio4	BF	wrky3340	tech6	3	wrky3340_BF	hwrky3340_BF	0.0189
A1	bio4	BF	wrky3340	tech6	4	wrky3340_BF	hwrky3340_BF	
A1	bio4	BF	efrfls2cerk1	tech1	1	efrfls2cerk1_BF	defrfls2cerk1_BF	0.0726
A1	bio4	BF	efrfls2cerk1	tech1	2	efrfls2cerk1_BF	defrfls2cerk1_BF	0.0182
A1	bio4	BF	efrfls2cerk1	tech1	3	efrfls2cerk1_BF	defrfls2cerk1_BF	0.0169
A1	bio4	BF	efrfls2cerk1	tech1	4	efrfls2cerk1_BF	defrfls2cerk1_BF	0.0297
A1	bio4	BF	efrfls2cerk1	tech2	1	efrfls2cerk1_BF	defrfls2cerk1_BF	0.0693
A1	bio4	BF	efrfls2cerk1	tech2	2	efrfls2cerk1_BF	defrfls2cerk1_BF	0.0603
A1	bio4	BF	efrfls2cerk1	tech2	3	efrfls2cerk1_BF	defrfls2cerk1_BF	0.0342
A1	bio4	BF	efrfls2cerk1	tech2	4	efrfls2cerk1_BF	defrfls2cerk1_BF	0.0346
A1	bio4	BF	efrfls2cerk1	tech3	1	efrfls2cerk1_BF	defrfls2cerk1_BF	0.0161
A1	bio4	BF	efrfls2cerk1	tech3	2	efrfls2cerk1_BF	defrfls2cerk1_BF	0.0284
A1	bio4	BF	efrfls2cerk1	tech3	3	efrfls2cerk1_BF	defrfls2cerk1_BF	0.0296
A1	bio4	BF	efrfls2cerk1	tech3	4	efrfls2cerk1_BF	defrfls2cerk1_BF	0.0165
A1	bio4	BF	efrfls2cerk1	tech4	1	efrfls2cerk1_BF	defrfls2cerk1_BF	0.0306
A1	bio4	BF	efrfls2cerk1	tech4	2	efrfls2cerk1_BF	defrfls2cerk1_BF	0.024
A1	bio4	BF	efrfls2cerk1	tech4	3	efrfls2cerk1_BF	defrfls2cerk1_BF	0.0612
