experiment	biological	microbes	genotype	technical	plant_nr	genotype_microbes	genotype_microbes_graph	FW
A1	bio4	no	quin	tech2	3	quin_no	gquin_no	0.0338
A1	bio4	no	quin	tech2	4	quin_no	gquin_no	0.0212
A1	bio4	no	quin	tech3	1	quin_no	gquin_no	0.0277
A1	bio4	no	quin	tech3	2	quin_no	gquin_no	0.0257
A1	bio4	no	quin	tech3	3	quin_no	gquin_no	0.0201
A1	bio4	no	quin	tech3	4	quin_no	gquin_no	0.0205
A1	bio4	no	quin	tech4	1	quin_no	gquin_no	0.0226
A1	bio4	no	quin	tech4	2	quin_no	gquin_no	0.0119
A1	bio4	no	quin	tech4	3	quin_no	gquin_no	0.038
A1	bio4	no	quin	tech4	4	quin_no	gquin_no	0.0324
A1	bio4	no	quin	tech5	1	quin_no	gquin_no	0.0405
A1	bio4	no	quin	tech5	2	quin_no	gquin_no	0.0326
A1	bio4	no	quin	tech5	3	quin_no	gquin_no	0.0051
A1	bio4	no	quin	tech5	4	quin_no	gquin_no	0.0102
A1	bio4	no	quin	tech6	1	quin_no	gquin_no	0.026
A1	bio4	no	quin	tech6	2	quin_no	gquin_no	0.0202
A1	bio4	no	quin	tech6	3	quin_no	gquin_no	0.0352
A1	bio4	no	quin	tech6	4	quin_no	gquin_no	0.0213
A1	bio4	no	pad4	tech1	1	pad4_no	kpad4_no	
A1	bio4	no	pad4	tech1	2	pad4_no	kpad4_no	
A1	bio4	no	pad4	tech1	3	pad4_no	kpad4_no	
A1	bio4	no	pad4	tech1	4	pad4_no	kpad4_no	
A1	bio4	no	pad4	tech2	1	pad4_no	kpad4_no	
A1	bio4	no	pad4	tech2	2	pad4_no	kpad4_no	
A1	bio4	no	pad4	tech2	3	pad4_no	kpad4_no	
A1	bio4	no	pad4	tech2	4	pad4_no	kpad4_no	
A1	bio4	no	pad4	tech3	1	pad4_no	kpad4_no	
A1	bio4	no	pad4	tech3	2	pad4_no	kpad4_no	
A1	bio4	no	pad4	tech3	3	pad4_no	kpad4_no	
A1	bio4	no	pad4	tech3	4	pad4_no	kpad4_no	
A1	bio4	no	pad4	tech4	1	pad4_no	kpad4_no	
A1	bio4	no	pad4	tech4	2	pad4_no	kpad4_no	
A1	bio4	no	pad4	tech4	3	pad4_no	kpad4_no	
A1	bio4	no	pad4	tech4	4	pad4_no	kpad4_no	
A1	bio4	no	pad4	tech5	1	pad4_no	kpad4_no	
A1	bio4	no	pad4	tech5	2	pad4_no	kpad4_no	
A1	bio4	no	pad4	tech5	3	pad4_no	kpad4_no	
A1	bio4	no	pad4	tech5	4	pad4_no	kpad4_no	
A1	bio4	no	pad4	tech6	1	pad4_no	kpad4_no	
A1	bio4	no	pad4	tech6	2	pad4_no	kpad4_no	
A1	bio4	no	pad4	tech6	3	pad4_no	kpad4_no	
A1	bio4	no	pad4	tech6	4	pad4_no	kpad4_no	
A1	bio4	no	rar1	tech1	1	rar1_no	prar1_no	0.0479
A1	bio4	no	rar1	tech1	2	rar1_no	prar1_no	0.025
A1	bio4	no	rar1	tech1	3	rar1_no	prar1_no	0.0324
A1	bio4	no	rar1	tech1	4	rar1_no	prar1_no	
A1	bio4	no	rar1	tech2	1	rar1_no	prar1_no	0.0182
A1	bio4	no	rar1	tech2	2	rar1_no	prar1_no	0.0369
A1	bio4	no	rar1	tech2	3	rar1_no	prar1_no	0.0258
A1	bio4	no	rar1	tech2	4	rar1_no	prar1_no	0.0205
A1	bio4	no	rar1	tech3	1	rar1_no	prar1_no	0.0208
A1	bio4	no	rar1	tech3	2	rar1_no	prar1_no	0.0223
A1	bio4	no	rar1	tech3	3	rar1_no	prar1_no	0.0187
A1	bio4	no	rar1	tech3	4	rar1_no	prar1_no	0.0302
A1	bio4	no	rar1	tech4	1	rar1_no	prar1_no	0.0289
A1	bio4	no	rar1	tech4	2	rar1_no	prar1_no	0.0181
A1	bio4	no	rar1	tech4	3	rar1_no	prar1_no	0.0273
A1	bio4	no	rar1	tech4	4	rar1_no	prar1_no	
A1	bio4	no	rar1	tech5	1	rar1_no	prar1_no	0.0107
A1	bio4	no	rar1	tech5	2	rar1_no	prar1_no	0.0189
A1	bio4	no	rar1	tech5	3	rar1_no	prar1_no	0.024
A1	bio4	no	rar1	tech5	4	rar1_no	prar1_no	0.0143
A1	bio4	no	rar1	tech6	1	rar1_no	prar1_no	0.0234
A1	bio4	no	rar1	tech6	2	rar1_no	prar1_no	0.0133
A1	bio4	no	rar1	tech6	3	rar1_no	prar1_no	0.027
A1	bio4	no	rar1	tech6	4	rar1_no	prar1_no	
A4	bio1	BF	1aWT	tech1	1	1aWT_BF_2	a1aWT_BF	0.0201
A4	bio1	BF	1aWT	tech1	2	1aWT_BF_2	a1aWT_BF	0.0524
A4	bio1	BF	1aWT	tech1	3	1aWT_BF_2	a1aWT_BF	0.024
A4	bio1	BF	1aWT	tech1	4	1aWT_BF_2	a1aWT_BF	0.0575
A4	bio1	BF	1aWT	tech2	1	1aWT_BF_2	a1aWT_BF	0.0268
A4	bio1	BF	1aWT	tech2	2	1aWT_BF_2	a1aWT_BF	0.0371
A4	bio1	BF	1aWT	tech2	3	1aWT_BF_2	a1aWT_BF	0.0096
A4	bio1	BF	1aWT	tech2	4	1aWT_BF_2	a1aWT_BF	0.0135
A4	bio1	BF	1aWT	tech3	1	1aWT_BF_2	a1aWT_BF	0.0546
A4	bio1	BF	1aWT	tech3	2	1aWT_BF_2	a1aWT_BF	0.0173
A4	bio1	BF	1aWT	tech3	3	1aWT_BF_2	a1aWT_BF	0.032
A4	bio1	BF	1aWT	tech3	4	1aWT_BF_2	a1aWT_BF	0.033
A4	bio1	BF	1aWT	tech4	1	1aWT_BF_2	a1aWT_BF	0.0291
A4	bio1	BF	1aWT	tech4	2	1aWT_BF_2	a1aWT_BF	0.0524
A4	bio1	BF	1aWT	tech4	3	1aWT_BF_2	a1aWT_BF	0.0217
A4	bio1	BF	1aWT	tech4	4	1aWT_BF_2	a1aWT_BF	0.0329
A4	bio1	BF	1aWT	tech5	1	1aWT_BF_2	a1aWT_BF	0.0233
A4	bio1	BF	1aWT	tech5	2	1aWT_BF_2	a1aWT_BF	0.0178
A4	bio1	BF	1aWT	tech5	3	1aWT_BF_2	a1aWT_BF	0.0163
A4	bio1	BF	1aWT	tech5	4	1aWT_BF_2	a1aWT_BF	0.0195
A4	bio1	BF	1aWT	tech6	1	1aWT_BF_2	a1aWT_BF	0.0266
A4	bio1	BF	1aWT	tech6	2	1aWT_BF_2	a1aWT_BF	0.0576
A4	bio1	BF	1aWT	tech6	3	1aWT_BF_2	a1aWT_BF	0.0397
A4	bio1	BF	1aWT	tech6	4	1aWT_BF_2	a1aWT_BF	0.0263
A4	bio1	BF	lyk5	tech1	1	lyk5_BF_2	elyk5_BF	0.0288
A4	bio1	BF	lyk5	tech1	2	lyk5_BF_2	elyk5_BF	0.023
A4	bio1	BF	lyk5	tech1	3	lyk5_BF_2	elyk5_BF	0.0277
A4	bio1	BF	lyk5	tech1	4	lyk5_BF_2	elyk5_BF	0.0285
A4	bio1	BF	lyk5	tech2	1	lyk5_BF_2	elyk5_BF	0.0347
A4	bio1	BF	lyk5	tech2	2	lyk5_BF_2	elyk5_BF	0.0183
A4	bio1	BF	lyk5	tech2	3	lyk5_BF_2	elyk5_BF	0.0195
A4	bio1	BF	lyk5	tech2	4	lyk5_BF_2	elyk5_BF	0.0456
A4	bio1	BF	lyk5	tech3	1	lyk5_BF_2	elyk5_BF	0.0329
A4	bio1	BF	lyk5	tech3	2	lyk5_BF_2	elyk5_BF	0.0235
A4	bio1	BF	lyk5	tech3	3	lyk5_BF_2	elyk5_BF	0.0134
A4	bio1	BF	lyk5	tech3	4	lyk5_BF_2	elyk5_BF	0.0222
A4	bio1	BF	lyk5	tech4	1	lyk5_BF_2	elyk5_BF	0.0846
A4	bio1	BF	lyk5	tech4	2	lyk5_BF_2	elyk5_BF	0.0385
A4	bio1	BF	lyk5	tech4	3	lyk5_BF_2	elyk5_BF	0.0261
A4	bio1	BF	lyk5	tech4	4	lyk5_BF_2	elyk5_BF	
A4	bio1	BF	lyk5	tech5	1	lyk5_BF_2	elyk5_BF	0.0347
A4	bio1	BF	lyk5	tech5	2	lyk5_BF_2	elyk5_BF	0.0159
A4	bio1	BF	lyk5	tech5	3	lyk5_BF_2	elyk5_BF	0.0593
A4	bio1	BF	lyk5	tech5	4	lyk5_BF_2	elyk5_BF	0.0161
A4	bio1	BF	lyk5	tech6	1	lyk5_BF_2	elyk5_BF	0.051
A4	bio1	BF	lyk5	tech6	2	lyk5_BF_2	elyk5_BF	0.0144
A4	bio1	BF	lyk5	tech6	3	lyk5_BF_2	elyk5_BF	0.0251
A4	bio1	BF	lyk5	tech6	4	lyk5_BF_2	elyk5_BF	0.0253
A4	bio1	BF	cyp79	tech1	1	cyp79_BF_2	fcyp79b2b3_BF	0.0425
A4	bio1	BF	cyp79	tech1	2	cyp79_BF_2	fcyp79b2b3_BF	0.0034
A4	bio1	BF	cyp79	tech1	3	cyp79_BF_2	fcyp79b2b3_BF	
A4	bio1	BF	cyp79	tech1	4	cyp79_BF_2	fcyp79b2b3_BF	
A4	bio1	BF	cyp79	tech2	1	cyp79_BF_2	fcyp79b2b3_BF	0.0305
A4	bio1	BF	cyp79	tech2	2	cyp79_BF_2	fcyp79b2b3_BF	0.0255
A4	bio1	BF	cyp79	tech2	3	cyp79_BF_2	fcyp79b2b3_BF	0.0555
A4	bio1	BF	cyp79	tech2	4	cyp79_BF_2	fcyp79b2b3_BF	0.0918
A4	bio1	BF	cyp79	tech3	1	cyp79_BF_2	fcyp79b2b3_BF	0.0164
A4	bio1	BF	cyp79	tech3	2	cyp79_BF_2	fcyp79b2b3_BF	0.0105
A4	bio1	BF	cyp79	tech3	3	cyp79_BF_2	fcyp79b2b3_BF	0.0285
A4	bio1	BF	cyp79	tech3	4	cyp79_BF_2	fcyp79b2b3_BF	0.0158
A4	bio1	BF	cyp79	tech4	1	cyp79_BF_2	fcyp79b2b3_BF	0.0123
A4	bio1	BF	cyp79	tech4	2	cyp79_BF_2	fcyp79b2b3_BF	0.0121
A4	bio1	BF	cyp79	tech4	3	cyp79_BF_2	fcyp79b2b3_BF	0.0032
A4	bio1	BF	cyp79	tech4	4	cyp79_BF_2	fcyp79b2b3_BF	
A4	bio1	BF	cyp79	tech5	1	cyp79_BF_2	fcyp79b2b3_BF	0.0182
A4	bio1	BF	cyp79	tech5	2	cyp79_BF_2	fcyp79b2b3_BF	0.0115
A4	bio1	BF	cyp79	tech5	3	cyp79_BF_2	fcyp79b2b3_BF	0.1183
A4	bio1	BF	cyp79	tech5	4	cyp79_BF_2	fcyp79b2b3_BF	
A4	bio1	BF	cyp79	tech6	1	cyp79_BF_2	fcyp79b2b3_BF	0.0429
A4	bio1	BF	cyp79	tech6	2	cyp79_BF_2	fcyp79b2b3_BF	
A4	bio1	BF	cyp79	tech6	3	cyp79_BF_2	fcyp79b2b3_BF	
A4	bio1	BF	cyp79	tech6	4	cyp79_BF_2	fcyp79b2b3_BF	
A4	bio1	BF	wrky33	tech1	1	wrky33_BF_2	iwrky33_BF	0.0558
A4	bio1	BF	wrky33	tech1	2	wrky33_BF_2	iwrky33_BF	0.0254
A4	bio1	BF	wrky33	tech1	3	wrky33_BF_2	iwrky33_BF	0.0432
A4	bio1	BF	wrky33	tech1	4	wrky33_BF_2	iwrky33_BF	0.0699
A4	bio1	BF	wrky33	tech2	1	wrky33_BF_2	iwrky33_BF	0.0148
A4	bio1	BF	wrky33	tech2	2	wrky33_BF_2	iwrky33_BF	0.0141
A4	bio1	BF	wrky33	tech2	3	wrky33_BF_2	iwrky33_BF	0.0188
A4	bio1	BF	wrky33	tech2	4	wrky33_BF_2	iwrky33_BF	0.0124
A4	bio1	BF	wrky33	tech3	1	wrky33_BF_2	iwrky33_BF	0.0317
A4	bio1	BF	wrky33	tech3	2	wrky33_BF_2	iwrky33_BF	0.0346
A4	bio1	BF	wrky33	tech3	3	wrky33_BF_2	iwrky33_BF	0.0285
A4	bio1	BF	wrky33	tech3	4	wrky33_BF_2	iwrky33_BF	0.0722
A4	bio1	BF	wrky33	tech4	1	wrky33_BF_2	iwrky33_BF	0.0117
A4	bio1	BF	wrky33	tech4	2	wrky33_BF_2	iwrky33_BF	0.0445
A4	bio1	BF	wrky33	tech4	3	wrky33_BF_2	iwrky33_BF	0.0222
A4	bio1	BF	wrky33	tech4	4	wrky33_BF_2	iwrky33_BF	0.0713
A4	bio1	BF	wrky33	tech5	1	wrky33_BF_2	iwrky33_BF	0.0262
A4	bio1	BF	wrky33	tech5	2	wrky33_BF_2	iwrky33_BF	0.0148
A4	bio1	BF	wrky33	tech5	3	wrky33_BF_2	iwrky33_BF	0.0363
A4	bio1	BF	wrky33	tech5	4	wrky33_BF_2	iwrky33_BF	0.0239
A4	bio1	BF	wrky33	tech6	1	wrky33_BF_2	iwrky33_BF	0.0132
A4	bio1	BF	wrky33	tech6	2	wrky33_BF_2	iwrky33_BF	0.0232
A4	bio1	BF	wrky33	tech6	3	wrky33_BF_2	iwrky33_BF	0.0314
A4	bio1	BF	wrky33	tech6	4	wrky33_BF_2	iwrky33_BF	0.0189
A4	bio1	BF	apex1	tech1	1	apex1_BF_2	mapex1_BF	0.0495
A4	bio1	BF	apex1	tech1	2	apex1_BF_2	mapex1_BF	0.0211
A4	bio1	BF	apex1	tech1	3	apex1_BF_2	mapex1_BF	0.0872
A4	bio1	BF	apex1	tech1	4	apex1_BF_2	mapex1_BF	0.0494
A4	bio1	BF	apex1	tech2	1	apex1_BF_2	mapex1_BF	0.0425
A4	bio1	BF	apex1	tech2	2	apex1_BF_2	mapex1_BF	0.0788
A4	bio1	BF	apex1	tech2	3	apex1_BF_2	mapex1_BF	0.0277
A4	bio1	BF	apex1	tech2	4	apex1_BF_2	mapex1_BF	0.0169
A4	bio1	BF	apex1	tech3	1	apex1_BF_2	mapex1_BF	0.0269
A4	bio1	BF	apex1	tech3	2	apex1_BF_2	mapex1_BF	0.0421
A4	bio1	BF	apex1	tech3	3	apex1_BF_2	mapex1_BF	
A4	bio1	BF	apex1	tech3	4	apex1_BF_2	mapex1_BF	
A4	bio1	BF	apex1	tech4	1	apex1_BF_2	mapex1_BF	0.0261
A4	bio1	BF	apex1	tech4	2	apex1_BF_2	mapex1_BF	0.0492
A4	bio1	BF	apex1	tech4	3	apex1_BF_2	mapex1_BF	0.0298
A4	bio1	BF	apex1	tech4	4	apex1_BF_2	mapex1_BF	0.0474
A4	bio1	BF	apex1	tech5	1	apex1_BF_2	mapex1_BF	0.0511
A4	bio1	BF	apex1	tech5	2	apex1_BF_2	mapex1_BF	0.0261
A4	bio1	BF	apex1	tech5	3	apex1_BF_2	mapex1_BF	0.0286
A4	bio1	BF	apex1	tech5	4	apex1_BF_2	mapex1_BF	0.0496
A4	bio1	BF	apex1	tech6	1	apex1_BF_2	mapex1_BF	0.0194
A4	bio1	BF	apex1	tech6	2	apex1_BF_2	mapex1_BF	0.0318
A4	bio1	BF	apex1	tech6	3	apex1_BF_2	mapex1_BF	0.0164
A4	bio1	BF	apex1	tech6	4	apex1_BF_2	mapex1_BF	0.0412
A4	bio1	BF	apex2	tech1	1	apex2_BF_2	napex2_BF	0.0203
A4	bio1	BF	apex2	tech1	2	apex2_BF_2	napex2_BF	0.0152
A4	bio1	BF	apex2	tech1	3	apex2_BF_2	napex2_BF	0.0102
A4	bio1	BF	apex2	tech1	4	apex2_BF_2	napex2_BF	0.0193
A4	bio1	BF	apex2	tech2	1	apex2_BF_2	napex2_BF	0.0181
A4	bio1	BF	apex2	tech2	2	apex2_BF_2	napex2_BF	0.0262
A4	bio1	BF	apex2	tech2	3	apex2_BF_2	napex2_BF	0.0159
A4	bio1	BF	apex2	tech2	4	apex2_BF_2	napex2_BF	0.0229
A4	bio1	BF	apex2	tech3	1	apex2_BF_2	napex2_BF	0.0281
A4	bio1	BF	apex2	tech3	2	apex2_BF_2	napex2_BF	0.0579
A4	bio1	BF	apex2	tech3	3	apex2_BF_2	napex2_BF	0.049
A4	bio1	BF	apex2	tech3	4	apex2_BF_2	napex2_BF	0.0446
A4	bio1	BF	apex2	tech4	1	apex2_BF_2	napex2_BF	0.0103
A4	bio1	BF	apex2	tech4	2	apex2_BF_2	napex2_BF	0.0227
A4	bio1	BF	apex2	tech4	3	apex2_BF_2	napex2_BF	0.0349
A4	bio1	BF	apex2	tech4	4	apex2_BF_2	napex2_BF	0.0376
A4	bio1	BF	apex2	tech5	1	apex2_BF_2	napex2_BF	0.0899
A4	bio1	BF	apex2	tech5	2	apex2_BF_2	napex2_BF	0.0235
A4	bio1	BF	apex2	tech5	3	apex2_BF_2	napex2_BF	0.0434
A4	bio1	BF	apex2	tech5	4	apex2_BF_2	napex2_BF	0.0534
A4	bio1	BF	apex2	tech6	1	apex2_BF_2	napex2_BF	0.0391
A4	bio1	BF	apex2	tech6	2	apex2_BF_2	napex2_BF	0.0623
A4	bio1	BF	apex2	tech6	3	apex2_BF_2	napex2_BF	0.0339
A4	bio1	BF	apex2	tech6	4	apex2_BF_2	napex2_BF	0.0223
A4	bio1	BF	apex3	tech1	1	apex3_BF_2	oapex3_BF	0.0172
A4	bio1	BF	apex3	tech1	2	apex3_BF_2	oapex3_BF	0.0426
A4	bio1	BF	apex3	tech1	3	apex3_BF_2	oapex3_BF	0.0364
A4	bio1	BF	apex3	tech1	4	apex3_BF_2	oapex3_BF	0.0129
A4	bio1	BF	apex3	tech2	1	apex3_BF_2	oapex3_BF	0.0272
A4	bio1	BF	apex3	tech2	2	apex3_BF_2	oapex3_BF	0.0232
A4	bio1	BF	apex3	tech2	3	apex3_BF_2	oapex3_BF	0.0427
A4	bio1	BF	apex3	tech2	4	apex3_BF_2	oapex3_BF	0.0338
A4	bio1	BF	apex3	tech3	1	apex3_BF_2	oapex3_BF	0.0502
A4	bio1	BF	apex3	tech3	2	apex3_BF_2	oapex3_BF	0.0268
A4	bio1	BF	apex3	tech3	3	apex3_BF_2	oapex3_BF	0.0546
A4	bio1	BF	apex3	tech3	4	apex3_BF_2	oapex3_BF	0.0352
A4	bio1	BF	apex3	tech4	1	apex3_BF_2	oapex3_BF	0.0389
A4	bio1	BF	apex3	tech4	2	apex3_BF_2	oapex3_BF	0.0191
A4	bio1	BF	apex3	tech4	3	apex3_BF_2	oapex3_BF	0.023
A4	bio1	BF	apex3	tech4	4	apex3_BF_2	oapex3_BF	0.0684
A4	bio1	BF	apex3	tech5	1	apex3_BF_2	oapex3_BF	0.0315
A4	bio1	BF	apex3	tech5	2	apex3_BF_2	oapex3_BF	0.0472
A4	bio1	BF	apex3	tech5	3	apex3_BF_2	oapex3_BF	0.0417
A4	bio1	BF	apex3	tech5	4	apex3_BF_2	oapex3_BF	0.0063
A4	bio1	BF	apex3	tech6	1	apex3_BF_2	oapex3_BF	0.0285
A4	bio1	BF	apex3	tech6	2	apex3_BF_2	oapex3_BF	0.0278
A4	bio1	BF	apex3	tech6	3	apex3_BF_2	oapex3_BF	0.0232
A4	bio1	BF	apex3	tech6	4	apex3_BF_2	oapex3_BF	0.0673
A4	bio1	BF	bbc	tech1	1	bbc_BF_2	cbbc_BF	0.0191
A4	bio1	BF	bbc	tech1	2	bbc_BF_2	cbbc_BF	0.027
A4	bio1	BF	bbc	tech1	3	bbc_BF_2	cbbc_BF	0.0139
A4	bio1	BF	bbc	tech1	4	bbc_BF_2	cbbc_BF	0.0127
A4	bio1	BF	bbc	tech2	1	bbc_BF_2	cbbc_BF	0.0725
A4	bio1	BF	bbc	tech2	2	bbc_BF_2	cbbc_BF	0.0265
A4	bio1	BF	bbc	tech2	3	bbc_BF_2	cbbc_BF	0.0197
A4	bio1	BF	bbc	tech2	4	bbc_BF_2	cbbc_BF	0.0395
A4	bio1	BF	bbc	tech3	1	bbc_BF_2	cbbc_BF	0.0159
A4	bio1	BF	bbc	tech3	2	bbc_BF_2	cbbc_BF	0.027
A4	bio1	BF	bbc	tech3	3	bbc_BF_2	cbbc_BF	0.0275
A4	bio1	BF	bbc	tech3	4	bbc_BF_2	cbbc_BF	0.0193
A4	bio1	BF	bbc	tech4	1	bbc_BF_2	cbbc_BF	0.0594
A4	bio1	BF	bbc	tech4	2	bbc_BF_2	cbbc_BF	0.0253
A4	bio1	BF	bbc	tech4	3	bbc_BF_2	cbbc_BF	0.0569
A4	bio1	BF	bbc	tech4	4	bbc_BF_2	cbbc_BF	
A4	bio1	BF	bbc	tech5	1	bbc_BF_2	cbbc_BF	0.0415
A4	bio1	BF	bbc	tech5	2	bbc_BF_2	cbbc_BF	0.0118
A4	bio1	BF	bbc	tech5	3	bbc_BF_2	cbbc_BF	0.0327
A4	bio1	BF	bbc	tech5	4	bbc_BF_2	cbbc_BF	0.0275
A4	bio1	BF	bbc	tech6	1	bbc_BF_2	cbbc_BF	0.0255
A4	bio1	BF	bbc	tech6	2	bbc_BF_2	cbbc_BF	0.0239
A4	bio1	BF	bbc	tech6	3	bbc_BF_2	cbbc_BF	0.0261
A4	bio1	BF	bbc	tech6	4	bbc_BF_2	cbbc_BF	0.0383
A4	bio1	BF	35SBRI	tech1	1	35SBRI_BF_2	l35SBRI_BF	0.0516
A4	bio1	BF	35SBRI	tech1	2	35SBRI_BF_2	l35SBRI_BF	0.0432
A4	bio1	BF	35SBRI	tech1	3	35SBRI_BF_2	l35SBRI_BF	0.0455
A4	bio1	BF	35SBRI	tech1	4	35SBRI_BF_2	l35SBRI_BF	0.024
A4	bio1	BF	35SBRI	tech2	1	35SBRI_BF_2	l35SBRI_BF	0.0804
A4	bio1	BF	35SBRI	tech2	2	35SBRI_BF_2	l35SBRI_BF	0.0143
A4	bio1	BF	35SBRI	tech2	3	35SBRI_BF_2	l35SBRI_BF	0.0094
A4	bio1	BF	35SBRI	tech2	4	35SBRI_BF_2	l35SBRI_BF	0.007
A4	bio1	BF	35SBRI	tech3	1	35SBRI_BF_2	l35SBRI_BF	0.0172
A4	bio1	BF	35SBRI	tech3	2	35SBRI_BF_2	l35SBRI_BF	0.0606
A4	bio1	BF	35SBRI	tech3	3	35SBRI_BF_2	l35SBRI_BF	0.0616
A4	bio1	BF	35SBRI	tech3	4	35SBRI_BF_2	l35SBRI_BF	0.0125
A4	bio1	BF	35SBRI	tech4	1	35SBRI_BF_2	l35SBRI_BF	0.0225
A4	bio1	BF	35SBRI	tech4	2	35SBRI_BF_2	l35SBRI_BF	0.076
A4	bio1	BF	35SBRI	tech4	3	35SBRI_BF_2	l35SBRI_BF	0.0247
A4	bio1	BF	35SBRI	tech4	4	35SBRI_BF_2	l35SBRI_BF	0.016
A4	bio1	BF	35SBRI	tech5	1	35SBRI_BF_2	l35SBRI_BF	0.0417
A4	bio1	BF	35SBRI	tech5	2	35SBRI_BF_2	l35SBRI_BF	0.0127
A4	bio1	BF	35SBRI	tech5	3	35SBRI_BF_2	l35SBRI_BF	0.0159
A4	bio1	BF	35SBRI	tech5	4	35SBRI_BF_2	l35SBRI_BF	0.0084
A4	bio1	BF	35SBRI	tech6	1	35SBRI_BF_2	l35SBRI_BF	0.0106
A4	bio1	BF	35SBRI	tech6	2	35SBRI_BF_2	l35SBRI_BF	0.0141
A4	bio1	BF	35SBRI	tech6	3	35SBRI_BF_2	l35SBRI_BF	0.0126
A4	bio1	BF	35SBRI	tech6	4	35SBRI_BF_2	l35SBRI_BF	0.0179
A4	bio1	no	1aWT	tech1	1	1aWT_no_2	a1aWT_no	
A4	bio1	no	1aWT	tech1	2	1aWT_no_2	a1aWT_no	
A4	bio1	no	1aWT	tech1	3	1aWT_no_2	a1aWT_no	
A4	bio1	no	1aWT	tech1	4	1aWT_no_2	a1aWT_no	
A4	bio1	no	1aWT	tech2	1	1aWT_no_2	a1aWT_no	
A4	bio1	no	1aWT	tech2	2	1aWT_no_2	a1aWT_no	
A4	bio1	no	1aWT	tech2	3	1aWT_no_2	a1aWT_no	
A4	bio1	no	1aWT	tech2	4	1aWT_no_2	a1aWT_no	
A4	bio1	no	1aWT	tech3	1	1aWT_no_2	a1aWT_no	
A4	bio1	no	1aWT	tech3	2	1aWT_no_2	a1aWT_no	
A4	bio1	no	1aWT	tech3	3	1aWT_no_2	a1aWT_no	
A4	bio1	no	1aWT	tech3	4	1aWT_no_2	a1aWT_no	
A4	bio1	no	1aWT	tech4	1	1aWT_no_2	a1aWT_no	
A4	bio1	no	1aWT	tech4	2	1aWT_no_2	a1aWT_no	
A4	bio1	no	1aWT	tech4	3	1aWT_no_2	a1aWT_no	
A4	bio1	no	1aWT	tech4	4	1aWT_no_2	a1aWT_no	
A4	bio1	no	1aWT	tech5	1	1aWT_no_2	a1aWT_no	
A4	bio1	no	1aWT	tech5	2	1aWT_no_2	a1aWT_no	
A4	bio1	no	1aWT	tech5	3	1aWT_no_2	a1aWT_no	
A4	bio1	no	1aWT	tech5	4	1aWT_no_2	a1aWT_no	
A4	bio1	no	1aWT	tech6	1	1aWT_no_2	a1aWT_no	
A4	bio1	no	1aWT	tech6	2	1aWT_no_2	a1aWT_no	
A4	bio1	no	1aWT	tech6	3	1aWT_no_2	a1aWT_no	
A4	bio1	no	1aWT	tech6	4	1aWT_no_2	a1aWT_no	
A4	bio1	no	bri301	tech1	1	bri301_no_2	bri301_no	
A4	bio1	no	bri301	tech1	2	bri301_no_2	bri301_no	
A4	bio1	no	bri301	tech1	3	bri301_no_2	bri301_no	
A4	bio1	no	bri301	tech1	4	bri301_no_2	bri301_no	
A4	bio1	no	bri301	tech2	1	bri301_no_2	bri301_no	
A4	bio1	no	bri301	tech2	2	bri301_no_2	bri301_no	
A4	bio1	no	bri301	tech2	3	bri301_no_2	bri301_no	
A4	bio1	no	bri301	tech2	4	bri301_no_2	bri301_no	
A4	bio1	no	bri301	tech3	1	bri301_no_2	bri301_no	
A4	bio1	no	bri301	tech3	2	bri301_no_2	bri301_no	
A4	bio1	no	bri301	tech3	3	bri301_no_2	bri301_no	
A4	bio1	no	bri301	tech3	4	bri301_no_2	bri301_no	
A4	bio1	no	bri301	tech4	1	bri301_no_2	bri301_no	
A4	bio1	no	bri301	tech4	2	bri301_no_2	bri301_no	
A4	bio1	no	bri301	tech4	3	bri301_no_2	bri301_no	
A4	bio1	no	bri301	tech4	4	bri301_no_2	bri301_no	
A4	bio1	no	bri301	tech5	1	bri301_no_2	bri301_no	
A4	bio1	no	bri301	tech5	2	bri301_no_2	bri301_no	
A4	bio1	no	bri301	tech5	3	bri301_no_2	bri301_no	
A4	bio1	no	bri301	tech5	4	bri301_no_2	bri301_no	
A4	bio1	no	bri301	tech6	1	bri301_no_2	bri301_no	
A4	bio1	no	bri301	tech6	2	bri301_no_2	bri301_no	
A4	bio1	no	bri301	tech6	3	bri301_no_2	bri301_no	
A4	bio1	no	bri301	tech6	4	bri301_no_2	bri301_no	
A4	bio1	no	lyk5	tech1	1	lyk5_no_2	lyk5_no	
A4	bio1	no	lyk5	tech1	2	lyk5_no_2	lyk5_no	
A4	bio1	no	lyk5	tech1	3	lyk5_no_2	lyk5_no	
A4	bio1	no	lyk5	tech1	4	lyk5_no_2	lyk5_no	
A4	bio1	no	lyk5	tech2	1	lyk5_no_2	lyk5_no	0.0319
A4	bio1	no	lyk5	tech2	2	lyk5_no_2	lyk5_no	0.0227
A4	bio1	no	lyk5	tech2	3	lyk5_no_2	lyk5_no	
A4	bio1	no	lyk5	tech2	4	lyk5_no_2	lyk5_no	
A4	bio1	no	lyk5	tech3	1	lyk5_no_2	lyk5_no	0.0208
A4	bio1	no	lyk5	tech3	2	lyk5_no_2	lyk5_no	0.0299
A4	bio1	no	lyk5	tech3	3	lyk5_no_2	lyk5_no	0.0384
A4	bio1	no	lyk5	tech3	4	lyk5_no_2	lyk5_no	0.0149
