SampleID	barcode_name	library	qPCR_name	experiment	biological	microbes	genotype	genotype2	technical	compartment	qPCR_plate	Cq_16S	Cq_UBQ10	X16S_UBQ	X16S_UBQ_ref
FP3A41BFO35SBRI4endophytesbacteria	ITS_40	FP3	FP3_ITS_40	A4	bio1	BFO	35SBRI	35SBRI	tech4	endophytes	plate31	13.0506241	21.25659823	295.2870215	1.668409016
FP3A42BFOWTnew1endophytesbacteria	ITS_47	FP3	FP3_ITS_47	A4	bio2	BFO	2aWT	2aWT	tech1	endophytes	plate31	12.0770221	19.44445565	165.1271515	0.932989289
FP3A42BFOWTnew2endophytesbacteria	ITS_48	FP3	FP3_ITS_48	A4	bio2	BFO	2aWT	2aWT	tech2	endophytes	plate31	11.49671201	19.39714655	238.9284004	1.349975679
FP3A42BFOWTnew3endophytesbacteria	ITS_49	FP3	FP3_ITS_49	A4	bio2	BFO	2aWT	2aWT	tech3	endophytes	plate31	12.25168861	19.42153038	143.9916935	0.813571278
FP3A42BFOWTnew4endophytesbacteria	ITS_50	FP3	FP3_ITS_50	A4	bio2	BFO	2aWT	2aWT	tech4	endophytes	plate31	13.98032258	20.30462931	80.13200846	0.452755982
FP3A42BFObri3011endophytesbacteria	ITS_51	FP3	FP3_ITS_51	A4	bio2	BFO	bri301	bri301	tech1	endophytes	plate31	12.60529917	19.40500054	111.4074091	0.629465951
FP3A42BFObri3012endophytesbacteria	ITS_52	FP3	FP3_ITS_52	A4	bio2	BFO	bri301	bri301	tech2	endophytes	plate31	13.02707189	20.11781351	136.3094347	0.770165545
FP3A42BFObri3013endophytesbacteria	ITS_53	FP3	FP3_ITS_53	A4	bio2	BFO	bri301	bri301	tech3	endophytes	plate31	12.82565211	20.28517549	176.0111952	0.994485512
FP3A42BFObri3014endophytesbacteria	ITS_54	FP3	FP3_ITS_54	A4	bio2	BFO	bri301	bri301	tech4	endophytes	plate31	12.19333526	20.12534319	244.2149868	1.379845561
FP3A42BFOlyk51endophytesbacteria	ITS_55	FP3	FP3_ITS_55	A4	bio2	BFO	lyk5	lyk5	tech1	endophytes	plate31	13.15177026	19.15077977	63.95607554	0.361359915
FP3A42BFOlyk52endophytesbacteria	ITS_56	FP3	FP3_ITS_56	A4	bio2	BFO	lyk5	lyk5	tech2	endophytes	plate31	13.01019155	19.68615586	102.2505154	0.577728343
FP3A42BFOlyk53endophytesbacteria	ITS_57	FP3	FP3_ITS_57	A4	bio2	BFO	lyk5	lyk5	tech3	endophytes	plate31	11.59730979	19.33632456	213.6365629	1.207073598
FP3A42BFOlyk54endophytesbacteria	ITS_58	FP3	FP3_ITS_58	A4	bio2	BFO	lyk5	lyk5	tech4	endophytes	plate31	13.42985921	19.37257556	61.50860492	0.347531397
FP3A42BFOcyp79b2b3new1endophytesbacteria	ITS_59	FP3	FP3_ITS_59	A4	bio2	BFO	cyp79b2b3	cyp79b2b3	tech1	endophytes	plate31	14.13579024	21.55233664	170.8452578	0.965297313
FP3A42BFOcyp79b2b3new2endophytesbacteria	ITS_60	FP3	FP3_ITS_60	A4	bio2	BFO	cyp79b2b3	cyp79b2b3	tech2	endophytes	plate31	12.19300353	20.41418397	298.4158683	1.686087396
FP3A42BFOcyp79b2b3new3endophytesbacteria	ITS_61	FP3	FP3_ITS_61	A4	bio2	BFO	cyp79b2b3	cyp79b2b3	tech3	endophytes	plate32	14.63406125	20.27427373	49.87387772	0.281793717
FP3A42BFOcyp79b2b3new4endophytesbacteria	ITS_62	FP3	FP3_ITS_62	A4	bio2	BFO	cyp79b2b3	cyp79b2b3	tech4	endophytes	plate32	15.69776723	23.49632375	222.6380745	1.257933277
FP3A42BFOwrky331endophytesbacteria	ITS_63	FP3	FP3_ITS_63	A4	bio2	BFO	wrky33	wrky33	tech1	endophytes	plate32	13.02048609	19.50241766	89.38318628	0.505026307
FP3A42BFOwrky332endophytesbacteria	ITS_64	FP3	FP3_ITS_64	A4	bio2	BFO	wrky33	wrky33	tech2	endophytes	plate32	12.22971312	19.64878813	171.1449619	0.966990679
FP3A42BFOwrky333endophytesbacteria	ITS_65	FP3	FP3_ITS_65	A4	bio2	BFO	wrky33	wrky33	tech3	endophytes	plate32	12.53052841	20.37634105	230.0514345	1.299819699
FP3A42BFOwrky334endophytesbacteria	ITS_66	FP3	FP3_ITS_66	A4	bio2	BFO	wrky33	wrky33	tech4	endophytes	plate32	11.5213694	19.54211625	259.7080358	1.467383247
FP3A42BFOapex11endophytesbacteria	ITS_67	FP3	FP3_ITS_67	A4	bio2	BFO	apex1	apex1	tech1	endophytes	plate32	12.55831254	20.26479505	208.8730443	1.180159116
FP3A42BFOapex12endophytesbacteria	ITS_68	FP3	FP3_ITS_68	A4	bio2	BFO	apex1	apex1	tech2	endophytes	plate32	12.61438375	19.82674064	148.2981598	0.837903358
FP3A42BFOapex13endophytesbacteria	ITS_69	FP3	FP3_ITS_69	A4	bio2	BFO	apex1	apex1	tech3	endophytes	plate32	11.5789494	20.054068	355.8483162	2.01058799
FP3A42BFOapex14endophytesbacteria	ITS_70	FP3	FP3_ITS_70	A4	bio2	BFO	apex1	apex1	tech4	endophytes	plate32	13.03558961	20.18405404	141.8738053	0.801604942
FP3A42BFOapex21endophytesbacteria	ITS_71	FP3	FP3_ITS_71	A4	bio2	BFO	apex2	apex2	tech1	endophytes	plate32	14.57869258	20.56080167	63.21123463	0.35715147
FP3A42BFOapex22endophytesbacteria	ITS_72	FP3	FP3_ITS_72	A4	bio2	BFO	apex2	apex2	tech2	endophytes	plate32	15.11647586	21.1507496	65.53863562	0.37030158
FP3A42BFOapex23endophytesbacteria	ITS_73	FP3	FP3_ITS_73	A4	bio2	BFO	apex2	apex2	tech3	endophytes	plate32	13.16739395	20.5871432	171.2249642	0.967442702
FP3A42BFOapex24endophytesbacteria	ITS_74	FP3	FP3_ITS_74	A4	bio2	BFO	apex2	apex2	tech4	endophytes	plate32	10.5922452	20.42343539	910.9260891	5.146847606
FP3A42BFOapex31endophytesbacteria	ITS_75	FP3	FP3_ITS_75	A4	bio2	BFO	apex3	apex3	tech1	endophytes	plate32	13.95246506	20.66635265	104.9739535	0.593116113
FP3A42BFOapex32endophytesbacteria	ITS_76	FP3	FP3_ITS_76	A4	bio2	BFO	apex3	apex3	tech2	endophytes	plate32	13.15809214	19.93020732	109.2973935	0.617544096
FP3A42BFOapex33endophytesbacteria	ITS_77	FP3	FP3_ITS_77	A4	bio2	BFO	apex3	apex3	tech3	endophytes	plate32	12.71667528	20.32694181	195.3972729	1.104019303
FP3A42BFOapex34endophytesbacteria	ITS_78	FP3	FP3_ITS_78	A4	bio2	BFO	apex3	apex3	tech4	endophytes	plate32	12.81685858	19.8870006	134.3769628	0.759246834
FP3A42BFObak1bkk1cerk11endophytesbacteria	ITS_79	FP3	FP3_ITS_79	A4	bio2	BFO	bak1bkk1cerk1	bak1bkk1cerk1	tech1	endophytes	plate32	12.76573052	20.49204433	211.7640399	1.304627674
FP3A42BFObak1bkk1cerk12endophytesbacteria	ITS_80	FP3	FP3_ITS_80	A4	bio2	BFO	bak1bkk1cerk1	bak1bkk1cerk1	tech2	endophytes	plate32	12.64618532	19.86700489	149.1706165	0.919004542
FP3A42BFObak1bkk1cerk13endophytesbacteria	ITS_81	FP3	FP3_ITS_81	A4	bio2	BFO	bak1bkk1cerk1	bak1bkk1cerk1	tech3	endophytes	plate32	12.44199602	19.32352403	117.9088347	0.72640817
FP3A42BFObak1bkk1cerk14endophytesbacteria	ITS_82	FP3	FP3_ITS_82	A4	bio2	BFO	bak1bkk1cerk1	bak1bkk1cerk1	tech4	endophytes	plate32	11.13552874	19.71869805	383.5230062	2.362793644
FP3A42BFO35SBRI1endophytesbacteria	ITS_83	FP3	FP3_ITS_83	A4	bio2	BFO	35SBRI	35SBRI	tech1	endophytes	plate32	13.7431714	21.2552736	182.5442226	1.124611358
FP3A42BFO35SBRI2endophytesbacteria	ITS_84	FP3	FP3_ITS_84	A4	bio2	BFO	35SBRI	35SBRI	tech2	endophytes	plate32	12.73065905	20.06890017	161.8194397	0.996930921
FP3A42BFO35SBRI3endophytesbacteria	ITS_85	FP3	FP3_ITS_85	A4	bio2	BFO	35SBRI	35SBRI	tech3	endophytes	plate32	12.10845611	20.00926649	238.9906528	1.472364333
FP3A42BFO35SBRI4endophytesbacteria	ITS_86	FP3	FP3_ITS_86	A4	bio2	BFO	35SBRI	35SBRI	tech4	endophytes	plate32	12.39317589	19.76824449	166.0033558	1.022707028
FP3A43BFOWTnew1endophytesbacteria	ITS_93	FP3	FP3_ITS_93	A4	bio4	BFO	2aWT	2aWT	tech1	endophytes	plate33	13.45472729	19.58643401	70.11769801	0.431978391
FP3A43BFOWTnew2endophytesbacteria	ITS_94	FP3	FP3_ITS_94	A4	bio4	BFO	2aWT	2aWT	tech2	endophytes	plate33	14.26440661	20.06380579	55.69203794	0.343105345
FP3A43BFOWTnew3endophytesbacteria	ITS_95	FP3	FP3_ITS_95	A4	bio4	BFO	2aWT	2aWT	tech3	endophytes	plate33	12.71036623	19.92181374	148.204713	0.913053841
FP3A43BFOWTnew4endophytesbacteria	ITS_96	FP3	FP3_ITS_96	A4	bio4	BFO	2aWT	2aWT	tech4	endophytes	plate33	13.48768756	20.32317323	114.2052902	0.703591517
FP4A44BFObri3011endophytesbacteria	ITS_01	FP4	FP4_ITS_01	A4	bio4	BFO	bri301	bri301	tech1	endophytes	plate33	14.01228797	20.9596127	123.4107898	0.760304402
FP4A44BFObri3012endophytesbacteria	ITS_02	FP4	FP4_ITS_02	A4	bio4	BFO	bri301	bri301	tech2	endophytes	plate33	13.11852769	20.53839534	171.2390171	1.054962687
FP4A44BFObri3013endophytesbacteria	ITS_03	FP4	FP4_ITS_03	A4	bio4	BFO	bri301	bri301	tech3	endophytes	plate33	14.50170349	21.28863549	110.4256873	0.680306286
FP4A44BFObri3014endophytesbacteria	ITS_04	FP4	FP4_ITS_04	A4	bio4	BFO	bri301	bri301	tech4	endophytes	plate33	13.61865716	20.14663713	92.28216625	0.568528386
FP4A44BFOlyk51endophytesbacteria	ITS_05	FP4	FP4_ITS_05	A4	bio4	BFO	lyk5	lyk5	tech1	endophytes	plate33	13.40514623	20.53130376	139.6970293	0.860640034
FP4A44BFOlyk52endophytesbacteria	ITS_06	FP4	FP4_ITS_06	A4	bio4	BFO	lyk5	lyk5	tech2	endophytes	plate33	14.6215783	21.71538028	136.5988928	0.841553154
FP4A44BFOlyk53endophytesbacteria	ITS_07	FP4	FP4_ITS_07	A4	bio4	BFO	lyk5	lyk5	tech3	endophytes	plate33	13.07424679	20.05703139	126.4816776	0.779223408
FP4A44BFOlyk54endophytesbacteria	ITS_08	FP4	FP4_ITS_08	A4	bio4	BFO	lyk5	lyk5	tech4	endophytes	plate33	15.24010959	21.10839777	58.41585851	0.359886153
FP4A44BFOcyp79b2b3new1endophytesbacteria	ITS_09	FP4	FP4_ITS_09	A4	bio4	BFO	cyp79b2b3	cyp79b2b3	tech1	endophytes	plate33	12.98937343	19.7097922	105.4502545	0.649653833
FP4A44BFOcyp79b2b3new2endophytesbacteria	ITS_10	FP4	FP4_ITS_10	A4	bio4	BFO	cyp79b2b3	cyp79b2b3	tech2	endophytes	plate33	13.28198053	20.8619527	191.3370123	1.178781636
FP4A44BFOcyp79b2b3new3endophytesbacteria	ITS_11	FP4	FP4_ITS_11	A4	bio4	BFO	cyp79b2b3	cyp79b2b3	tech3	endophytes	plate33	14.92759811	22.64447913	210.3839765	1.296125433
FP4A44BFOcyp79b2b3new4endophytesbacteria	ITS_12	FP4	FP4_ITS_12	A4	bio4	BFO	cyp79b2b3	cyp79b2b3	tech4	endophytes	plate33	13.61425775	21.39700837	220.212205	1.356674801
FP4A44BFOwrky331endophytesbacteria	ITS_13	FP4	FP4_ITS_13	A4	bio4	BFO	wrky33	wrky33	tech1	endophytes	plate33	13.70884853	20.71729985	128.7520253	0.793210478
FP4A44BFOwrky332endophytesbacteria	ITS_14	FP4	FP4_ITS_14	A4	bio4	BFO	wrky33	wrky33	tech2	endophytes	plate33	13.77032821	20.06577797	78.54512078	0.48389773
FP4A44BFOwrky333endophytesbacteria	ITS_15	FP4	FP4_ITS_15	A4	bio4	BFO	wrky33	wrky33	tech3	endophytes	plate33	14.22182702	21.23699003	129.3523994	0.796909239
FP4A44BFOwrky334endophytesbacteria	ITS_16	FP4	FP4_ITS_16	A4	bio4	BFO	wrky33	wrky33	tech4	endophytes	plate33	14.827729	21.24513104	85.47330723	0.526580632
FP4A44BFOapex11endophytesbacteria	ITS_17	FP4	FP4_ITS_17	A4	bio4	BFO	apex1	apex1	tech1	endophytes	plate33	14.04148939	20.14792084	68.89996994	0.424476259
FP4A44BFOapex12endophytesbacteria	ITS_18	FP4	FP4_ITS_18	A4	bio4	BFO	apex1	apex1	tech2	endophytes	plate33	14.41831235	20.80033186	83.40254563	0.513823165
FP4A44BFOapex13endophytesbacteria	ITS_19	FP4	FP4_ITS_19	A4	bio4	BFO	apex1	apex1	tech3	endophytes	plate33	14.89712247	21.53611934	99.66374397	0.614004524
FP4A44BFOapex14endophytesbacteria	ITS_20	FP4	FP4_ITS_20	A4	bio4	BFO	apex1	apex1	tech4	endophytes	plate33	15.73296398	21.53582634	55.82588699	0.343929957
FP4A44BFOapex21endophytesbacteria	ITS_21	FP4	FP4_ITS_21	A4	bio4	BFO	apex2	apex2	tech1	endophytes	plate33	13.47397236	19.90740028	86.42806224	0.53246265
FP4A44BFOapex22endophytesbacteria	ITS_22	FP4	FP4_ITS_22	A4	bio4	BFO	apex2	apex2	tech2	endophytes	plate33	13.81023555	19.26669958	43.90958623	0.270516474
FP4A44BFOapex23endophytesbacteria	ITS_23	FP4	FP4_ITS_23	A4	bio4	BFO	apex2	apex2	tech3	endophytes	plate34	14.74229868	22.44063604	207.6971137	1.279572313
FP4A44BFOapex24endophytesbacteria	ITS_24	FP4	FP4_ITS_24	A4	bio4	BFO	apex2	apex2	tech4	endophytes	plate34	13.71591922	19.75687051	65.8426859	0.405641063
FP4A44BFOapex31endophytesbacteria	ITS_25	FP4	FP4_ITS_25	A4	bio4	BFO	apex3	apex3	tech1	endophytes	plate34	13.12181386	20.52334144	169.0759424	1.0416365
FP4A44BFOapex32endophytesbacteria	ITS_26	FP4	FP4_ITS_26	A4	bio4	BFO	apex3	apex3	tech2	endophytes	plate34	14.2613324	21.20090269	122.7492407	0.756228756
FP4A44BFOapex33endophytesbacteria	ITS_27	FP4	FP4_ITS_27	A4	bio4	BFO	apex3	apex3	tech3	endophytes	plate34	12.64503762	19.47725196	113.9466217	0.701997922
FP4A44BFOapex34endophytesbacteria	ITS_28	FP4	FP4_ITS_28	A4	bio4	BFO	apex3	apex3	tech4	endophytes	plate34	14.07715118	20.35428048	77.55400043	0.563754173
FP4A44BFObak1bkk1cerk11endophytesbacteria	ITS_29	FP4	FP4_ITS_29	A4	bio4	BFO	bak1bkk1cerk1	bak1bkk1cerk1	tech1	endophytes	plate34	13.3499587	20.79571266	174.3392936	1.267304121
FP4A44BFObak1bkk1cerk12endophytesbacteria	ITS_30	FP4	FP4_ITS_30	A4	bio4	BFO	bak1bkk1cerk1	bak1bkk1cerk1	tech2	endophytes	plate34	11.26869567	21.3542579	1086.567612	7.898458142
FP4A44BFObak1bkk1cerk13endophytesbacteria	ITS_31	FP4	FP4_ITS_31	A4	bio4	BFO	bak1bkk1cerk1	bak1bkk1cerk1	tech3	endophytes	plate34	13.57476128	21.15650332	191.571886	1.392570978
FP4A44BFObak1bkk1cerk14endophytesbacteria	ITS_32	FP4	FP4_ITS_32	A4	bio4	BFO	bak1bkk1cerk1	bak1bkk1cerk1	tech4	endophytes	plate34	13.34979855	20.92482613	190.682361	1.386104858
FP4A44BFO35SBRI1endophytesbacteria	ITS_33	FP4	FP4_ITS_33	A4	bio4	BFO	35SBRI	35SBRI	tech1	endophytes	plate34	13.82962972	20.045178	74.31328723	0.540196838
FP4A44BFO35SBRI2endophytesbacteria	ITS_34	FP4	FP4_ITS_34	A4	bio4	BFO	35SBRI	35SBRI	tech2	endophytes	plate34	13.11545519	20.76297298	200.5082495	1.457531034
FP4A44BFO35SBRI3endophytesbacteria	ITS_35	FP4	FP4_ITS_35	A4	bio4	BFO	35SBRI	35SBRI	tech3	endophytes	plate34	15.1437803	22.05460182	120.3274106	0.874681893
FP4A44BFO35SBRI4endophytesbacteria	ITS_36	FP4	FP4_ITS_36	A4	bio4	BFO	35SBRI	35SBRI	tech4	endophytes	plate34	13.84223314	20.91191872	134.334455	0.976501653
