SampleID	barcode_name	library	qPCR_name	experiment	biological	microbes	genotype	genotype2	technical	compartment	qPCR_plate	Cq_oITS	Cq_UBQ10	oITS_UBQ10	X16S_UBQ_ref
FP3A42BFObri3011endophytesbacteria	ITS_51	FP3	FP3_ITS_51	A4	bio2	BFO	bri301	bri301	tech1	endophytes	plate31	26.37381461	19.40500054	0.007983217	0.893649741
FP3A42BFObri3012endophytesbacteria	ITS_52	FP3	FP3_ITS_52	A4	bio2	BFO	bri301	bri301	tech2	endophytes	plate31	28.61042485	20.11781351	0.002776318	0.310783997
FP3A42BFObri3013endophytesbacteria	ITS_53	FP3	FP3_ITS_53	A4	bio2	BFO	bri301	bri301	tech3	endophytes	plate31	28.49666396	20.28517549	0.003373616	0.377646154
FP3A42BFObri3014endophytesbacteria	ITS_54	FP3	FP3_ITS_54	A4	bio2	BFO	bri301	bri301	tech4	endophytes	plate31	29.51106042	20.12534319	0.001494919	0.167342783
FP3A42BFOlyk51endophytesbacteria	ITS_55	FP3	FP3_ITS_55	A4	bio2	BFO	lyk5	lyk5	tech1	endophytes	plate31	29.34853875	19.15077977	0.000851469	0.0953143
FP3A42BFOlyk52endophytesbacteria	ITS_56	FP3	FP3_ITS_56	A4	bio2	BFO	lyk5	lyk5	tech2	endophytes	plate31	28.98341172	19.68615586	0.001589451	0.177924811
FP3A42BFOlyk53endophytesbacteria	ITS_57	FP3	FP3_ITS_57	A4	bio2	BFO	lyk5	lyk5	tech3	endophytes	plate31	28.20073834	19.33632456	0.002145584	0.24017896
FP3A42BFOlyk54endophytesbacteria	ITS_58	FP3	FP3_ITS_58	A4	bio2	BFO	lyk5	lyk5	tech4	endophytes	plate31	31.08200187	19.37257556	0.000298615	0.033427265
FP3A42BFOcyp79b2b3new1endophytesbacteria	ITS_59	FP3	FP3_ITS_59	A4	bio2	BFO	cyp79b2b3	cyp79b2b3	tech1	endophytes	plate31	32.05522717	21.55233664	0.000689152	0.077144384
FP3A42BFOcyp79b2b3new2endophytesbacteria	ITS_60	FP3	FP3_ITS_60	A4	bio2	BFO	cyp79b2b3	cyp79b2b3	tech2	endophytes	plate31	26.05823438	20.41418397	0.019997308	2.238519769
FP3A42BFOcyp79b2b3new3endophytesbacteria	ITS_61	FP3	FP3_ITS_61	A4	bio2	BFO	cyp79b2b3	cyp79b2b3	tech3	endophytes	plate32	33.00584237	20.27427373	0.000147033	0.016459072
FP3A42BFOcyp79b2b3new4endophytesbacteria	ITS_62	FP3	FP3_ITS_62	A4	bio2	BFO	cyp79b2b3	cyp79b2b3	tech4	endophytes	plate32	25.63157514	23.49632375	0.227627791	25.48089555
FP3A42BFOwrky331endophytesbacteria	ITS_63	FP3	FP3_ITS_63	A4	bio2	BFO	wrky33	wrky33	tech1	endophytes	plate32	27.16064271	19.50241766	0.004950448	0.554158436
FP3A42BFOwrky333endophytesbacteria	ITS_65	FP3	FP3_ITS_65	A4	bio2	BFO	wrky33	wrky33	tech3	endophytes	plate32	20.21412491	20.37634105	1.119004734	125.2625728
FP3A42BFOwrky334endophytesbacteria	ITS_66	FP3	FP3_ITS_66	A4	bio2	BFO	wrky33	wrky33	tech4	endophytes	plate32	23.30812517	19.54211625	0.073505249	8.228255226
FP3A42BFOapex11endophytesbacteria	ITS_67	FP3	FP3_ITS_67	A4	bio2	BFO	apex1	apex1	tech1	endophytes	plate32	30.40859958	20.26479505	0.000883915	0.098946394
FP3A42BFOapex12endophytesbacteria	ITS_68	FP3	FP3_ITS_68	A4	bio2	BFO	apex1	apex1	tech2	endophytes	plate32	26.75624423	19.82674064	0.008203734	0.91833464
FP3A42BFOapex13endophytesbacteria	ITS_69	FP3	FP3_ITS_69	A4	bio2	BFO	apex1	apex1	tech3	endophytes	plate32	31.12201646	20.054068	0.000465817	0.05214407
FP3A42BFOapex14endophytesbacteria	ITS_70	FP3	FP3_ITS_70	A4	bio2	BFO	apex1	apex1	tech4	endophytes	plate32	31.214084	20.18405404	0.000478223	0.053532747
FP3A42BFOapex21endophytesbacteria	ITS_71	FP3	FP3_ITS_71	A4	bio2	BFO	apex2	apex2	tech1	endophytes	plate32	31.06675948	20.56080167	0.000687688	0.076980543
FP3A42BFOapex22endophytesbacteria	ITS_72	FP3	FP3_ITS_72	A4	bio2	BFO	apex2	apex2	tech2	endophytes	plate32	31.62053004	21.1507496	0.000705151	0.078935332
FP3A42BFOapex23endophytesbacteria	ITS_73	FP3	FP3_ITS_73	A4	bio2	BFO	apex2	apex2	tech3	endophytes	plate32	27.53525049	20.5871432	0.008098625	0.906568649
FP3A42BFOapex24endophytesbacteria	ITS_74	FP3	FP3_ITS_74	A4	bio2	BFO	apex2	apex2	tech4	endophytes	plate32	31.05379236	20.42343539	0.000630876	0.070620875
FP3A42BFOapex31endophytesbacteria	ITS_75	FP3	FP3_ITS_75	A4	bio2	BFO	apex3	apex3	tech1	endophytes	plate32	31.17476237	20.66635265	0.00068652	0.076849823
FP3A42BFOapex32endophytesbacteria	ITS_76	FP3	FP3_ITS_76	A4	bio2	BFO	apex3	apex3	tech2	endophytes	plate32	31.00810929	19.93020732	0.000462614	0.051785554
FP3A42BFOapex33endophytesbacteria	ITS_77	FP3	FP3_ITS_77	A4	bio2	BFO	apex3	apex3	tech3	endophytes	plate32	26.45250419	20.32694181	0.014322604	1.603287418
FP3A42BFOapex34endophytesbacteria	ITS_78	FP3	FP3_ITS_78	A4	bio2	BFO	apex3	apex3	tech4	endophytes	plate32	31.59304401	19.8870006	0.000299316	0.033505739
FP3A42BFObak1bkk1cerk11endophytesbacteria	ITS_79	FP3	FP3_ITS_79	A4	bio2	BFO	bak1bkk1cerk1	bak1bkk1cerk1	tech1	endophytes	plate32	29.58361411	20.49204433	0.00183301	0.387448008
FP3A42BFObak1bkk1cerk12endophytesbacteria	ITS_80	FP3	FP3_ITS_80	A4	bio2	BFO	bak1bkk1cerk1	bak1bkk1cerk1	tech2	endophytes	plate32	30.80796136	19.86700489	0.000508679	0.107520819
FP3A42BFObak1bkk1cerk13endophytesbacteria	ITS_81	FP3	FP3_ITS_81	A4	bio2	BFO	bak1bkk1cerk1	bak1bkk1cerk1	tech3	endophytes	plate32	30.64050466	19.32352403	0.000391967	0.082851049
FP3A42BFObak1bkk1cerk14endophytesbacteria	ITS_82	FP3	FP3_ITS_82	A4	bio2	BFO	bak1bkk1cerk1	bak1bkk1cerk1	tech4	endophytes	plate32	28.30438145	19.71869805	0.002602866	0.550174433
FP3A42BFO35SBRI1endophytesbacteria	ITS_83	FP3	FP3_ITS_83	A4	bio2	BFO	35SBRI	35SBRI	tech1	endophytes	plate32	28.57425785	21.2552736	0.006262766	1.323777042
FP3A42BFO35SBRI2endophytesbacteria	ITS_84	FP3	FP3_ITS_84	A4	bio2	BFO	35SBRI	35SBRI	tech2	endophytes	plate32	30.24886334	20.06890017	0.000862037	0.182210909
FP3A42BFO35SBRI3endophytesbacteria	ITS_85	FP3	FP3_ITS_85	A4	bio2	BFO	35SBRI	35SBRI	tech3	endophytes	plate32	29.63524992	20.00926649	0.001265582	0.267509303
FP3A42BFO35SBRI4endophytesbacteria	ITS_86	FP3	FP3_ITS_86	A4	bio2	BFO	35SBRI	35SBRI	tech4	endophytes	plate32	31.08796583	19.76824449	0.000391223	0.082693805
FP3A43BFOWTnew1endophytesbacteria	ITS_93	FP3	FP3_ITS_93	A4	bio4	BFO	2aWT	2aWT	tech1	endophytes	plate33	30.45597899	19.58643401	0.000534492	0.112976877
FP3A43BFOWTnew2endophytesbacteria	ITS_94	FP3	FP3_ITS_94	A4	bio4	BFO	2aWT	2aWT	tech2	endophytes	plate33	29.92375326	20.06380579	0.001076118	0.227461918
FP3A43BFOWTnew3endophytesbacteria	ITS_95	FP3	FP3_ITS_95	A4	bio4	BFO	2aWT	2aWT	tech3	endophytes	plate33	29.1778048	19.92181374	0.00163557	0.345714579
FP3A43BFOWTnew4endophytesbacteria	ITS_96	FP3	FP3_ITS_96	A4	bio4	BFO	2aWT	2aWT	tech4	endophytes	plate33	29.30259731	20.32317323	0.00198118	0.418767193
FP4A44BFObri3011endophytesbacteria	ITS_01	FP4	FP4_ITS_01	A4	bio4	BFO	bri301	bri301	tech1	endophytes	plate33	30.18216258	20.9596127	0.001673924	0.35382172
FP4A44BFObri3012endophytesbacteria	ITS_02	FP4	FP4_ITS_02	A4	bio4	BFO	bri301	bri301	tech2	endophytes	plate33	30.70729662	20.53839534	0.000868672	0.183613383
FP4A44BFObri3013endophytesbacteria	ITS_03	FP4	FP4_ITS_03	A4	bio4	BFO	bri301	bri301	tech3	endophytes	plate33	30.37486762	21.28863549	0.001839804	0.388884134
FP4A44BFObri3014endophytesbacteria	ITS_04	FP4	FP4_ITS_04	A4	bio4	BFO	bri301	bri301	tech4	endophytes	plate33	28.14128513	20.14663713	0.003920768	0.828742836
FP4A44BFOlyk51endophytesbacteria	ITS_05	FP4	FP4_ITS_05	A4	bio4	BFO	lyk5	lyk5	tech1	endophytes	plate33	23.67070926	20.53130376	0.11348665	23.98796565
FP4A44BFOlyk52endophytesbacteria	ITS_06	FP4	FP4_ITS_06	A4	bio4	BFO	lyk5	lyk5	tech2	endophytes	plate33	31.02871971	21.71538028	0.00157183	0.332241679
FP4A44BFOlyk53endophytesbacteria	ITS_07	FP4	FP4_ITS_07	A4	bio4	BFO	lyk5	lyk5	tech3	endophytes	plate33	30.8489118	20.05703139	0.000564053	0.119225438
FP4A44BFOlyk54endophytesbacteria	ITS_08	FP4	FP4_ITS_08	A4	bio4	BFO	lyk5	lyk5	tech4	endophytes	plate33	29.73048093	21.10839777	0.002538016	0.536466966
FP4A44BFOcyp79b2b3new1endophytesbacteria	ITS_09	FP4	FP4_ITS_09	A4	bio4	BFO	cyp79b2b3	cyp79b2b3	tech1	endophytes	plate33	29.07741617	19.7097922	0.001513785	0.319972635
FP4A44BFOcyp79b2b3new2endophytesbacteria	ITS_10	FP4	FP4_ITS_10	A4	bio4	BFO	cyp79b2b3	cyp79b2b3	tech2	endophytes	plate33	25.44078883	20.8619527	0.041843979	8.844669731
FP4A44BFOcyp79b2b3new3endophytesbacteria	ITS_11	FP4	FP4_ITS_11	A4	bio4	BFO	cyp79b2b3	cyp79b2b3	tech3	endophytes	plate33	30.33828438	22.64447913	0.004829852	1.020898301
FP4A44BFOcyp79b2b3new4endophytesbacteria	ITS_12	FP4	FP4_ITS_12	A4	bio4	BFO	cyp79b2b3	cyp79b2b3	tech4	endophytes	plate33	29.42658663	21.39700837	0.003826979	0.808918439
FP4A44BFOwrky331endophytesbacteria	ITS_13	FP4	FP4_ITS_13	A4	bio4	BFO	wrky33	wrky33	tech1	endophytes	plate33	32.06612778	20.71729985	0.000383409	0.081042162
FP4A44BFOwrky332endophytesbacteria	ITS_14	FP4	FP4_ITS_14	A4	bio4	BFO	wrky33	wrky33	tech2	endophytes	plate33	29.73906987	20.06577797	0.001224754	0.258879477
FP4A44BFOwrky333endophytesbacteria	ITS_15	FP4	FP4_ITS_15	A4	bio4	BFO	wrky33	wrky33	tech3	endophytes	plate33	29.89849537	21.23699003	0.002469603	0.52200628
FP4A44BFOwrky334endophytesbacteria	ITS_16	FP4	FP4_ITS_16	A4	bio4	BFO	wrky33	wrky33	tech4	endophytes	plate33	30.68139724	21.24513104	0.001443447	0.305105102
FP4A44BFOapex11endophytesbacteria	ITS_17	FP4	FP4_ITS_17	A4	bio4	BFO	apex1	apex1	tech1	endophytes	plate33	24.10261429	20.14792084	0.064493901	13.63224208
FP4A44BFOapex12endophytesbacteria	ITS_18	FP4	FP4_ITS_18	A4	bio4	BFO	apex1	apex1	tech2	endophytes	plate33	29.38649359	20.80033186	0.002602003	0.549992052
FP4A44BFOapex13endophytesbacteria	ITS_19	FP4	FP4_ITS_19	A4	bio4	BFO	apex1	apex1	tech3	endophytes	plate33	26.0333589	21.53611934	0.044278815	9.35932733
FP4A44BFOapex14endophytesbacteria	ITS_20	FP4	FP4_ITS_20	A4	bio4	BFO	apex1	apex1	tech4	endophytes	plate33	30.47718382	21.53582634	0.002034151	0.429963747
FP4A44BFOapex21endophytesbacteria	ITS_21	FP4	FP4_ITS_21	A4	bio4	BFO	apex2	apex2	tech1	endophytes	plate33	31.83636235	19.90740028	0.000256463	0.05420923
FP4A44BFOapex22endophytesbacteria	ITS_22	FP4	FP4_ITS_22	A4	bio4	BFO	apex2	apex2	tech2	endophytes	plate33	29.86040582	19.26669958	0.000647108	0.13678085
FP4A44BFOapex23endophytesbacteria	ITS_23	FP4	FP4_ITS_23	A4	bio4	BFO	apex2	apex2	tech3	endophytes	plate34	27.20294983	22.44063604	0.036846878	7.788419633
FP4A44BFOapex24endophytesbacteria	ITS_24	FP4	FP4_ITS_24	A4	bio4	BFO	apex2	apex2	tech4	endophytes	plate34	30.92297581	19.75687051	0.000435178	0.091984788
FP4A44BFOapex31endophytesbacteria	ITS_25	FP4	FP4_ITS_25	A4	bio4	BFO	apex3	apex3	tech1	endophytes	plate34	31.04785236	20.52334144	0.000678901	0.143501079
FP4A44BFOapex32endophytesbacteria	ITS_26	FP4	FP4_ITS_26	A4	bio4	BFO	apex3	apex3	tech2	endophytes	plate34	33.37721577	21.20090269	0.000216055	0.045668124
FP4A44BFOapex33endophytesbacteria	ITS_27	FP4	FP4_ITS_27	A4	bio4	BFO	apex3	apex3	tech3	endophytes	plate34	29.74334942	19.47725196	0.000812076	0.171650616
FP4A44BFOapex34endophytesbacteria	ITS_28	FP4	FP4_ITS_28	A4	bio4	BFO	apex3	apex3	tech4	endophytes	plate34	29.53913421	20.35428048	0.001718239	0.148535376
FP4A44BFObak1bkk1cerk11endophytesbacteria	ITS_29	FP4	FP4_ITS_29	A4	bio4	BFO	bak1bkk1cerk1	bak1bkk1cerk1	tech1	endophytes	plate34	30.25710059	20.79571266	0.00141853	0.122626635
FP4A44BFObak1bkk1cerk12endophytesbacteria	ITS_30	FP4	FP4_ITS_30	A4	bio4	BFO	bak1bkk1cerk1	bak1bkk1cerk1	tech2	endophytes	plate34	31.34924016	21.3542579	0.000979965	0.084714336
FP4A44BFObak1bkk1cerk13endophytesbacteria	ITS_31	FP4	FP4_ITS_31	A4	bio4	BFO	bak1bkk1cerk1	bak1bkk1cerk1	tech3	endophytes	plate34	29.00147717	21.15650332	0.004349382	0.375987958
FP4A44BFObak1bkk1cerk14endophytesbacteria	ITS_32	FP4	FP4_ITS_32	A4	bio4	BFO	bak1bkk1cerk1	bak1bkk1cerk1	tech4	endophytes	plate34	30.4585404	20.92482613	0.001349168	0.116630574
FP4A44BFO35SBRI1endophytesbacteria	ITS_33	FP4	FP4_ITS_33	A4	bio4	BFO	35SBRI	35SBRI	tech1	endophytes	plate34	30.2500009	20.045178	0.00084731	0.073246788
FP4A44BFO35SBRI2endophytesbacteria	ITS_34	FP4	FP4_ITS_34	A4	bio4	BFO	35SBRI	35SBRI	tech2	endophytes	plate34	30.57607375	20.76297298	0.001111635	0.096096749
FP4A44BFO35SBRI3endophytesbacteria	ITS_35	FP4	FP4_ITS_35	A4	bio4	BFO	35SBRI	35SBRI	tech3	endophytes	plate34	31.29131602	22.05460182	0.00165757	0.143290811
FP4A44BFO35SBRI4endophytesbacteria	ITS_36	FP4	FP4_ITS_36	A4	bio4	BFO	35SBRI	35SBRI	tech4	endophytes	plate34	32.36289216	20.91191872	0.000357202	0.030878763
