barcode_name	library	experiment	biological	time_point	genotype	compartment	technical	library_type	genotype_compartment	genotype_time_point	compartment_time_point	genotype_compartment_time_point	experiment_biological	Description
Gr2B1bio2tp2wrkyendophytestech4	ITS1o_41	GR2	B1	bio2	tp2	wrky3340	endophytes	tech4	oomycetes	wrky3340_endophytes	wrky3340_tp2	endophytes_tp2	wrky3340_endophytes_tp2	B1_bio2	Gr2B1bio2tp2wrkyendophytestech4
Gr2B1bio2tp2efcendophytestech1	ITS1o_42	GR2	B1	bio2	tp2	efc	endophytes	tech1	oomycetes	efc_endophytes	efc_tp2	endophytes_tp2	efc_endophytes_tp2	B1_bio2	Gr2B1bio2tp2efcendophytestech1
Gr2B1bio2tp2efcendophytestech2	ITS1o_43	GR2	B1	bio2	tp2	efc	endophytes	tech2	oomycetes	efc_endophytes	efc_tp2	endophytes_tp2	efc_endophytes_tp2	B1_bio2	Gr2B1bio2tp2efcendophytestech2
Gr2B1bio2tp2efcendophytestech3	ITS1o_44	GR2	B1	bio2	tp2	efc	endophytes	tech3	oomycetes	efc_endophytes	efc_tp2	endophytes_tp2	efc_endophytes_tp2	B1_bio2	Gr2B1bio2tp2efcendophytestech3
Gr2B1bio2tp2efcendophytestech4	ITS1o_45	GR2	B1	bio2	tp2	efc	endophytes	tech4	oomycetes	efc_endophytes	efc_tp2	endophytes_tp2	efc_endophytes_tp2	B1_bio2	Gr2B1bio2tp2efcendophytestech4
Gr2B1bio2tp2bbendophytestech1	ITS1o_46	GR2	B1	bio2	tp2	bb	endophytes	tech1	oomycetes	bb_endophytes	bb_tp2	endophytes_tp2	bb_endophytes_tp2	B1_bio2	Gr2B1bio2tp2bbendophytestech1
Gr2B1bio2tp2bbendophytestech2	ITS1o_47	GR2	B1	bio2	tp2	bb	endophytes	tech2	oomycetes	bb_endophytes	bb_tp2	endophytes_tp2	bb_endophytes_tp2	B1_bio2	Gr2B1bio2tp2bbendophytestech2
Gr2B1bio2tp2bbendophytestech3	ITS1o_48	GR2	B1	bio2	tp2	bb	endophytes	tech3	oomycetes	bb_endophytes	bb_tp2	endophytes_tp2	bb_endophytes_tp2	B1_bio2	Gr2B1bio2tp2bbendophytestech3
Gr2B1bio2tp2bbendophytestech4	ITS1o_49	GR2	B1	bio2	tp2	bb	endophytes	tech4	oomycetes	bb_endophytes	bb_tp2	endophytes_tp2	bb_endophytes_tp2	B1_bio2	Gr2B1bio2tp2bbendophytestech4
Gr2B1bio2tp2cyp79endophytestech1	ITS1o_50	GR2	B1	bio2	tp2	cyp79	endophytes	tech1	oomycetes	cyp79_endophytes	cyp79_tp2	endophytes_tp2	cyp79_endophytes_tp2	B1_bio2	Gr2B1bio2tp2cyp79endophytestech1
Gr2B1bio2tp2cyp79endophytestech2	ITS1o_51	GR2	B1	bio2	tp2	cyp79	endophytes	tech2	oomycetes	cyp79_endophytes	cyp79_tp2	endophytes_tp2	cyp79_endophytes_tp2	B1_bio2	Gr2B1bio2tp2cyp79endophytestech2
Gr2B1bio2tp2cyp79endophytestech3	ITS1o_52	GR2	B1	bio2	tp2	cyp79	endophytes	tech3	oomycetes	cyp79_endophytes	cyp79_tp2	endophytes_tp2	cyp79_endophytes_tp2	B1_bio2	Gr2B1bio2tp2cyp79endophytestech3
Gr2B1bio2tp2cyp79endophytestech4	ITS1o_53	GR2	B1	bio2	tp2	cyp79	endophytes	tech4	oomycetes	cyp79_endophytes	cyp79_tp2	endophytes_tp2	cyp79_endophytes_tp2	B1_bio2	Gr2B1bio2tp2cyp79endophytestech4
Gr2B1bio2tp2pad4endophytestech1	ITS1o_58	GR2	B1	bio2	tp2	pad4	endophytes	tech1	oomycetes	pad4_endophytes	pad4_tp2	endophytes_tp2	pad4_endophytes_tp2	B1_bio2	Gr2B1bio2tp2pad4endophytestech1
Gr2B1bio2tp2pad4endophytestech2	ITS1o_59	GR2	B1	bio2	tp2	pad4	endophytes	tech2	oomycetes	pad4_endophytes	pad4_tp2	endophytes_tp2	pad4_endophytes_tp2	B1_bio2	Gr2B1bio2tp2pad4endophytestech2
Gr2B1bio2tp2pad4endophytestech3	ITS1o_60	GR2	B1	bio2	tp2	pad4	endophytes	tech3	oomycetes	pad4_endophytes	pad4_tp2	endophytes_tp2	pad4_endophytes_tp2	B1_bio2	Gr2B1bio2tp2pad4endophytestech3
Gr2B1bio2tp2pad4endophytestech4	ITS1o_61	GR2	B1	bio2	tp2	pad4	endophytes	tech4	oomycetes	pad4_endophytes	pad4_tp2	endophytes_tp2	pad4_endophytes_tp2	B1_bio2	Gr2B1bio2tp2pad4endophytestech4
Gr2B1bio2tp2rar1endophytestech1	ITS1o_62	GR2	B1	bio2	tp2	rar1	endophytes	tech1	oomycetes	rar1_endophytes	rar1_tp2	endophytes_tp2	rar1_endophytes_tp2	B1_bio2	Gr2B1bio2tp2rar1endophytestech1
Gr2B1bio2tp2rar1endophytestech2	ITS1o_63	GR2	B1	bio2	tp2	rar1	endophytes	tech2	oomycetes	rar1_endophytes	rar1_tp2	endophytes_tp2	rar1_endophytes_tp2	B1_bio2	Gr2B1bio2tp2rar1endophytestech2
Gr2B1bio2tp2rar1endophytestech3	ITS1o_64	GR2	B1	bio2	tp2	rar1	endophytes	tech3	oomycetes	rar1_endophytes	rar1_tp2	endophytes_tp2	rar1_endophytes_tp2	B1_bio2	Gr2B1bio2tp2rar1endophytestech3
Gr2B1bio2tp2rar1endophytestech4	ITS1o_65	GR2	B1	bio2	tp2	rar1	endophytes	tech4	oomycetes	rar1_endophytes	rar1_tp2	endophytes_tp2	rar1_endophytes_tp2	B1_bio2	Gr2B1bio2tp2rar1endophytestech4
Gr2B1bio3tp1WTendophytestech1	ITS1o_70	GR2	B1	bio3	tp1	WT	endophytes	tech1	oomycetes	WT_endophytes	WT_tp1	endophytes_tp1	WT_endophytes_tp1	B1_bio3	Gr2B1bio3tp1WTendophytestech1
Gr2B1bio3tp1WTendophytestech2	ITS1o_71	GR2	B1	bio3	tp1	WT	endophytes	tech2	oomycetes	WT_endophytes	WT_tp1	endophytes_tp1	WT_endophytes_tp1	B1_bio3	Gr2B1bio3tp1WTendophytestech2
Gr2B1bio3tp1WTendophytestech3	ITS1o_72	GR2	B1	bio3	tp1	WT	endophytes	tech3	oomycetes	WT_endophytes	WT_tp1	endophytes_tp1	WT_endophytes_tp1	B1_bio3	Gr2B1bio3tp1WTendophytestech3
Gr2B1bio3tp1WTendophytestech4	ITS1o_73	GR2	B1	bio3	tp1	WT	endophytes	tech4	oomycetes	WT_endophytes	WT_tp1	endophytes_tp1	WT_endophytes_tp1	B1_bio3	Gr2B1bio3tp1WTendophytestech4
Gr2B1bio3tp1wrkyendophytestech1	ITS1o_78	GR2	B1	bio3	tp1	wrky3340	endophytes	tech1	oomycetes	wrky3340_endophytes	wrky3340_tp1	endophytes_tp1	wrky3340_endophytes_tp1	B1_bio3	Gr2B1bio3tp1wrkyendophytestech1
Gr2B1bio3tp1wrkyendophytestech2	ITS1o_79	GR2	B1	bio3	tp1	wrky3340	endophytes	tech2	oomycetes	wrky3340_endophytes	wrky3340_tp1	endophytes_tp1	wrky3340_endophytes_tp1	B1_bio3	Gr2B1bio3tp1wrkyendophytestech2
Gr2B1bio3tp1wrkyendophytestech3	ITS1o_80	GR2	B1	bio3	tp1	wrky3340	endophytes	tech3	oomycetes	wrky3340_endophytes	wrky3340_tp1	endophytes_tp1	wrky3340_endophytes_tp1	B1_bio3	Gr2B1bio3tp1wrkyendophytestech3
Gr2B1bio3tp1wrkyendophytestech4	ITS1o_81	GR2	B1	bio3	tp1	wrky3340	endophytes	tech4	oomycetes	wrky3340_endophytes	wrky3340_tp1	endophytes_tp1	wrky3340_endophytes_tp1	B1_bio3	Gr2B1bio3tp1wrkyendophytestech4
Gr2B1bio3tp1efcendophytestech1	ITS1o_82	GR2	B1	bio3	tp1	efc	endophytes	tech1	oomycetes	efc_endophytes	efc_tp1	endophytes_tp1	efc_endophytes_tp1	B1_bio3	Gr2B1bio3tp1efcendophytestech1
Gr2B1bio3tp1efcendophytestech2	ITS1o_83	GR2	B1	bio3	tp1	efc	endophytes	tech2	oomycetes	efc_endophytes	efc_tp1	endophytes_tp1	efc_endophytes_tp1	B1_bio3	Gr2B1bio3tp1efcendophytestech2
Gr2B1bio3tp1efcendophytestech3	ITS1o_84	GR2	B1	bio3	tp1	efc	endophytes	tech3	oomycetes	efc_endophytes	efc_tp1	endophytes_tp1	efc_endophytes_tp1	B1_bio3	Gr2B1bio3tp1efcendophytestech3
Gr2B1bio3tp1efcendophytestech4	ITS1o_85	GR2	B1	bio3	tp1	efc	endophytes	tech4	oomycetes	efc_endophytes	efc_tp1	endophytes_tp1	efc_endophytes_tp1	B1_bio3	Gr2B1bio3tp1efcendophytestech4
Gr2B1bio3tp1bbendophytestech1	ITS1o_86	GR2	B1	bio3	tp1	bb	endophytes	tech1	oomycetes	bb_endophytes	bb_tp1	endophytes_tp1	bb_endophytes_tp1	B1_bio3	Gr2B1bio3tp1bbendophytestech1
Gr2B1bio3tp1bbendophytestech2	ITS1o_87	GR2	B1	bio3	tp1	bb	endophytes	tech2	oomycetes	bb_endophytes	bb_tp1	endophytes_tp1	bb_endophytes_tp1	B1_bio3	Gr2B1bio3tp1bbendophytestech2
Gr2B1bio3tp1bbendophytestech3	ITS1o_88	GR2	B1	bio3	tp1	bb	endophytes	tech3	oomycetes	bb_endophytes	bb_tp1	endophytes_tp1	bb_endophytes_tp1	B1_bio3	Gr2B1bio3tp1bbendophytestech3
Gr2B1bio3tp1bbendophytestech4	ITS1o_89	GR2	B1	bio3	tp1	bb	endophytes	tech4	oomycetes	bb_endophytes	bb_tp1	endophytes_tp1	bb_endophytes_tp1	B1_bio3	Gr2B1bio3tp1bbendophytestech4
Gr2B1bio3tp1cyp79endophytestech1	ITS1o_90	GR2	B1	bio3	tp1	cyp79	endophytes	tech1	oomycetes	cyp79_endophytes	cyp79_tp1	endophytes_tp1	cyp79_endophytes_tp1	B1_bio3	Gr2B1bio3tp1cyp79endophytestech1
Gr2B1bio3tp1cyp79endophytestech2	ITS1o_91	GR2	B1	bio3	tp1	cyp79	endophytes	tech2	oomycetes	cyp79_endophytes	cyp79_tp1	endophytes_tp1	cyp79_endophytes_tp1	B1_bio3	Gr2B1bio3tp1cyp79endophytestech2
Gr2B1bio3tp1cyp79endophytestech3	ITS1o_92	GR2	B1	bio3	tp1	cyp79	endophytes	tech3	oomycetes	cyp79_endophytes	cyp79_tp1	endophytes_tp1	cyp79_endophytes_tp1	B1_bio3	Gr2B1bio3tp1cyp79endophytestech3
Gr2B1bio3tp1cyp79endophytestech4	ITS1o_93	GR2	B1	bio3	tp1	cyp79	endophytes	tech4	oomycetes	cyp79_endophytes	cyp79_tp1	endophytes_tp1	cyp79_endophytes_tp1	B1_bio3	Gr2B1bio3tp1cyp79endophytestech4
Gr2B1bio3tp1depsendophytestech1	ITS1o_94	GR2	B1	bio3	tp1	deps	endophytes	tech1	oomycetes	deps_endophytes	deps_tp1	endophytes_tp1	deps_endophytes_tp1	B1_bio3	Gr2B1bio3tp1depsendophytestech1
Gr2B1bio3tp1depsendophytestech2	ITS1o_95	GR2	B1	bio3	tp1	deps	endophytes	tech2	oomycetes	deps_endophytes	deps_tp1	endophytes_tp1	deps_endophytes_tp1	B1_bio3	Gr2B1bio3tp1depsendophytestech2
Gr2B1bio3tp1depsendophytestech3	ITS1o_96	GR2	B1	bio3	tp1	deps	endophytes	tech3	oomycetes	deps_endophytes	deps_tp1	endophytes_tp1	deps_endophytes_tp1	B1_bio3	Gr2B1bio3tp1depsendophytestech3
Gr3B1bio3tp1depsendophytestech4	ITS1o_1	GR3	B1	bio3	tp1	deps	endophytes	tech4	oomycetes	deps_endophytes	deps_tp1	endophytes_tp1	deps_endophytes_tp1	B1_bio3	Gr3B1bio3tp1depsendophytestech4
Gr3B1bio3tp1pad4endophytestech1	ITS1o_6	GR3	B1	bio3	tp1	pad4	endophytes	tech1	oomycetes	pad4_endophytes	pad4_tp1	endophytes_tp1	pad4_endophytes_tp1	B1_bio3	Gr3B1bio3tp1pad4endophytestech1
Gr3B1bio3tp1pad4endophytestech2	ITS1o_7	GR3	B1	bio3	tp1	pad4	endophytes	tech2	oomycetes	pad4_endophytes	pad4_tp1	endophytes_tp1	pad4_endophytes_tp1	B1_bio3	Gr3B1bio3tp1pad4endophytestech2
Gr3B1bio3tp1pad4endophytestech3	ITS1o_8	GR3	B1	bio3	tp1	pad4	endophytes	tech3	oomycetes	pad4_endophytes	pad4_tp1	endophytes_tp1	pad4_endophytes_tp1	B1_bio3	Gr3B1bio3tp1pad4endophytestech3
Gr3B1bio3tp1pad4endophytestech4	ITS1o_9	GR3	B1	bio3	tp1	pad4	endophytes	tech4	oomycetes	pad4_endophytes	pad4_tp1	endophytes_tp1	pad4_endophytes_tp1	B1_bio3	Gr3B1bio3tp1pad4endophytestech4
Gr3B1bio3tp1rar1endophytestech1	ITS1o_10	GR3	B1	bio3	tp1	rar1	endophytes	tech1	oomycetes	rar1_endophytes	rar1_tp1	endophytes_tp1	rar1_endophytes_tp1	B1_bio3	Gr3B1bio3tp1rar1endophytestech1
Gr3B1bio3tp1rar1endophytestech2	ITS1o_11	GR3	B1	bio3	tp1	rar1	endophytes	tech2	oomycetes	rar1_endophytes	rar1_tp1	endophytes_tp1	rar1_endophytes_tp1	B1_bio3	Gr3B1bio3tp1rar1endophytestech2
Gr3B1bio3tp1rar1endophytestech3	ITS1o_12	GR3	B1	bio3	tp1	rar1	endophytes	tech3	oomycetes	rar1_endophytes	rar1_tp1	endophytes_tp1	rar1_endophytes_tp1	B1_bio3	Gr3B1bio3tp1rar1endophytestech3
Gr3B1bio3tp1rar1endophytestech4	ITS1o_13	GR3	B1	bio3	tp1	rar1	endophytes	tech4	oomycetes	rar1_endophytes	rar1_tp1	endophytes_tp1	rar1_endophytes_tp1	B1_bio3	Gr3B1bio3tp1rar1endophytestech4
Gr3B1bio3tp2WTendophytestech1	ITS1o_18	GR3	B1	bio3	tp2	WT	endophytes	tech1	oomycetes	WT_endophytes	WT_tp2	endophytes_tp2	WT_endophytes_tp2	B1_bio3	Gr3B1bio3tp2WTendophytestech1
Gr3B1bio3tp2WTendophytestech2	ITS1o_19	GR3	B1	bio3	tp2	WT	endophytes	tech2	oomycetes	WT_endophytes	WT_tp2	endophytes_tp2	WT_endophytes_tp2	B1_bio3	Gr3B1bio3tp2WTendophytestech2
Gr3B1bio3tp2WTendophytestech3	ITS1o_20	GR3	B1	bio3	tp2	WT	endophytes	tech3	oomycetes	WT_endophytes	WT_tp2	endophytes_tp2	WT_endophytes_tp2	B1_bio3	Gr3B1bio3tp2WTendophytestech3
Gr3B1bio3tp2WTendophytestech4	ITS1o_21	GR3	B1	bio3	tp2	WT	endophytes	tech4	oomycetes	WT_endophytes	WT_tp2	endophytes_tp2	WT_endophytes_tp2	B1_bio3	Gr3B1bio3tp2WTendophytestech4
Gr3B1bio3tp2wrkyendophytestech1	ITS1o_26	GR3	B1	bio3	tp2	wrky3340	endophytes	tech1	oomycetes	wrky3340_endophytes	wrky3340_tp2	endophytes_tp2	wrky3340_endophytes_tp2	B1_bio3	Gr3B1bio3tp2wrkyendophytestech1
Gr3B1bio3tp2wrkyendophytestech2	ITS1o_27	GR3	B1	bio3	tp2	wrky3340	endophytes	tech2	oomycetes	wrky3340_endophytes	wrky3340_tp2	endophytes_tp2	wrky3340_endophytes_tp2	B1_bio3	Gr3B1bio3tp2wrkyendophytestech2
Gr3B1bio3tp2wrkyendophytestech3	ITS1o_28	GR3	B1	bio3	tp2	wrky3340	endophytes	tech3	oomycetes	wrky3340_endophytes	wrky3340_tp2	endophytes_tp2	wrky3340_endophytes_tp2	B1_bio3	Gr3B1bio3tp2wrkyendophytestech3
Gr3B1bio3tp2wrkyendophytestech4	ITS1o_29	GR3	B1	bio3	tp2	wrky3340	endophytes	tech4	oomycetes	wrky3340_endophytes	wrky3340_tp2	endophytes_tp2	wrky3340_endophytes_tp2	B1_bio3	Gr3B1bio3tp2wrkyendophytestech4
Gr3B1bio3tp2efcendophytestech1	ITS1o_30	GR3	B1	bio3	tp2	efc	endophytes	tech1	oomycetes	efc_endophytes	efc_tp2	endophytes_tp2	efc_endophytes_tp2	B1_bio3	Gr3B1bio3tp2efcendophytestech1
Gr3B1bio3tp2efcendophytestech2	ITS1o_31	GR3	B1	bio3	tp2	efc	endophytes	tech2	oomycetes	efc_endophytes	efc_tp2	endophytes_tp2	efc_endophytes_tp2	B1_bio3	Gr3B1bio3tp2efcendophytestech2
Gr3B1bio3tp2depsendophytestech3	ITS1o_32	GR3	B1	bio3	tp2	deps	endophytes	tech3	oomycetes	deps_endophytes	deps_tp2	endophytes_tp2	deps_endophytes_tp2	B1_bio3	Gr3B1bio3tp2depsendophytestech3
Gr3B1bio3tp2efcendophytestech4	ITS1o_33	GR3	B1	bio3	tp2	efc	endophytes	tech4	oomycetes	efc_endophytes	efc_tp2	endophytes_tp2	efc_endophytes_tp2	B1_bio3	Gr3B1bio3tp2efcendophytestech4
Gr3B1bio3tp2bbendophytestech1	ITS1o_34	GR3	B1	bio3	tp2	bb	endophytes	tech1	oomycetes	bb_endophytes	bb_tp2	endophytes_tp2	bb_endophytes_tp2	B1_bio3	Gr3B1bio3tp2bbendophytestech1
Gr3B1bio3tp2bbendophytestech2	ITS1o_35	GR3	B1	bio3	tp2	bb	endophytes	tech2	oomycetes	bb_endophytes	bb_tp2	endophytes_tp2	bb_endophytes_tp2	B1_bio3	Gr3B1bio3tp2bbendophytestech2
Gr3B1bio3tp2bbendophytestech3	ITS1o_36	GR3	B1	bio3	tp2	bb	endophytes	tech3	oomycetes	bb_endophytes	bb_tp2	endophytes_tp2	bb_endophytes_tp2	B1_bio3	Gr3B1bio3tp2bbendophytestech3
Gr3B1bio3tp2bbendophytestech4	ITS1o_37	GR3	B1	bio3	tp2	bb	endophytes	tech4	oomycetes	bb_endophytes	bb_tp2	endophytes_tp2	bb_endophytes_tp2	B1_bio3	Gr3B1bio3tp2bbendophytestech4
Gr3B1bio3tp2cyp79endophytestech1	ITS1o_38	GR3	B1	bio3	tp2	cyp79	endophytes	tech1	oomycetes	cyp79_endophytes	cyp79_tp2	endophytes_tp2	cyp79_endophytes_tp2	B1_bio3	Gr3B1bio3tp2cyp79endophytestech1
Gr3B1bio3tp2cyp79endophytestech2	ITS1o_39	GR3	B1	bio3	tp2	cyp79	endophytes	tech2	oomycetes	cyp79_endophytes	cyp79_tp2	endophytes_tp2	cyp79_endophytes_tp2	B1_bio3	Gr3B1bio3tp2cyp79endophytestech2
Gr3B1bio3tp2cyp79endophytestech3	ITS1o_40	GR3	B1	bio3	tp2	cyp79	endophytes	tech3	oomycetes	cyp79_endophytes	cyp79_tp2	endophytes_tp2	cyp79_endophytes_tp2	B1_bio3	Gr3B1bio3tp2cyp79endophytestech3
Gr3B1bio3tp2cyp79endophytestech4	ITS1o_41	GR3	B1	bio3	tp2	cyp79	endophytes	tech4	oomycetes	cyp79_endophytes	cyp79_tp2	endophytes_tp2	cyp79_endophytes_tp2	B1_bio3	Gr3B1bio3tp2cyp79endophytestech4
Gr3B1bio3tp2depsendophytestech1	ITS1o_42	GR3	B1	bio3	tp2	deps	endophytes	tech1	oomycetes	deps_endophytes	deps_tp2	endophytes_tp2	deps_endophytes_tp2	B1_bio3	Gr3B1bio3tp2depsendophytestech1
Gr3B1bio3tp2depsendophytestech2	ITS1o_43	GR3	B1	bio3	tp2	deps	endophytes	tech2	oomycetes	deps_endophytes	deps_tp2	endophytes_tp2	deps_endophytes_tp2	B1_bio3	Gr3B1bio3tp2depsendophytestech2
Gr3B1bio3tp2efcendophytestech3	ITS1o_44	GR3	B1	bio3	tp2	efc	endophytes	tech3	oomycetes	efc_endophytes	efc_tp2	endophytes_tp2	efc_endophytes_tp2	B1_bio3	Gr3B1bio3tp2efcendophytestech3
Gr3B1bio3tp2depsendophytestech4	ITS1o_45	GR3	B1	bio3	tp2	deps	endophytes	tech4	oomycetes	deps_endophytes	deps_tp2	endophytes_tp2	deps_endophytes_tp2	B1_bio3	Gr3B1bio3tp2depsendophytestech4
Gr3B1bio3tp2pad4endophytestech1	ITS1o_50	GR3	B1	bio3	tp2	pad4	endophytes	tech1	oomycetes	pad4_endophytes	pad4_tp2	endophytes_tp2	pad4_endophytes_tp2	B1_bio3	Gr3B1bio3tp2pad4endophytestech1
Gr3B1bio3tp2pad4endophytestech2	ITS1o_51	GR3	B1	bio3	tp2	pad4	endophytes	tech2	oomycetes	pad4_endophytes	pad4_tp2	endophytes_tp2	pad4_endophytes_tp2	B1_bio3	Gr3B1bio3tp2pad4endophytestech2
Gr3B1bio3tp2pad4endophytestech3	ITS1o_52	GR3	B1	bio3	tp2	pad4	endophytes	tech3	oomycetes	pad4_endophytes	pad4_tp2	endophytes_tp2	pad4_endophytes_tp2	B1_bio3	Gr3B1bio3tp2pad4endophytestech3
Gr3B1bio3tp2pad4endophytestech4	ITS1o_53	GR3	B1	bio3	tp2	pad4	endophytes	tech4	oomycetes	pad4_endophytes	pad4_tp2	endophytes_tp2	pad4_endophytes_tp2	B1_bio3	Gr3B1bio3tp2pad4endophytestech4
Gr3B1bio3tp2rar1endophytestech1	ITS1o_54	GR3	B1	bio3	tp2	rar1	endophytes	tech1	oomycetes	rar1_endophytes	rar1_tp2	endophytes_tp2	rar1_endophytes_tp2	B1_bio3	Gr3B1bio3tp2rar1endophytestech1
Gr3B1bio3tp2rar1endophytestech2	ITS1o_55	GR3	B1	bio3	tp2	rar1	endophytes	tech2	oomycetes	rar1_endophytes	rar1_tp2	endophytes_tp2	rar1_endophytes_tp2	B1_bio3	Gr3B1bio3tp2rar1endophytestech2
Gr3B1bio3tp2rar1endophytestech3	ITS1o_56	GR3	B1	bio3	tp2	rar1	endophytes	tech3	oomycetes	rar1_endophytes	rar1_tp2	endophytes_tp2	rar1_endophytes_tp2	B1_bio3	Gr3B1bio3tp2rar1endophytestech3
Gr3B1bio3tp2rar1endophytestech4	ITS1o_57	GR3	B1	bio3	tp2	rar1	endophytes	tech4	oomycetes	rar1_endophytes	rar1_tp2	endophytes_tp2	rar1_endophytes_tp2	B1_bio3	Gr3B1bio3tp2rar1endophytestech4
GR4B2bio1tp1WT_newendophytestech1oomycetes	ITS1o_1	GR4	B2	bio1	tp1	WT_new	endophytes	tech1	oomycetes	WT_new_endophytes	WT_new_tp1	endophytes_tp1	WT_new_endophytes_tp1	B2_bio1	GR4B2bio1tp1WT_newendophytestech1oomycetes
GR4B2bio1tp1WT_newendophytestech2oomycetes	ITS1o_2	GR4	B2	bio1	tp1	WT_new	endophytes	tech2	oomycetes	WT_new_endophytes	WT_new_tp1	endophytes_tp1	WT_new_endophytes_tp1	B2_bio1	GR4B2bio1tp1WT_newendophytestech2oomycetes
GR4B2bio1tp1WT_newendophytestech3oomycetes	ITS1o_3	GR4	B2	bio1	tp1	WT_new	endophytes	tech3	oomycetes	WT_new_endophytes	WT_new_tp1	endophytes_tp1	WT_new_endophytes_tp1	B2_bio1	GR4B2bio1tp1WT_newendophytestech3oomycetes
GR4B2bio1tp1WT_newendophytestech4oomycetes	ITS1o_4	GR4	B2	bio1	tp1	WT_new	endophytes	tech4	oomycetes	WT_new_endophytes	WT_new_tp1	endophytes_tp1	WT_new_endophytes_tp1	B2_bio1	GR4B2bio1tp1WT_newendophytestech4oomycetes
GR4B2bio1tp1wrky33endophytestech1oomycetes	ITS1o_5	GR4	B2	bio1	tp1	wrky33	endophytes	tech1	oomycetes	wrky33_endophytes	wrky33_tp1	endophytes_tp1	wrky33_endophytes_tp1	B2_bio1	GR4B2bio1tp1wrky33endophytestech1oomycetes
GR4B2bio1tp1wrky33endophytestech2oomycetes	ITS1o_6	GR4	B2	bio1	tp1	wrky33	endophytes	tech2	oomycetes	wrky33_endophytes	wrky33_tp1	endophytes_tp1	wrky33_endophytes_tp1	B2_bio1	GR4B2bio1tp1wrky33endophytestech2oomycetes
GR4B2bio1tp1wrky33endophytestech3oomycetes	ITS1o_7	GR4	B2	bio1	tp1	wrky33	endophytes	tech3	oomycetes	wrky33_endophytes	wrky33_tp1	endophytes_tp1	wrky33_endophytes_tp1	B2_bio1	GR4B2bio1tp1wrky33endophytestech3oomycetes
GR4B2bio1tp1wrky33endophytestech4oomycetes	ITS1o_8	GR4	B2	bio1	tp1	wrky33	endophytes	tech4	oomycetes	wrky33_endophytes	wrky33_tp1	endophytes_tp1	wrky33_endophytes_tp1	B2_bio1	GR4B2bio1tp1wrky33endophytestech4oomycetes
GR4B2bio1tp1wrky40endophytestech1oomycetes	ITS1o_9	GR4	B2	bio1	tp1	wrky40	endophytes	tech1	oomycetes	wrky40_endophytes	wrky40_tp1	endophytes_tp1	wrky40_endophytes_tp1	B2_bio1	GR4B2bio1tp1wrky40endophytestech1oomycetes
GR4B2bio1tp1wrky40endophytestech2oomycetes	ITS1o_10	GR4	B2	bio1	tp1	wrky40	endophytes	tech2	oomycetes	wrky40_endophytes	wrky40_tp1	endophytes_tp1	wrky40_endophytes_tp1	B2_bio1	GR4B2bio1tp1wrky40endophytestech2oomycetes
GR4B2bio1tp1wrky40endophytestech3oomycetes	ITS1o_11	GR4	B2	bio1	tp1	wrky40	endophytes	tech3	oomycetes	wrky40_endophytes	wrky40_tp1	endophytes_tp1	wrky40_endophytes_tp1	B2_bio1	GR4B2bio1tp1wrky40endophytestech3oomycetes
GR4B2bio1tp1wrky40endophytestech4oomycetes	ITS1o_12	GR4	B2	bio1	tp1	wrky40	endophytes	tech4	oomycetes	wrky40_endophytes	wrky40_tp1	endophytes_tp1	wrky40_endophytes_tp1	B2_bio1	GR4B2bio1tp1wrky40endophytestech4oomycetes
GR4B2bio1tp1lyk5endophytestech1oomycetes	ITS1o_13	GR4	B2	bio1	tp1	lyk5	endophytes	tech1	oomycetes	lyk5_endophytes	lyk5_tp1	endophytes_tp1	lyk5_endophytes_tp1	B2_bio1	GR4B2bio1tp1lyk5endophytestech1oomycetes
GR4B2bio1tp1lyk5endophytestech2oomycetes	ITS1o_14	GR4	B2	bio1	tp1	lyk5	endophytes	tech2	oomycetes	lyk5_endophytes	lyk5_tp1	endophytes_tp1	lyk5_endophytes_tp1	B2_bio1	GR4B2bio1tp1lyk5endophytestech2oomycetes
GR4B2bio1tp1lyk5endophytestech3oomycetes	ITS1o_15	GR4	B2	bio1	tp1	lyk5	endophytes	tech3	oomycetes	lyk5_endophytes	lyk5_tp1	endophytes_tp1	lyk5_endophytes_tp1	B2_bio1	GR4B2bio1tp1lyk5endophytestech3oomycetes
GR4B2bio1tp1lyk5endophytestech4oomycetes	ITS1o_16	GR4	B2	bio1	tp1	lyk5	endophytes	tech4	oomycetes	lyk5_endophytes	lyk5_tp1	endophytes_tp1	lyk5_endophytes_tp1	B2_bio1	GR4B2bio1tp1lyk5endophytestech4oomycetes
GR4B2bio1tp1bbcendophytestech1oomycetes	ITS1o_17	GR4	B2	bio1	tp1	bbc	endophytes	tech1	oomycetes	bbc_endophytes	bbc_tp1	endophytes_tp1	bbc_endophytes_tp1	B2_bio1	GR4B2bio1tp1bbcendophytestech1oomycetes
GR4B2bio1tp1bbcendophytestech2oomycetes	ITS1o_18	GR4	B2	bio1	tp1	bbc	endophytes	tech2	oomycetes	bbc_endophytes	bbc_tp1	endophytes_tp1	bbc_endophytes_tp1	B2_bio1	GR4B2bio1tp1bbcendophytestech2oomycetes
GR4B2bio1tp1bbcendophytestech3oomycetes	ITS1o_19	GR4	B2	bio1	tp1	bbc	endophytes	tech3	oomycetes	bbc_endophytes	bbc_tp1	endophytes_tp1	bbc_endophytes_tp1	B2_bio1	GR4B2bio1tp1bbcendophytestech3oomycetes
