barcode_name	library	experiment	biological	time_point	genotype	compartment	technical	library_type	genotype_compartment	genotype_time_point	compartment_time_point	genotype_compartment_time_point	experiment_biological	Description
GR4B2bio1tp1bbcendophytestech4oomycetes	ITS1o_20	GR4	B2	bio1	tp1	bbc	endophytes	tech4	oomycetes	bbc_endophytes	bbc_tp1	endophytes_tp1	bbc_endophytes_tp1	B2_bio1	GR4B2bio1tp1bbcendophytestech4oomycetes
GR4B2bio1tp1apex1endophytestech1oomycetes	ITS1o_21	GR4	B2	bio1	tp1	apex1	endophytes	tech1	oomycetes	apex1_endophytes	apex1_tp1	endophytes_tp1	apex1_endophytes_tp1	B2_bio1	GR4B2bio1tp1apex1endophytestech1oomycetes
GR4B2bio1tp1apex1endophytestech2oomycetes	ITS1o_22	GR4	B2	bio1	tp1	apex1	endophytes	tech2	oomycetes	apex1_endophytes	apex1_tp1	endophytes_tp1	apex1_endophytes_tp1	B2_bio1	GR4B2bio1tp1apex1endophytestech2oomycetes
GR4B2bio1tp1apex1endophytestech3oomycetes	ITS1o_23	GR4	B2	bio1	tp1	apex1	endophytes	tech3	oomycetes	apex1_endophytes	apex1_tp1	endophytes_tp1	apex1_endophytes_tp1	B2_bio1	GR4B2bio1tp1apex1endophytestech3oomycetes
GR4B2bio1tp1apex1endophytestech4oomycetes	ITS1o_24	GR4	B2	bio1	tp1	apex1	endophytes	tech4	oomycetes	apex1_endophytes	apex1_tp1	endophytes_tp1	apex1_endophytes_tp1	B2_bio1	GR4B2bio1tp1apex1endophytestech4oomycetes
GR4B2bio1tp1apex2endophytestech1oomycetes	ITS1o_25	GR4	B2	bio1	tp1	apex2	endophytes	tech1	oomycetes	apex2_endophytes	apex2_tp1	endophytes_tp1	apex2_endophytes_tp1	B2_bio1	GR4B2bio1tp1apex2endophytestech1oomycetes
GR4B2bio1tp1apex2endophytestech2oomycetes	ITS1o_26	GR4	B2	bio1	tp1	apex2	endophytes	tech2	oomycetes	apex2_endophytes	apex2_tp1	endophytes_tp1	apex2_endophytes_tp1	B2_bio1	GR4B2bio1tp1apex2endophytestech2oomycetes
GR4B2bio1tp1apex2endophytestech3oomycetes	ITS1o_27	GR4	B2	bio1	tp1	apex2	endophytes	tech3	oomycetes	apex2_endophytes	apex2_tp1	endophytes_tp1	apex2_endophytes_tp1	B2_bio1	GR4B2bio1tp1apex2endophytestech3oomycetes
GR4B2bio1tp1apex2endophytestech4oomycetes	ITS1o_28	GR4	B2	bio1	tp1	apex2	endophytes	tech4	oomycetes	apex2_endophytes	apex2_tp1	endophytes_tp1	apex2_endophytes_tp1	B2_bio1	GR4B2bio1tp1apex2endophytestech4oomycetes
GR4B2bio1tp1apex3endophytestech1oomycetes	ITS1o_29	GR4	B2	bio1	tp1	apex3	endophytes	tech1	oomycetes	apex3_endophytes	apex3_tp1	endophytes_tp1	apex3_endophytes_tp1	B2_bio1	GR4B2bio1tp1apex3endophytestech1oomycetes
GR4B2bio1tp1apex3endophytestech2oomycetes	ITS1o_30	GR4	B2	bio1	tp1	apex3	endophytes	tech2	oomycetes	apex3_endophytes	apex3_tp1	endophytes_tp1	apex3_endophytes_tp1	B2_bio1	GR4B2bio1tp1apex3endophytestech2oomycetes
GR4B2bio1tp1apex3endophytestech3oomycetes	ITS1o_31	GR4	B2	bio1	tp1	apex3	endophytes	tech3	oomycetes	apex3_endophytes	apex3_tp1	endophytes_tp1	apex3_endophytes_tp1	B2_bio1	GR4B2bio1tp1apex3endophytestech3oomycetes
GR4B2bio1tp1apex3endophytestech4oomycetes	ITS1o_32	GR4	B2	bio1	tp1	apex3	endophytes	tech4	oomycetes	apex3_endophytes	apex3_tp1	endophytes_tp1	apex3_endophytes_tp1	B2_bio1	GR4B2bio1tp1apex3endophytestech4oomycetes
GR4B2bio1tp1bri301endophytestech1oomycetes	ITS1o_33	GR4	B2	bio1	tp1	bri301	endophytes	tech1	oomycetes	bri301_endophytes	bri301_tp1	endophytes_tp1	bri301_endophytes_tp1	B2_bio1	GR4B2bio1tp1bri301endophytestech1oomycetes
GR4B2bio1tp1bri301endophytestech2oomycetes	ITS1o_34	GR4	B2	bio1	tp1	bri301	endophytes	tech2	oomycetes	bri301_endophytes	bri301_tp1	endophytes_tp1	bri301_endophytes_tp1	B2_bio1	GR4B2bio1tp1bri301endophytestech2oomycetes
GR4B2bio1tp1bri301endophytestech3oomycetes	ITS1o_35	GR4	B2	bio1	tp1	bri301	endophytes	tech3	oomycetes	bri301_endophytes	bri301_tp1	endophytes_tp1	bri301_endophytes_tp1	B2_bio1	GR4B2bio1tp1bri301endophytestech3oomycetes
GR4B2bio1tp1bri301endophytestech4oomycetes	ITS1o_36	GR4	B2	bio1	tp1	bri301	endophytes	tech4	oomycetes	bri301_endophytes	bri301_tp1	endophytes_tp1	bri301_endophytes_tp1	B2_bio1	GR4B2bio1tp1bri301endophytestech4oomycetes
GR4B2bio1tp135SBRIendophytestech1oomycetes	ITS1o_37	GR4	B2	bio1	tp1	35SBRI	endophytes	tech1	oomycetes	35SBRI_endophytes	35SBRI_tp1	endophytes_tp1	35SBRI_endophytes_tp1	B2_bio1	GR4B2bio1tp135SBRIendophytestech1oomycetes
GR4B2bio1tp135SBRIendophytestech2oomycetes	ITS1o_38	GR4	B2	bio1	tp1	35SBRI	endophytes	tech2	oomycetes	35SBRI_endophytes	35SBRI_tp1	endophytes_tp1	35SBRI_endophytes_tp1	B2_bio1	GR4B2bio1tp135SBRIendophytestech2oomycetes
GR4B2bio1tp135SBRIendophytestech3oomycetes	ITS1o_39	GR4	B2	bio1	tp1	35SBRI	endophytes	tech3	oomycetes	35SBRI_endophytes	35SBRI_tp1	endophytes_tp1	35SBRI_endophytes_tp1	B2_bio1	GR4B2bio1tp135SBRIendophytestech3oomycetes
GR4B2bio1tp135SBRIendophytestech4oomycetes	ITS1o_40	GR4	B2	bio1	tp1	35SBRI	endophytes	tech4	oomycetes	35SBRI_endophytes	35SBRI_tp1	endophytes_tp1	35SBRI_endophytes_tp1	B2_bio1	GR4B2bio1tp135SBRIendophytestech4oomycetes
GR4B2bio2tp1WT_newendophytestech1oomycetes	ITS1o_49	GR4	B2	bio2	tp1	WT_new	endophytes	tech1	oomycetes	WT_new_endophytes	WT_new_tp1	endophytes_tp1	WT_new_endophytes_tp1	B2_bio2	GR4B2bio2tp1WT_newendophytestech1oomycetes
GR4B2bio2tp1WT_newendophytestech2oomycetes	ITS1o_50	GR4	B2	bio2	tp1	WT_new	endophytes	tech2	oomycetes	WT_new_endophytes	WT_new_tp1	endophytes_tp1	WT_new_endophytes_tp1	B2_bio2	GR4B2bio2tp1WT_newendophytestech2oomycetes
GR4B2bio2tp1WT_newendophytestech3oomycetes	ITS1o_51	GR4	B2	bio2	tp1	WT_new	endophytes	tech3	oomycetes	WT_new_endophytes	WT_new_tp1	endophytes_tp1	WT_new_endophytes_tp1	B2_bio2	GR4B2bio2tp1WT_newendophytestech3oomycetes
GR4B2bio2tp1WT_newendophytestech4oomycetes	ITS1o_52	GR4	B2	bio2	tp1	WT_new	endophytes	tech4	oomycetes	WT_new_endophytes	WT_new_tp1	endophytes_tp1	WT_new_endophytes_tp1	B2_bio2	GR4B2bio2tp1WT_newendophytestech4oomycetes
GR4B2bio2tp1wrky33endophytestech1oomycetes	ITS1o_53	GR4	B2	bio2	tp1	wrky33	endophytes	tech1	oomycetes	wrky33_endophytes	wrky33_tp1	endophytes_tp1	wrky33_endophytes_tp1	B2_bio2	GR4B2bio2tp1wrky33endophytestech1oomycetes
GR4B2bio2tp1wrky33endophytestech2oomycetes	ITS1o_54	GR4	B2	bio2	tp1	wrky33	endophytes	tech2	oomycetes	wrky33_endophytes	wrky33_tp1	endophytes_tp1	wrky33_endophytes_tp1	B2_bio2	GR4B2bio2tp1wrky33endophytestech2oomycetes
GR4B2bio2tp1wrky33endophytestech3oomycetes	ITS1o_55	GR4	B2	bio2	tp1	wrky33	endophytes	tech3	oomycetes	wrky33_endophytes	wrky33_tp1	endophytes_tp1	wrky33_endophytes_tp1	B2_bio2	GR4B2bio2tp1wrky33endophytestech3oomycetes
GR4B2bio2tp1wrky33endophytestech4oomycetes	ITS1o_56	GR4	B2	bio2	tp1	wrky33	endophytes	tech4	oomycetes	wrky33_endophytes	wrky33_tp1	endophytes_tp1	wrky33_endophytes_tp1	B2_bio2	GR4B2bio2tp1wrky33endophytestech4oomycetes
GR4B2bio2tp1wrky40endophytestech1oomycetes	ITS1o_57	GR4	B2	bio2	tp1	wrky40	endophytes	tech1	oomycetes	wrky40_endophytes	wrky40_tp1	endophytes_tp1	wrky40_endophytes_tp1	B2_bio2	GR4B2bio2tp1wrky40endophytestech1oomycetes
GR4B2bio2tp1wrky40endophytestech2oomycetes	ITS1o_58	GR4	B2	bio2	tp1	wrky40	endophytes	tech2	oomycetes	wrky40_endophytes	wrky40_tp1	endophytes_tp1	wrky40_endophytes_tp1	B2_bio2	GR4B2bio2tp1wrky40endophytestech2oomycetes
GR4B2bio2tp1wrky40endophytestech3oomycetes	ITS1o_59	GR4	B2	bio2	tp1	wrky40	endophytes	tech3	oomycetes	wrky40_endophytes	wrky40_tp1	endophytes_tp1	wrky40_endophytes_tp1	B2_bio2	GR4B2bio2tp1wrky40endophytestech3oomycetes
GR4B2bio2tp1wrky40endophytestech4oomycetes	ITS1o_60	GR4	B2	bio2	tp1	wrky40	endophytes	tech4	oomycetes	wrky40_endophytes	wrky40_tp1	endophytes_tp1	wrky40_endophytes_tp1	B2_bio2	GR4B2bio2tp1wrky40endophytestech4oomycetes
GR4B2bio2tp1lyk5endophytestech1oomycetes	ITS1o_61	GR4	B2	bio2	tp1	lyk5	endophytes	tech1	oomycetes	lyk5_endophytes	lyk5_tp1	endophytes_tp1	lyk5_endophytes_tp1	B2_bio2	GR4B2bio2tp1lyk5endophytestech1oomycetes
GR4B2bio2tp1lyk5endophytestech2oomycetes	ITS1o_62	GR4	B2	bio2	tp1	lyk5	endophytes	tech2	oomycetes	lyk5_endophytes	lyk5_tp1	endophytes_tp1	lyk5_endophytes_tp1	B2_bio2	GR4B2bio2tp1lyk5endophytestech2oomycetes
GR4B2bio2tp1lyk5endophytestech3oomycetes	ITS1o_63	GR4	B2	bio2	tp1	lyk5	endophytes	tech3	oomycetes	lyk5_endophytes	lyk5_tp1	endophytes_tp1	lyk5_endophytes_tp1	B2_bio2	GR4B2bio2tp1lyk5endophytestech3oomycetes
GR4B2bio2tp1lyk5endophytestech4oomycetes	ITS1o_64	GR4	B2	bio2	tp1	lyk5	endophytes	tech4	oomycetes	lyk5_endophytes	lyk5_tp1	endophytes_tp1	lyk5_endophytes_tp1	B2_bio2	GR4B2bio2tp1lyk5endophytestech4oomycetes
GR4B2bio2tp1bbcendophytestech1oomycetes	ITS1o_65	GR4	B2	bio2	tp1	bbc	endophytes	tech1	oomycetes	bbc_endophytes	bbc_tp1	endophytes_tp1	bbc_endophytes_tp1	B2_bio2	GR4B2bio2tp1bbcendophytestech1oomycetes
GR4B2bio2tp1bbcendophytestech2oomycetes	ITS1o_66	GR4	B2	bio2	tp1	bbc	endophytes	tech2	oomycetes	bbc_endophytes	bbc_tp1	endophytes_tp1	bbc_endophytes_tp1	B2_bio2	GR4B2bio2tp1bbcendophytestech2oomycetes
GR4B2bio2tp1bbcendophytestech3oomycetes	ITS1o_67	GR4	B2	bio2	tp1	bbc	endophytes	tech3	oomycetes	bbc_endophytes	bbc_tp1	endophytes_tp1	bbc_endophytes_tp1	B2_bio2	GR4B2bio2tp1bbcendophytestech3oomycetes
GR4B2bio2tp1bbcendophytestech4oomycetes	ITS1o_68	GR4	B2	bio2	tp1	bbc	endophytes	tech4	oomycetes	bbc_endophytes	bbc_tp1	endophytes_tp1	bbc_endophytes_tp1	B2_bio2	GR4B2bio2tp1bbcendophytestech4oomycetes
GR4B2bio2tp1apex1endophytestech1oomycetes	ITS1o_69	GR4	B2	bio2	tp1	apex1	endophytes	tech1	oomycetes	apex1_endophytes	apex1_tp1	endophytes_tp1	apex1_endophytes_tp1	B2_bio2	GR4B2bio2tp1apex1endophytestech1oomycetes
GR4B2bio2tp1apex1endophytestech2oomycetes	ITS1o_70	GR4	B2	bio2	tp1	apex1	endophytes	tech2	oomycetes	apex1_endophytes	apex1_tp1	endophytes_tp1	apex1_endophytes_tp1	B2_bio2	GR4B2bio2tp1apex1endophytestech2oomycetes
GR4B2bio2tp1apex1endophytestech3oomycetes	ITS1o_71	GR4	B2	bio2	tp1	apex1	endophytes	tech3	oomycetes	apex1_endophytes	apex1_tp1	endophytes_tp1	apex1_endophytes_tp1	B2_bio2	GR4B2bio2tp1apex1endophytestech3oomycetes
GR4B2bio2tp1apex1endophytestech4oomycetes	ITS1o_72	GR4	B2	bio2	tp1	apex1	endophytes	tech4	oomycetes	apex1_endophytes	apex1_tp1	endophytes_tp1	apex1_endophytes_tp1	B2_bio2	GR4B2bio2tp1apex1endophytestech4oomycetes
GR4B2bio2tp1apex2endophytestech1oomycetes	ITS1o_73	GR4	B2	bio2	tp1	apex2	endophytes	tech1	oomycetes	apex2_endophytes	apex2_tp1	endophytes_tp1	apex2_endophytes_tp1	B2_bio2	GR4B2bio2tp1apex2endophytestech1oomycetes
GR4B2bio2tp1apex2endophytestech2oomycetes	ITS1o_74	GR4	B2	bio2	tp1	apex2	endophytes	tech2	oomycetes	apex2_endophytes	apex2_tp1	endophytes_tp1	apex2_endophytes_tp1	B2_bio2	GR4B2bio2tp1apex2endophytestech2oomycetes
GR4B2bio2tp1apex2endophytestech3oomycetes	ITS1o_75	GR4	B2	bio2	tp1	apex2	endophytes	tech3	oomycetes	apex2_endophytes	apex2_tp1	endophytes_tp1	apex2_endophytes_tp1	B2_bio2	GR4B2bio2tp1apex2endophytestech3oomycetes
GR4B2bio2tp1apex2endophytestech4oomycetes	ITS1o_76	GR4	B2	bio2	tp1	apex2	endophytes	tech4	oomycetes	apex2_endophytes	apex2_tp1	endophytes_tp1	apex2_endophytes_tp1	B2_bio2	GR4B2bio2tp1apex2endophytestech4oomycetes
GR4B2bio2tp1apex3endophytestech1oomycetes	ITS1o_77	GR4	B2	bio2	tp1	apex3	endophytes	tech1	oomycetes	apex3_endophytes	apex3_tp1	endophytes_tp1	apex3_endophytes_tp1	B2_bio2	GR4B2bio2tp1apex3endophytestech1oomycetes
GR4B2bio2tp1apex3endophytestech2oomycetes	ITS1o_78	GR4	B2	bio2	tp1	apex3	endophytes	tech2	oomycetes	apex3_endophytes	apex3_tp1	endophytes_tp1	apex3_endophytes_tp1	B2_bio2	GR4B2bio2tp1apex3endophytestech2oomycetes
GR4B2bio2tp1apex3endophytestech3oomycetes	ITS1o_79	GR4	B2	bio2	tp1	apex3	endophytes	tech3	oomycetes	apex3_endophytes	apex3_tp1	endophytes_tp1	apex3_endophytes_tp1	B2_bio2	GR4B2bio2tp1apex3endophytestech3oomycetes
GR4B2bio2tp1apex3endophytestech4oomycetes	ITS1o_80	GR4	B2	bio2	tp1	apex3	endophytes	tech4	oomycetes	apex3_endophytes	apex3_tp1	endophytes_tp1	apex3_endophytes_tp1	B2_bio2	GR4B2bio2tp1apex3endophytestech4oomycetes
GR4B2bio2tp1bri301endophytestech1oomycetes	ITS1o_81	GR4	B2	bio2	tp1	bri301	endophytes	tech1	oomycetes	bri301_endophytes	bri301_tp1	endophytes_tp1	bri301_endophytes_tp1	B2_bio2	GR4B2bio2tp1bri301endophytestech1oomycetes
GR4B2bio2tp1bri301endophytestech2oomycetes	ITS1o_82	GR4	B2	bio2	tp1	bri301	endophytes	tech2	oomycetes	bri301_endophytes	bri301_tp1	endophytes_tp1	bri301_endophytes_tp1	B2_bio2	GR4B2bio2tp1bri301endophytestech2oomycetes
GR4B2bio2tp1bri301endophytestech3oomycetes	ITS1o_83	GR4	B2	bio2	tp1	bri301	endophytes	tech3	oomycetes	bri301_endophytes	bri301_tp1	endophytes_tp1	bri301_endophytes_tp1	B2_bio2	GR4B2bio2tp1bri301endophytestech3oomycetes
GR4B2bio2tp1bri301endophytestech4oomycetes	ITS1o_84	GR4	B2	bio2	tp1	bri301	endophytes	tech4	oomycetes	bri301_endophytes	bri301_tp1	endophytes_tp1	bri301_endophytes_tp1	B2_bio2	GR4B2bio2tp1bri301endophytestech4oomycetes
GR4B2bio2tp135SBRIendophytestech1oomycetes	ITS1o_85	GR4	B2	bio2	tp1	35SBRI	endophytes	tech1	oomycetes	35SBRI_endophytes	35SBRI_tp1	endophytes_tp1	35SBRI_endophytes_tp1	B2_bio2	GR4B2bio2tp135SBRIendophytestech1oomycetes
GR4B2bio2tp135SBRIendophytestech2oomycetes	ITS1o_86	GR4	B2	bio2	tp1	35SBRI	endophytes	tech2	oomycetes	35SBRI_endophytes	35SBRI_tp1	endophytes_tp1	35SBRI_endophytes_tp1	B2_bio2	GR4B2bio2tp135SBRIendophytestech2oomycetes
GR4B2bio2tp135SBRIendophytestech3oomycetes	ITS1o_87	GR4	B2	bio2	tp1	35SBRI	endophytes	tech3	oomycetes	35SBRI_endophytes	35SBRI_tp1	endophytes_tp1	35SBRI_endophytes_tp1	B2_bio2	GR4B2bio2tp135SBRIendophytestech3oomycetes
GR4B2bio2tp135SBRIendophytestech4oomycetes	ITS1o_88	GR4	B2	bio2	tp1	35SBRI	endophytes	tech4	oomycetes	35SBRI_endophytes	35SBRI_tp1	endophytes_tp1	35SBRI_endophytes_tp1	B2_bio2	GR4B2bio2tp135SBRIendophytestech4oomycetes
GR5B2bio1tp2WT_newendophytestech1oomycetes	ITS1o_1	GR5	B2	bio1	tp2	WT_new	endophytes	tech1	oomycetes	WT_new_endophytes	WT_new_tp2	endophytes_tp2	WT_new_endophytes_tp2	B2_bio1	GR5B2bio1tp2WT_newendophytestech1oomycetes
GR5B2bio1tp2WT_newendophytestech2oomycetes	ITS1o_2	GR5	B2	bio1	tp2	WT_new	endophytes	tech2	oomycetes	WT_new_endophytes	WT_new_tp2	endophytes_tp2	WT_new_endophytes_tp2	B2_bio1	GR5B2bio1tp2WT_newendophytestech2oomycetes
GR5B2bio1tp2WT_newendophytestech3oomycetes	ITS1o_3	GR5	B2	bio1	tp2	WT_new	endophytes	tech3	oomycetes	WT_new_endophytes	WT_new_tp2	endophytes_tp2	WT_new_endophytes_tp2	B2_bio1	GR5B2bio1tp2WT_newendophytestech3oomycetes
GR5B2bio1tp2WT_newendophytestech4oomycetes	ITS1o_4	GR5	B2	bio1	tp2	WT_new	endophytes	tech4	oomycetes	WT_new_endophytes	WT_new_tp2	endophytes_tp2	WT_new_endophytes_tp2	B2_bio1	GR5B2bio1tp2WT_newendophytestech4oomycetes
GR5B2bio1tp2wrky33endophytestech1oomycetes	ITS1o_5	GR5	B2	bio1	tp2	wrky33	endophytes	tech1	oomycetes	wrky33_endophytes	wrky33_tp2	endophytes_tp2	wrky33_endophytes_tp2	B2_bio1	GR5B2bio1tp2wrky33endophytestech1oomycetes
GR5B2bio1tp2wrky33endophytestech2oomycetes	ITS1o_6	GR5	B2	bio1	tp2	wrky33	endophytes	tech2	oomycetes	wrky33_endophytes	wrky33_tp2	endophytes_tp2	wrky33_endophytes_tp2	B2_bio1	GR5B2bio1tp2wrky33endophytestech2oomycetes
GR5B2bio1tp2wrky33endophytestech3oomycetes	ITS1o_7	GR5	B2	bio1	tp2	wrky33	endophytes	tech3	oomycetes	wrky33_endophytes	wrky33_tp2	endophytes_tp2	wrky33_endophytes_tp2	B2_bio1	GR5B2bio1tp2wrky33endophytestech3oomycetes
GR5B2bio1tp2wrky33endophytestech4oomycetes	ITS1o_8	GR5	B2	bio1	tp2	wrky33	endophytes	tech4	oomycetes	wrky33_endophytes	wrky33_tp2	endophytes_tp2	wrky33_endophytes_tp2	B2_bio1	GR5B2bio1tp2wrky33endophytestech4oomycetes
GR5B2bio1tp2wrky40endophytestech1oomycetes	ITS1o_9	GR5	B2	bio1	tp2	wrky40	endophytes	tech1	oomycetes	wrky40_endophytes	wrky40_tp2	endophytes_tp2	wrky40_endophytes_tp2	B2_bio1	GR5B2bio1tp2wrky40endophytestech1oomycetes
GR5B2bio1tp2wrky40endophytestech2oomycetes	ITS1o_10	GR5	B2	bio1	tp2	wrky40	endophytes	tech2	oomycetes	wrky40_endophytes	wrky40_tp2	endophytes_tp2	wrky40_endophytes_tp2	B2_bio1	GR5B2bio1tp2wrky40endophytestech2oomycetes
GR5B2bio1tp2wrky40endophytestech3oomycetes	ITS1o_11	GR5	B2	bio1	tp2	wrky40	endophytes	tech3	oomycetes	wrky40_endophytes	wrky40_tp2	endophytes_tp2	wrky40_endophytes_tp2	B2_bio1	GR5B2bio1tp2wrky40endophytestech3oomycetes
GR5B2bio1tp2wrky40endophytestech4oomycetes	ITS1o_12	GR5	B2	bio1	tp2	wrky40	endophytes	tech4	oomycetes	wrky40_endophytes	wrky40_tp2	endophytes_tp2	wrky40_endophytes_tp2	B2_bio1	GR5B2bio1tp2wrky40endophytestech4oomycetes
GR5B2bio1tp2lyk5endophytestech1oomycetes	ITS1o_13	GR5	B2	bio1	tp2	lyk5	endophytes	tech1	oomycetes	lyk5_endophytes	lyk5_tp2	endophytes_tp2	lyk5_endophytes_tp2	B2_bio1	GR5B2bio1tp2lyk5endophytestech1oomycetes
GR5B2bio1tp2lyk5endophytestech2oomycetes	ITS1o_14	GR5	B2	bio1	tp2	lyk5	endophytes	tech2	oomycetes	lyk5_endophytes	lyk5_tp2	endophytes_tp2	lyk5_endophytes_tp2	B2_bio1	GR5B2bio1tp2lyk5endophytestech2oomycetes
GR5B2bio1tp2lyk5endophytestech3oomycetes	ITS1o_15	GR5	B2	bio1	tp2	lyk5	endophytes	tech3	oomycetes	lyk5_endophytes	lyk5_tp2	endophytes_tp2	lyk5_endophytes_tp2	B2_bio1	GR5B2bio1tp2lyk5endophytestech3oomycetes
GR5B2bio1tp2lyk5endophytestech4oomycetes	ITS1o_16	GR5	B2	bio1	tp2	lyk5	endophytes	tech4	oomycetes	lyk5_endophytes	lyk5_tp2	endophytes_tp2	lyk5_endophytes_tp2	B2_bio1	GR5B2bio1tp2lyk5endophytestech4oomycetes
GR5B2bio1tp2bbcendophytestech1oomycetes	ITS1o_17	GR5	B2	bio1	tp2	bbc	endophytes	tech1	oomycetes	bbc_endophytes	bbc_tp2	endophytes_tp2	bbc_endophytes_tp2	B2_bio1	GR5B2bio1tp2bbcendophytestech1oomycetes
GR5B2bio1tp2bbcendophytestech2oomycetes	ITS1o_18	GR5	B2	bio1	tp2	bbc	endophytes	tech2	oomycetes	bbc_endophytes	bbc_tp2	endophytes_tp2	bbc_endophytes_tp2	B2_bio1	GR5B2bio1tp2bbcendophytestech2oomycetes
GR5B2bio1tp2bbcendophytestech3oomycetes	ITS1o_19	GR5	B2	bio1	tp2	bbc	endophytes	tech3	oomycetes	bbc_endophytes	bbc_tp2	endophytes_tp2	bbc_endophytes_tp2	B2_bio1	GR5B2bio1tp2bbcendophytestech3oomycetes
GR5B2bio1tp2bbcendophytestech4oomycetes	ITS1o_20	GR5	B2	bio1	tp2	bbc	endophytes	tech4	oomycetes	bbc_endophytes	bbc_tp2	endophytes_tp2	bbc_endophytes_tp2	B2_bio1	GR5B2bio1tp2bbcendophytestech4oomycetes
GR5B2bio1tp2apex1endophytestech1oomycetes	ITS1o_21	GR5	B2	bio1	tp2	apex1	endophytes	tech1	oomycetes	apex1_endophytes	apex1_tp2	endophytes_tp2	apex1_endophytes_tp2	B2_bio1	GR5B2bio1tp2apex1endophytestech1oomycetes
GR5B2bio1tp2apex1endophytestech2oomycetes	ITS1o_22	GR5	B2	bio1	tp2	apex1	endophytes	tech2	oomycetes	apex1_endophytes	apex1_tp2	endophytes_tp2	apex1_endophytes_tp2	B2_bio1	GR5B2bio1tp2apex1endophytestech2oomycetes
GR5B2bio1tp2apex1endophytestech3oomycetes	ITS1o_23	GR5	B2	bio1	tp2	apex1	endophytes	tech3	oomycetes	apex1_endophytes	apex1_tp2	endophytes_tp2	apex1_endophytes_tp2	B2_bio1	GR5B2bio1tp2apex1endophytestech3oomycetes
GR5B2bio1tp2apex1endophytestech4oomycetes	ITS1o_24	GR5	B2	bio1	tp2	apex1	endophytes	tech4	oomycetes	apex1_endophytes	apex1_tp2	endophytes_tp2	apex1_endophytes_tp2	B2_bio1	GR5B2bio1tp2apex1endophytestech4oomycetes
GR5B2bio1tp2apex2endophytestech1oomycetes	ITS1o_25	GR5	B2	bio1	tp2	apex2	endophytes	tech1	oomycetes	apex2_endophytes	apex2_tp2	endophytes_tp2	apex2_endophytes_tp2	B2_bio1	GR5B2bio1tp2apex2endophytestech1oomycetes
GR5B2bio1tp2apex2endophytestech2oomycetes	ITS1o_26	GR5	B2	bio1	tp2	apex2	endophytes	tech2	oomycetes	apex2_endophytes	apex2_tp2	endophytes_tp2	apex2_endophytes_tp2	B2_bio1	GR5B2bio1tp2apex2endophytestech2oomycetes
GR5B2bio1tp2apex2endophytestech3oomycetes	ITS1o_27	GR5	B2	bio1	tp2	apex2	endophytes	tech3	oomycetes	apex2_endophytes	apex2_tp2	endophytes_tp2	apex2_endophytes_tp2	B2_bio1	GR5B2bio1tp2apex2endophytestech3oomycetes
GR5B2bio1tp2apex2endophytestech4oomycetes	ITS1o_28	GR5	B2	bio1	tp2	apex2	endophytes	tech4	oomycetes	apex2_endophytes	apex2_tp2	endophytes_tp2	apex2_endophytes_tp2	B2_bio1	GR5B2bio1tp2apex2endophytestech4oomycetes
GR5B2bio1tp2apex3endophytestech1oomycetes	ITS1o_29	GR5	B2	bio1	tp2	apex3	endophytes	tech1	oomycetes	apex3_endophytes	apex3_tp2	endophytes_tp2	apex3_endophytes_tp2	B2_bio1	GR5B2bio1tp2apex3endophytestech1oomycetes
GR5B2bio1tp2apex3endophytestech2oomycetes	ITS1o_30	GR5	B2	bio1	tp2	apex3	endophytes	tech2	oomycetes	apex3_endophytes	apex3_tp2	endophytes_tp2	apex3_endophytes_tp2	B2_bio1	GR5B2bio1tp2apex3endophytestech2oomycetes
GR5B2bio1tp2apex3endophytestech3oomycetes	ITS1o_31	GR5	B2	bio1	tp2	apex3	endophytes	tech3	oomycetes	apex3_endophytes	apex3_tp2	endophytes_tp2	apex3_endophytes_tp2	B2_bio1	GR5B2bio1tp2apex3endophytestech3oomycetes
GR5B2bio1tp2apex3endophytestech4oomycetes	ITS1o_32	GR5	B2	bio1	tp2	apex3	endophytes	tech4	oomycetes	apex3_endophytes	apex3_tp2	endophytes_tp2	apex3_endophytes_tp2	B2_bio1	GR5B2bio1tp2apex3endophytestech4oomycetes
GR5B2bio1tp2bri301endophytestech1oomycetes	ITS1o_33	GR5	B2	bio1	tp2	bri301	endophytes	tech1	oomycetes	bri301_endophytes	bri301_tp2	endophytes_tp2	bri301_endophytes_tp2	B2_bio1	GR5B2bio1tp2bri301endophytestech1oomycetes
GR5B2bio1tp2bri301endophytestech2oomycetes	ITS1o_34	GR5	B2	bio1	tp2	bri301	endophytes	tech2	oomycetes	bri301_endophytes	bri301_tp2	endophytes_tp2	bri301_endophytes_tp2	B2_bio1	GR5B2bio1tp2bri301endophytestech2oomycetes
GR5B2bio1tp2bri301endophytestech3oomycetes	ITS1o_35	GR5	B2	bio1	tp2	bri301	endophytes	tech3	oomycetes	bri301_endophytes	bri301_tp2	endophytes_tp2	bri301_endophytes_tp2	B2_bio1	GR5B2bio1tp2bri301endophytestech3oomycetes
GR5B2bio1tp2bri301endophytestech4oomycetes	ITS1o_36	GR5	B2	bio1	tp2	bri301	endophytes	tech4	oomycetes	bri301_endophytes	bri301_tp2	endophytes_tp2	bri301_endophytes_tp2	B2_bio1	GR5B2bio1tp2bri301endophytestech4oomycetes
