location	experiment	biological	time_point	genotype	technical	plant_nr	genotype_time	FW
greenhouse	B2	bio1	tp2	apex1	tech3	3	apex1_tp2b	0.275
greenhouse	B2	bio1	tp2	apex1	tech3	4	apex1_tp2b	0.24
greenhouse	B2	bio1	tp2	apex1	tech3	5	apex1_tp2b	0.179
greenhouse	B2	bio1	tp2	apex1	tech4	1	apex1_tp2b	0.136
greenhouse	B2	bio1	tp2	apex1	tech4	2	apex1_tp2b	0.275
greenhouse	B2	bio1	tp2	apex1	tech4	3	apex1_tp2b	0.217
greenhouse	B2	bio1	tp2	apex1	tech4	4	apex1_tp2b	0.308
greenhouse	B2	bio1	tp2	apex1	tech4	5	apex1_tp2b	0.135
greenhouse	B2	bio1	tp2	apex2	tech1	1	apex2_tp2b	0.184
greenhouse	B2	bio1	tp2	apex2	tech1	2	apex2_tp2b	0.178
greenhouse	B2	bio1	tp2	apex2	tech1	3	apex2_tp2b	0.461
greenhouse	B2	bio1	tp2	apex2	tech1	4	apex2_tp2b	0.163
greenhouse	B2	bio1	tp2	apex2	tech1	5	apex2_tp2b	0.197
greenhouse	B2	bio1	tp2	apex2	tech2	1	apex2_tp2b	0.192
greenhouse	B2	bio1	tp2	apex2	tech2	2	apex2_tp2b	0.36
greenhouse	B2	bio1	tp2	apex2	tech2	3	apex2_tp2b	0.2
greenhouse	B2	bio1	tp2	apex2	tech2	4	apex2_tp2b	0.209
greenhouse	B2	bio1	tp2	apex2	tech2	5	apex2_tp2b	0.163
greenhouse	B2	bio1	tp2	apex2	tech3	1	apex2_tp2b	0.267
greenhouse	B2	bio1	tp2	apex2	tech3	2	apex2_tp2b	0.238
greenhouse	B2	bio1	tp2	apex2	tech3	3	apex2_tp2b	0.18
greenhouse	B2	bio1	tp2	apex2	tech3	4	apex2_tp2b	0.147
greenhouse	B2	bio1	tp2	apex2	tech3	5	apex2_tp2b	0.246
greenhouse	B2	bio1	tp2	apex2	tech4	1	apex2_tp2b	0.18
greenhouse	B2	bio1	tp2	apex2	tech4	2	apex2_tp2b	0.313
greenhouse	B2	bio1	tp2	apex2	tech4	3	apex2_tp2b	0.292
greenhouse	B2	bio1	tp2	apex2	tech4	4	apex2_tp2b	0.229
greenhouse	B2	bio1	tp2	apex2	tech4	5	apex2_tp2b	0.258
greenhouse	B2	bio1	tp2	apex3	tech1	1	apex3_tp2b	0.24
greenhouse	B2	bio1	tp2	apex3	tech1	2	apex3_tp2b	0.239
greenhouse	B2	bio1	tp2	apex3	tech1	3	apex3_tp2b	0.255
greenhouse	B2	bio1	tp2	apex3	tech1	4	apex3_tp2b	0.216
greenhouse	B2	bio1	tp2	apex3	tech1	5	apex3_tp2b	0.203
greenhouse	B2	bio1	tp2	apex3	tech2	1	apex3_tp2b	0.22
greenhouse	B2	bio1	tp2	apex3	tech2	2	apex3_tp2b	0.28
greenhouse	B2	bio1	tp2	apex3	tech2	3	apex3_tp2b	0.143
greenhouse	B2	bio1	tp2	apex3	tech2	4	apex3_tp2b	0.157
greenhouse	B2	bio1	tp2	apex3	tech2	5	apex3_tp2b	0.205
greenhouse	B2	bio1	tp2	apex3	tech3	1	apex3_tp2b	0.213
greenhouse	B2	bio1	tp2	apex3	tech3	2	apex3_tp2b	0.112
greenhouse	B2	bio1	tp2	apex3	tech3	3	apex3_tp2b	0.142
greenhouse	B2	bio1	tp2	apex3	tech3	4	apex3_tp2b	0.095
greenhouse	B2	bio1	tp2	apex3	tech3	5	apex3_tp2b	0.185
greenhouse	B2	bio1	tp2	apex3	tech4	1	apex3_tp2b	0.294
greenhouse	B2	bio1	tp2	apex3	tech4	2	apex3_tp2b	0.122
greenhouse	B2	bio1	tp2	apex3	tech4	3	apex3_tp2b	0.159
greenhouse	B2	bio1	tp2	apex3	tech4	4	apex3_tp2b	0.2
greenhouse	B2	bio1	tp2	apex3	tech4	5	apex3_tp2b	0.343
greenhouse	B2	bio1	tp2	bri301	tech1	1	bri301_tp2b	0.259
greenhouse	B2	bio1	tp2	bri301	tech1	2	bri301_tp2b	0.237
greenhouse	B2	bio1	tp2	bri301	tech1	3	bri301_tp2b	0.186
greenhouse	B2	bio1	tp2	bri301	tech1	4	bri301_tp2b	0.144
greenhouse	B2	bio1	tp2	bri301	tech1	5	bri301_tp2b	0.177
greenhouse	B2	bio1	tp2	bri301	tech2	1	bri301_tp2b	0.144
greenhouse	B2	bio1	tp2	bri301	tech2	2	bri301_tp2b	0.157
greenhouse	B2	bio1	tp2	bri301	tech2	3	bri301_tp2b	0.273
greenhouse	B2	bio1	tp2	bri301	tech2	4	bri301_tp2b	0.303
greenhouse	B2	bio1	tp2	bri301	tech2	5	bri301_tp2b	0.195
greenhouse	B2	bio1	tp2	bri301	tech3	1	bri301_tp2b	0.161
greenhouse	B2	bio1	tp2	bri301	tech3	2	bri301_tp2b	0.198
greenhouse	B2	bio1	tp2	bri301	tech3	3	bri301_tp2b	0.238
greenhouse	B2	bio1	tp2	bri301	tech3	4	bri301_tp2b	0.145
greenhouse	B2	bio1	tp2	bri301	tech3	5	bri301_tp2b	0.216
greenhouse	B2	bio1	tp2	bri301	tech4	1	bri301_tp2b	0.304
greenhouse	B2	bio1	tp2	bri301	tech4	2	bri301_tp2b	0.18
greenhouse	B2	bio1	tp2	bri301	tech4	3	bri301_tp2b	0.171
greenhouse	B2	bio1	tp2	bri301	tech4	4	bri301_tp2b	0.198
greenhouse	B2	bio1	tp2	bri301	tech4	5	bri301_tp2b	0.226
greenhouse	B2	bio1	tp2	35SBRI	tech1	1	35SBRI_tp2b	0.152
greenhouse	B2	bio1	tp2	35SBRI	tech1	2	35SBRI_tp2b	0.437
greenhouse	B2	bio1	tp2	35SBRI	tech1	3	35SBRI_tp2b	0.106
greenhouse	B2	bio1	tp2	35SBRI	tech1	4	35SBRI_tp2b	0.173
greenhouse	B2	bio1	tp2	35SBRI	tech1	5	35SBRI_tp2b	0.176
greenhouse	B2	bio1	tp2	35SBRI	tech2	1	35SBRI_tp2b	0.212
greenhouse	B2	bio1	tp2	35SBRI	tech2	2	35SBRI_tp2b	0.307
greenhouse	B2	bio1	tp2	35SBRI	tech2	3	35SBRI_tp2b	0.194
greenhouse	B2	bio1	tp2	35SBRI	tech2	4	35SBRI_tp2b	0.399
greenhouse	B2	bio1	tp2	35SBRI	tech2	5	35SBRI_tp2b	0.194
greenhouse	B2	bio1	tp2	35SBRI	tech3	1	35SBRI_tp2b	0.329
greenhouse	B2	bio1	tp2	35SBRI	tech3	2	35SBRI_tp2b	0.334
greenhouse	B2	bio1	tp2	35SBRI	tech3	3	35SBRI_tp2b	0.11
greenhouse	B2	bio1	tp2	35SBRI	tech3	4	35SBRI_tp2b	0.14
greenhouse	B2	bio1	tp2	35SBRI	tech3	5	35SBRI_tp2b	
greenhouse	B2	bio1	tp2	35SBRI	tech4	1	35SBRI_tp2b	0.434
greenhouse	B2	bio1	tp2	35SBRI	tech4	2	35SBRI_tp2b	0.066
greenhouse	B2	bio1	tp2	35SBRI	tech4	3	35SBRI_tp2b	0.212
greenhouse	B2	bio1	tp2	35SBRI	tech4	4	35SBRI_tp2b	0.117
greenhouse	B2	bio1	tp2	35SBRI	tech4	5	35SBRI_tp2b	0.261
greenhouse	B2	bio2	tp1	WT2	tech1	1	WT_tp1b	0.0335
greenhouse	B2	bio2	tp1	WT2	tech1	2	WT_tp1b	0.0198
greenhouse	B2	bio2	tp1	WT2	tech1	3	WT_tp1b	0.0114
greenhouse	B2	bio2	tp1	WT2	tech1	4	WT_tp1b	0.022
greenhouse	B2	bio2	tp1	WT2	tech1	5	WT_tp1b	0.0344
greenhouse	B2	bio2	tp1	WT2	tech2	1	WT_tp1b	0.043
greenhouse	B2	bio2	tp1	WT2	tech2	2	WT_tp1b	0.0263
greenhouse	B2	bio2	tp1	WT2	tech2	3	WT_tp1b	0.0276
greenhouse	B2	bio2	tp1	WT2	tech2	4	WT_tp1b	0.0183
greenhouse	B2	bio2	tp1	WT2	tech2	5	WT_tp1b	0.0266
greenhouse	B2	bio2	tp1	WT2	tech3	1	WT_tp1b	0.024
greenhouse	B2	bio2	tp1	WT2	tech3	2	WT_tp1b	0.033
greenhouse	B2	bio2	tp1	WT2	tech3	3	WT_tp1b	0.0268
greenhouse	B2	bio2	tp1	WT2	tech3	4	WT_tp1b	0.0274
greenhouse	B2	bio2	tp1	WT2	tech3	5	WT_tp1b	0.0175
greenhouse	B2	bio2	tp1	WT2	tech4	1	WT_tp1b	0.0391
greenhouse	B2	bio2	tp1	WT2	tech4	2	WT_tp1b	0.0178
greenhouse	B2	bio2	tp1	WT2	tech4	3	WT_tp1b	0.0298
greenhouse	B2	bio2	tp1	WT2	tech4	4	WT_tp1b	0.0227
greenhouse	B2	bio2	tp1	WT2	tech4	5	WT_tp1b	0.0288
greenhouse	B2	bio2	tp1	wrky33	tech1	1	wrky33_tp1b	0.0457
greenhouse	B2	bio2	tp1	wrky33	tech1	2	wrky33_tp1b	0.0234
greenhouse	B2	bio2	tp1	wrky33	tech1	3	wrky33_tp1b	0.0353
greenhouse	B2	bio2	tp1	wrky33	tech1	4	wrky33_tp1b	0.0277
greenhouse	B2	bio2	tp1	wrky33	tech1	5	wrky33_tp1b	0.022
greenhouse	B2	bio2	tp1	wrky33	tech2	1	wrky33_tp1b	0.0777
greenhouse	B2	bio2	tp1	wrky33	tech2	2	wrky33_tp1b	0.0308
greenhouse	B2	bio2	tp1	wrky33	tech2	3	wrky33_tp1b	0.047
greenhouse	B2	bio2	tp1	wrky33	tech2	4	wrky33_tp1b	0.035
greenhouse	B2	bio2	tp1	wrky33	tech2	5	wrky33_tp1b	0.0447
greenhouse	B2	bio2	tp1	wrky33	tech3	1	wrky33_tp1b	0.0256
greenhouse	B2	bio2	tp1	wrky33	tech3	2	wrky33_tp1b	0.0099
greenhouse	B2	bio2	tp1	wrky33	tech3	3	wrky33_tp1b	0.02
greenhouse	B2	bio2	tp1	wrky33	tech3	4	wrky33_tp1b	0.0208
greenhouse	B2	bio2	tp1	wrky33	tech3	5	wrky33_tp1b	0.0215
greenhouse	B2	bio2	tp1	wrky33	tech4	1	wrky33_tp1b	0.0308
greenhouse	B2	bio2	tp1	wrky33	tech4	2	wrky33_tp1b	0.0336
greenhouse	B2	bio2	tp1	wrky33	tech4	3	wrky33_tp1b	0.03
greenhouse	B2	bio2	tp1	wrky33	tech4	4	wrky33_tp1b	0.0493
greenhouse	B2	bio2	tp1	wrky33	tech4	5	wrky33_tp1b	0.0234
greenhouse	B2	bio2	tp1	wrky40	tech1	1	wrky40_tp1b	0.0445
greenhouse	B2	bio2	tp1	wrky40	tech1	2	wrky40_tp1b	0.0327
greenhouse	B2	bio2	tp1	wrky40	tech1	3	wrky40_tp1b	0.0287
greenhouse	B2	bio2	tp1	wrky40	tech1	4	wrky40_tp1b	0.0418
greenhouse	B2	bio2	tp1	wrky40	tech1	5	wrky40_tp1b	0.0266
greenhouse	B2	bio2	tp1	wrky40	tech2	1	wrky40_tp1b	0.0287
greenhouse	B2	bio2	tp1	wrky40	tech2	2	wrky40_tp1b	0.0193
greenhouse	B2	bio2	tp1	wrky40	tech2	3	wrky40_tp1b	0.027
greenhouse	B2	bio2	tp1	wrky40	tech2	4	wrky40_tp1b	0.0272
greenhouse	B2	bio2	tp1	wrky40	tech2	5	wrky40_tp1b	0.0151
greenhouse	B2	bio2	tp1	wrky40	tech3	1	wrky40_tp1b	0.0405
greenhouse	B2	bio2	tp1	wrky40	tech3	2	wrky40_tp1b	0.0231
greenhouse	B2	bio2	tp1	wrky40	tech3	3	wrky40_tp1b	0.0365
greenhouse	B2	bio2	tp1	wrky40	tech3	4	wrky40_tp1b	0.0321
greenhouse	B2	bio2	tp1	wrky40	tech3	5	wrky40_tp1b	0.0258
greenhouse	B2	bio2	tp1	wrky40	tech4	1	wrky40_tp1b	0.0134
greenhouse	B2	bio2	tp1	wrky40	tech4	2	wrky40_tp1b	0.0181
greenhouse	B2	bio2	tp1	wrky40	tech4	3	wrky40_tp1b	0.0238
greenhouse	B2	bio2	tp1	wrky40	tech4	4	wrky40_tp1b	0.0175
greenhouse	B2	bio2	tp1	wrky40	tech4	5	wrky40_tp1b	0.0284
greenhouse	B2	bio2	tp1	lyk5	tech1	1	lyk5_tp1b	0.0391
greenhouse	B2	bio2	tp1	lyk5	tech1	2	lyk5_tp1b	0.0278
greenhouse	B2	bio2	tp1	lyk5	tech1	3	lyk5_tp1b	0.028
greenhouse	B2	bio2	tp1	lyk5	tech1	4	lyk5_tp1b	0.0313
greenhouse	B2	bio2	tp1	lyk5	tech1	5	lyk5_tp1b	0.0202
greenhouse	B2	bio2	tp1	lyk5	tech2	1	lyk5_tp1b	0.0377
greenhouse	B2	bio2	tp1	lyk5	tech2	2	lyk5_tp1b	0.051
greenhouse	B2	bio2	tp1	lyk5	tech2	3	lyk5_tp1b	0.0198
greenhouse	B2	bio2	tp1	lyk5	tech2	4	lyk5_tp1b	0.0234
greenhouse	B2	bio2	tp1	lyk5	tech2	5	lyk5_tp1b	0.0333
greenhouse	B2	bio2	tp1	lyk5	tech3	1	lyk5_tp1b	0.0239
greenhouse	B2	bio2	tp1	lyk5	tech3	2	lyk5_tp1b	0.0223
greenhouse	B2	bio2	tp1	lyk5	tech3	3	lyk5_tp1b	0.0184
greenhouse	B2	bio2	tp1	lyk5	tech3	4	lyk5_tp1b	0.0332
greenhouse	B2	bio2	tp1	lyk5	tech3	5	lyk5_tp1b	0.0375
greenhouse	B2	bio2	tp1	lyk5	tech4	1	lyk5_tp1b	0.0254
greenhouse	B2	bio2	tp1	lyk5	tech4	2	lyk5_tp1b	0.029
greenhouse	B2	bio2	tp1	lyk5	tech4	3	lyk5_tp1b	0.0447
greenhouse	B2	bio2	tp1	lyk5	tech4	4	lyk5_tp1b	0.0122
greenhouse	B2	bio2	tp1	lyk5	tech4	5	lyk5_tp1b	
greenhouse	B2	bio2	tp1	bak1bkk1cerk1	tech1	1	bak1bkk1cerk1_tp1b	0.0305
greenhouse	B2	bio2	tp1	bak1bkk1cerk1	tech1	2	bak1bkk1cerk1_tp1b	0.0379
greenhouse	B2	bio2	tp1	bak1bkk1cerk1	tech1	3	bak1bkk1cerk1_tp1b	0.0251
greenhouse	B2	bio2	tp1	bak1bkk1cerk1	tech1	4	bak1bkk1cerk1_tp1b	0.0229
greenhouse	B2	bio2	tp1	bak1bkk1cerk1	tech1	5	bak1bkk1cerk1_tp1b	0.0207
greenhouse	B2	bio2	tp1	bak1bkk1cerk1	tech2	1	bak1bkk1cerk1_tp1b	0.0385
greenhouse	B2	bio2	tp1	bak1bkk1cerk1	tech2	2	bak1bkk1cerk1_tp1b	0.0321
greenhouse	B2	bio2	tp1	bak1bkk1cerk1	tech2	3	bak1bkk1cerk1_tp1b	0.0302
greenhouse	B2	bio2	tp1	bak1bkk1cerk1	tech2	4	bak1bkk1cerk1_tp1b	0.0415
greenhouse	B2	bio2	tp1	bak1bkk1cerk1	tech2	5	bak1bkk1cerk1_tp1b	0.0374
greenhouse	B2	bio2	tp1	bak1bkk1cerk1	tech3	1	bak1bkk1cerk1_tp1b	0.0253
greenhouse	B2	bio2	tp1	bak1bkk1cerk1	tech3	2	bak1bkk1cerk1_tp1b	0.0285
greenhouse	B2	bio2	tp1	bak1bkk1cerk1	tech3	3	bak1bkk1cerk1_tp1b	0.0308
greenhouse	B2	bio2	tp1	bak1bkk1cerk1	tech3	4	bak1bkk1cerk1_tp1b	0.0268
greenhouse	B2	bio2	tp1	bak1bkk1cerk1	tech3	5	bak1bkk1cerk1_tp1b	0.0409
greenhouse	B2	bio2	tp1	bak1bkk1cerk1	tech4	1	bak1bkk1cerk1_tp1b	0.038
greenhouse	B2	bio2	tp1	bak1bkk1cerk1	tech4	2	bak1bkk1cerk1_tp1b	0.0314
greenhouse	B2	bio2	tp1	bak1bkk1cerk1	tech4	3	bak1bkk1cerk1_tp1b	0.0351
greenhouse	B2	bio2	tp1	bak1bkk1cerk1	tech4	4	bak1bkk1cerk1_tp1b	0.0273
greenhouse	B2	bio2	tp1	bak1bkk1cerk1	tech4	5	bak1bkk1cerk1_tp1b	0.0256
greenhouse	B2	bio2	tp1	apex1	tech1	1	apex1_tp1b	0.0413
greenhouse	B2	bio2	tp1	apex1	tech1	2	apex1_tp1b	0.0352
greenhouse	B2	bio2	tp1	apex1	tech1	3	apex1_tp1b	0.0236
greenhouse	B2	bio2	tp1	apex1	tech1	4	apex1_tp1b	0.0289
greenhouse	B2	bio2	tp1	apex1	tech1	5	apex1_tp1b	0.0369
greenhouse	B2	bio2	tp1	apex1	tech2	1	apex1_tp1b	0.0394
greenhouse	B2	bio2	tp1	apex1	tech2	2	apex1_tp1b	0.0354
greenhouse	B2	bio2	tp1	apex1	tech2	3	apex1_tp1b	0.0202
greenhouse	B2	bio2	tp1	apex1	tech2	4	apex1_tp1b	0.0213
greenhouse	B2	bio2	tp1	apex1	tech2	5	apex1_tp1b	0.0431
greenhouse	B2	bio2	tp1	apex1	tech3	1	apex1_tp1b	0.0177
greenhouse	B2	bio2	tp1	apex1	tech3	2	apex1_tp1b	0.0118
greenhouse	B2	bio2	tp1	apex1	tech3	3	apex1_tp1b	0.0229
greenhouse	B2	bio2	tp1	apex1	tech3	4	apex1_tp1b	0.0158
greenhouse	B2	bio2	tp1	apex1	tech3	5	apex1_tp1b	0.0208
greenhouse	B2	bio2	tp1	apex1	tech4	1	apex1_tp1b	0.0175
greenhouse	B2	bio2	tp1	apex1	tech4	2	apex1_tp1b	0.0226
greenhouse	B2	bio2	tp1	apex1	tech4	3	apex1_tp1b	0.0285
greenhouse	B2	bio2	tp1	apex1	tech4	4	apex1_tp1b	0.0166
greenhouse	B2	bio2	tp1	apex1	tech4	5	apex1_tp1b	0.0251
greenhouse	B2	bio2	tp1	apex2	tech1	1	apex2_tp1b	0.0317
greenhouse	B2	bio2	tp1	apex2	tech1	2	apex2_tp1b	0.0231
greenhouse	B2	bio2	tp1	apex2	tech1	3	apex2_tp1b	0.0151
greenhouse	B2	bio2	tp1	apex2	tech1	4	apex2_tp1b	0.044
greenhouse	B2	bio2	tp1	apex2	tech1	5	apex2_tp1b	0.0128
greenhouse	B2	bio2	tp1	apex2	tech2	1	apex2_tp1b	0.023
greenhouse	B2	bio2	tp1	apex2	tech2	2	apex2_tp1b	0.0271
greenhouse	B2	bio2	tp1	apex2	tech2	3	apex2_tp1b	0.0301
greenhouse	B2	bio2	tp1	apex2	tech2	4	apex2_tp1b	0.0152
greenhouse	B2	bio2	tp1	apex2	tech2	5	apex2_tp1b	0.0187
greenhouse	B2	bio2	tp1	apex2	tech3	1	apex2_tp1b	0.0257
greenhouse	B2	bio2	tp1	apex2	tech3	2	apex2_tp1b	0.0187
greenhouse	B2	bio2	tp1	apex2	tech3	3	apex2_tp1b	0.0241
greenhouse	B2	bio2	tp1	apex2	tech3	4	apex2_tp1b	0.0275
greenhouse	B2	bio2	tp1	apex2	tech3	5	apex2_tp1b	0.0414
greenhouse	B2	bio2	tp1	apex2	tech4	1	apex2_tp1b	0.0193
greenhouse	B2	bio2	tp1	apex2	tech4	2	apex2_tp1b	0.0183
greenhouse	B2	bio2	tp1	apex2	tech4	3	apex2_tp1b	0.0183
greenhouse	B2	bio2	tp1	apex2	tech4	4	apex2_tp1b	0.0194
greenhouse	B2	bio2	tp1	apex2	tech4	5	apex2_tp1b	0.0189
greenhouse	B2	bio2	tp1	apex3	tech1	1	apex3_tp1b	0.027
greenhouse	B2	bio2	tp1	apex3	tech1	2	apex3_tp1b	0.0354
greenhouse	B2	bio2	tp1	apex3	tech1	3	apex3_tp1b	0.0255
greenhouse	B2	bio2	tp1	apex3	tech1	4	apex3_tp1b	0.0361
greenhouse	B2	bio2	tp1	apex3	tech1	5	apex3_tp1b	0.0354
greenhouse	B2	bio2	tp1	apex3	tech2	1	apex3_tp1b	0.0169
greenhouse	B2	bio2	tp1	apex3	tech2	2	apex3_tp1b	0.029
greenhouse	B2	bio2	tp1	apex3	tech2	3	apex3_tp1b	0.025
greenhouse	B2	bio2	tp1	apex3	tech2	4	apex3_tp1b	0.0351
greenhouse	B2	bio2	tp1	apex3	tech2	5	apex3_tp1b	0.011
greenhouse	B2	bio2	tp1	apex3	tech3	1	apex3_tp1b	0.0214
greenhouse	B2	bio2	tp1	apex3	tech3	2	apex3_tp1b	0.0241
greenhouse	B2	bio2	tp1	apex3	tech3	3	apex3_tp1b	0.0231
greenhouse	B2	bio2	tp1	apex3	tech3	4	apex3_tp1b	0.032
greenhouse	B2	bio2	tp1	apex3	tech3	5	apex3_tp1b	0.0243
greenhouse	B2	bio2	tp1	apex3	tech4	1	apex3_tp1b	0.0351
greenhouse	B2	bio2	tp1	apex3	tech4	2	apex3_tp1b	0.0312
greenhouse	B2	bio2	tp1	apex3	tech4	3	apex3_tp1b	0.0175
greenhouse	B2	bio2	tp1	apex3	tech4	4	apex3_tp1b	0.039
greenhouse	B2	bio2	tp1	apex3	tech4	5	apex3_tp1b	0.0366
greenhouse	B2	bio2	tp1	bri301	tech1	1	bri301_tp1b	0.0223
greenhouse	B2	bio2	tp1	bri301	tech1	2	bri301_tp1b	0.0301
greenhouse	B2	bio2	tp1	bri301	tech1	3	bri301_tp1b	0.0338
greenhouse	B2	bio2	tp1	bri301	tech1	4	bri301_tp1b	0.028
greenhouse	B2	bio2	tp1	bri301	tech1	5	bri301_tp1b	0.0196
greenhouse	B2	bio2	tp1	bri301	tech2	1	bri301_tp1b	0.0248
greenhouse	B2	bio2	tp1	bri301	tech2	2	bri301_tp1b	0.0212
greenhouse	B2	bio2	tp1	bri301	tech2	3	bri301_tp1b	0.0332
greenhouse	B2	bio2	tp1	bri301	tech2	4	bri301_tp1b	0.0147
greenhouse	B2	bio2	tp1	bri301	tech2	5	bri301_tp1b	0.0184
greenhouse	B2	bio2	tp1	bri301	tech3	1	bri301_tp1b	0.0295
greenhouse	B2	bio2	tp1	bri301	tech3	2	bri301_tp1b	0.0248
greenhouse	B2	bio2	tp1	bri301	tech3	3	bri301_tp1b	0.019
greenhouse	B2	bio2	tp1	bri301	tech3	4	bri301_tp1b	0.025
greenhouse	B2	bio2	tp1	bri301	tech3	5	bri301_tp1b	0.0233
greenhouse	B2	bio2	tp1	bri301	tech4	1	bri301_tp1b	0.0279
greenhouse	B2	bio2	tp1	bri301	tech4	2	bri301_tp1b	0.024
greenhouse	B2	bio2	tp1	bri301	tech4	3	bri301_tp1b	0.0242
greenhouse	B2	bio2	tp1	bri301	tech4	4	bri301_tp1b	0.024
greenhouse	B2	bio2	tp1	bri301	tech4	5	bri301_tp1b	0.0196
greenhouse	B2	bio2	tp1	35SBRI	tech1	1	35SBRI_tp1b	0.0231
greenhouse	B2	bio2	tp1	35SBRI	tech1	2	35SBRI_tp1b	0.0128
greenhouse	B2	bio2	tp1	35SBRI	tech1	3	35SBRI_tp1b	0.0318
greenhouse	B2	bio2	tp1	35SBRI	tech1	4	35SBRI_tp1b	0.0175
greenhouse	B2	bio2	tp1	35SBRI	tech1	5	35SBRI_tp1b	0.0171
greenhouse	B2	bio2	tp1	35SBRI	tech2	1	35SBRI_tp1b	0.0309
greenhouse	B2	bio2	tp1	35SBRI	tech2	2	35SBRI_tp1b	0.0278
greenhouse	B2	bio2	tp1	35SBRI	tech2	3	35SBRI_tp1b	0.0218
greenhouse	B2	bio2	tp1	35SBRI	tech2	4	35SBRI_tp1b	0.0127
greenhouse	B2	bio2	tp1	35SBRI	tech2	5	35SBRI_tp1b	0.0242
greenhouse	B2	bio2	tp1	35SBRI	tech3	1	35SBRI_tp1b	0.0151
greenhouse	B2	bio2	tp1	35SBRI	tech3	2	35SBRI_tp1b	0.0265
greenhouse	B2	bio2	tp1	35SBRI	tech3	3	35SBRI_tp1b	0.013
greenhouse	B2	bio2	tp1	35SBRI	tech3	4	35SBRI_tp1b	0.0166
greenhouse	B2	bio2	tp1	35SBRI	tech3	5	35SBRI_tp1b	0.0333
greenhouse	B2	bio2	tp1	35SBRI	tech4	1	35SBRI_tp1b	0.0193
greenhouse	B2	bio2	tp1	35SBRI	tech4	2	35SBRI_tp1b	0.0173
greenhouse	B2	bio2	tp1	35SBRI	tech4	3	35SBRI_tp1b	0.015
greenhouse	B2	bio2	tp1	35SBRI	tech4	4	35SBRI_tp1b	0.0144
greenhouse	B2	bio2	tp1	35SBRI	tech4	5	35SBRI_tp1b	0.0157
greenhouse	B2	bio2	tp2	WT2	tech1	1	WT_tp2b	0.041
greenhouse	B2	bio2	tp2	WT2	tech1	2	WT_tp2b	0.036
greenhouse	B2	bio2	tp2	WT2	tech1	3	WT_tp2b	0.048
greenhouse	B2	bio2	tp2	WT2	tech1	4	WT_tp2b	0.054
greenhouse	B2	bio2	tp2	WT2	tech1	5	WT_tp2b	0.024
greenhouse	B2	bio2	tp2	WT2	tech2	1	WT_tp2b	0.048
greenhouse	B2	bio2	tp2	WT2	tech2	2	WT_tp2b	0.06
greenhouse	B2	bio2	tp2	WT2	tech2	3	WT_tp2b	0.055
greenhouse	B2	bio2	tp2	WT2	tech2	4	WT_tp2b	0.042
greenhouse	B2	bio2	tp2	WT2	tech2	5	WT_tp2b	0.044
greenhouse	B2	bio2	tp2	WT2	tech3	1	WT_tp2b	0.041
greenhouse	B2	bio2	tp2	WT2	tech3	2	WT_tp2b	0.027
greenhouse	B2	bio2	tp2	WT2	tech3	3	WT_tp2b	0.081
greenhouse	B2	bio2	tp2	WT2	tech3	4	WT_tp2b	0.06
greenhouse	B2	bio2	tp2	WT2	tech3	5	WT_tp2b	0.04
greenhouse	B2	bio2	tp2	WT2	tech4	1	WT_tp2b	0.048
greenhouse	B2	bio2	tp2	WT2	tech4	2	WT_tp2b	0.042
greenhouse	B2	bio2	tp2	WT2	tech4	3	WT_tp2b	0.055
greenhouse	B2	bio2	tp2	WT2	tech4	4	WT_tp2b	0.032
greenhouse	B2	bio2	tp2	WT2	tech4	5	WT_tp2b	0.045
greenhouse	B2	bio2	tp2	wrky33	tech1	1	wrky33_tp2b	0.028
greenhouse	B2	bio2	tp2	wrky33	tech1	2	wrky33_tp2b	0.042
greenhouse	B2	bio2	tp2	wrky33	tech1	3	wrky33_tp2b	0.06
greenhouse	B2	bio2	tp2	wrky33	tech1	4	wrky33_tp2b	0.052
greenhouse	B2	bio2	tp2	wrky33	tech1	5	wrky33_tp2b	0.047
greenhouse	B2	bio2	tp2	wrky33	tech2	1	wrky33_tp2b	0.071
greenhouse	B2	bio2	tp2	wrky33	tech2	2	wrky33_tp2b	0.063
greenhouse	B2	bio2	tp2	wrky33	tech2	3	wrky33_tp2b	0.037
greenhouse	B2	bio2	tp2	wrky33	tech2	4	wrky33_tp2b	0.055
greenhouse	B2	bio2	tp2	wrky33	tech2	5	wrky33_tp2b	0.024
greenhouse	B2	bio2	tp2	wrky33	tech3	1	wrky33_tp2b	0.052
greenhouse	B2	bio2	tp2	wrky33	tech3	2	wrky33_tp2b	0.046
greenhouse	B2	bio2	tp2	wrky33	tech3	3	wrky33_tp2b	0.046
greenhouse	B2	bio2	tp2	wrky33	tech3	4	wrky33_tp2b	0.033
greenhouse	B2	bio2	tp2	wrky33	tech3	5	wrky33_tp2b	0.068
greenhouse	B2	bio2	tp2	wrky33	tech4	1	wrky33_tp2b	0.062
greenhouse	B2	bio2	tp2	wrky33	tech4	2	wrky33_tp2b	0.053
greenhouse	B2	bio2	tp2	wrky33	tech4	3	wrky33_tp2b	0.044
greenhouse	B2	bio2	tp2	wrky33	tech4	4	wrky33_tp2b	0.057
greenhouse	B2	bio2	tp2	wrky33	tech4	5	wrky33_tp2b	0.043
greenhouse	B2	bio2	tp2	wrky40	tech1	1	wrky40_tp2b	0.032
