location	experiment	biological	time_point	genotype	technical	plant_nr	genotype_time	FW
greenhouse	B1	bio3	tp2	rar1	tech3	1	rar1_tp2a	0.082
greenhouse	B1	bio3	tp2	rar1	tech3	2	rar1_tp2a	0.053
greenhouse	B1	bio3	tp2	rar1	tech3	3	rar1_tp2a	0.074
greenhouse	B1	bio3	tp2	rar1	tech3	4	rar1_tp2a	0.061
greenhouse	B1	bio3	tp2	rar1	tech3	5	rar1_tp2a	
greenhouse	B1	bio3	tp2	rar1	tech4	1	rar1_tp2a	0.061
greenhouse	B1	bio3	tp2	rar1	tech4	2	rar1_tp2a	0.084
greenhouse	B1	bio3	tp2	rar1	tech4	3	rar1_tp2a	0.082
greenhouse	B1	bio3	tp2	rar1	tech4	4	rar1_tp2a	0.138
greenhouse	B1	bio3	tp2	rar1	tech4	5	rar1_tp2a	
greenhouse	B2	bio1	tp1	WT2	tech1	1	WT_tp1b	0.0701
greenhouse	B2	bio1	tp1	WT2	tech1	2	WT_tp1b	0.0607
greenhouse	B2	bio1	tp1	WT2	tech1	3	WT_tp1b	0.0565
greenhouse	B2	bio1	tp1	WT2	tech1	4	WT_tp1b	0.069
greenhouse	B2	bio1	tp1	WT2	tech1	5	WT_tp1b	0.1015
greenhouse	B2	bio1	tp1	WT2	tech2	1	WT_tp1b	0.059
greenhouse	B2	bio1	tp1	WT2	tech2	2	WT_tp1b	0.0466
greenhouse	B2	bio1	tp1	WT2	tech2	3	WT_tp1b	0.0792
greenhouse	B2	bio1	tp1	WT2	tech2	4	WT_tp1b	0.0518
greenhouse	B2	bio1	tp1	WT2	tech2	5	WT_tp1b	0.0488
greenhouse	B2	bio1	tp1	WT2	tech3	1	WT_tp1b	0.0581
greenhouse	B2	bio1	tp1	WT2	tech3	2	WT_tp1b	0.0988
greenhouse	B2	bio1	tp1	WT2	tech3	3	WT_tp1b	0.1118
greenhouse	B2	bio1	tp1	WT2	tech3	4	WT_tp1b	0.0726
greenhouse	B2	bio1	tp1	WT2	tech3	5	WT_tp1b	
greenhouse	B2	bio1	tp1	WT2	tech4	1	WT_tp1b	0.0964
greenhouse	B2	bio1	tp1	WT2	tech4	2	WT_tp1b	0.0465
greenhouse	B2	bio1	tp1	WT2	tech4	3	WT_tp1b	0.0717
greenhouse	B2	bio1	tp1	WT2	tech4	4	WT_tp1b	0.0542
greenhouse	B2	bio1	tp1	WT2	tech4	5	WT_tp1b	0.0597
greenhouse	B2	bio1	tp1	wrky33	tech1	1	wrky33_tp1b	0.1075
greenhouse	B2	bio1	tp1	wrky33	tech1	2	wrky33_tp1b	0.1546
greenhouse	B2	bio1	tp1	wrky33	tech1	3	wrky33_tp1b	0.0971
greenhouse	B2	bio1	tp1	wrky33	tech1	4	wrky33_tp1b	0.1476
greenhouse	B2	bio1	tp1	wrky33	tech1	5	wrky33_tp1b	0.0976
greenhouse	B2	bio1	tp1	wrky33	tech2	1	wrky33_tp1b	0.1136
greenhouse	B2	bio1	tp1	wrky33	tech2	2	wrky33_tp1b	0.0807
greenhouse	B2	bio1	tp1	wrky33	tech2	3	wrky33_tp1b	0.1075
greenhouse	B2	bio1	tp1	wrky33	tech2	4	wrky33_tp1b	0.0989
greenhouse	B2	bio1	tp1	wrky33	tech2	5	wrky33_tp1b	0.1152
greenhouse	B2	bio1	tp1	wrky33	tech3	1	wrky33_tp1b	0.1052
greenhouse	B2	bio1	tp1	wrky33	tech3	2	wrky33_tp1b	0.0955
greenhouse	B2	bio1	tp1	wrky33	tech3	3	wrky33_tp1b	0.063
greenhouse	B2	bio1	tp1	wrky33	tech3	4	wrky33_tp1b	0.084
greenhouse	B2	bio1	tp1	wrky33	tech3	5	wrky33_tp1b	0.0816
greenhouse	B2	bio1	tp1	wrky33	tech4	1	wrky33_tp1b	0.0756
greenhouse	B2	bio1	tp1	wrky33	tech4	2	wrky33_tp1b	0.0747
greenhouse	B2	bio1	tp1	wrky33	tech4	3	wrky33_tp1b	0.1357
greenhouse	B2	bio1	tp1	wrky33	tech4	4	wrky33_tp1b	0.0723
greenhouse	B2	bio1	tp1	wrky33	tech4	5	wrky33_tp1b	0.0818
greenhouse	B2	bio1	tp1	wrky40	tech1	1	wrky40_tp1b	0.1463
greenhouse	B2	bio1	tp1	wrky40	tech1	2	wrky40_tp1b	0.1074
greenhouse	B2	bio1	tp1	wrky40	tech1	3	wrky40_tp1b	0.1065
greenhouse	B2	bio1	tp1	wrky40	tech1	4	wrky40_tp1b	0.1131
greenhouse	B2	bio1	tp1	wrky40	tech1	5	wrky40_tp1b	0.0961
greenhouse	B2	bio1	tp1	wrky40	tech2	1	wrky40_tp1b	0.0821
greenhouse	B2	bio1	tp1	wrky40	tech2	2	wrky40_tp1b	0.1234
greenhouse	B2	bio1	tp1	wrky40	tech2	3	wrky40_tp1b	0.1332
greenhouse	B2	bio1	tp1	wrky40	tech2	4	wrky40_tp1b	0.0816
greenhouse	B2	bio1	tp1	wrky40	tech2	5	wrky40_tp1b	0.0696
greenhouse	B2	bio1	tp1	wrky40	tech3	1	wrky40_tp1b	0.0954
greenhouse	B2	bio1	tp1	wrky40	tech3	2	wrky40_tp1b	0.1124
greenhouse	B2	bio1	tp1	wrky40	tech3	3	wrky40_tp1b	0.0837
greenhouse	B2	bio1	tp1	wrky40	tech3	4	wrky40_tp1b	0.1009
greenhouse	B2	bio1	tp1	wrky40	tech3	5	wrky40_tp1b	0.0657
greenhouse	B2	bio1	tp1	wrky40	tech4	1	wrky40_tp1b	0.1746
greenhouse	B2	bio1	tp1	wrky40	tech4	2	wrky40_tp1b	0.0713
greenhouse	B2	bio1	tp1	wrky40	tech4	3	wrky40_tp1b	0.1426
greenhouse	B2	bio1	tp1	wrky40	tech4	4	wrky40_tp1b	0.0914
greenhouse	B2	bio1	tp1	wrky40	tech4	5	wrky40_tp1b	0.0952
greenhouse	B2	bio1	tp1	lyk5	tech1	1	lyk5_tp1b	0.0766
greenhouse	B2	bio1	tp1	lyk5	tech1	2	lyk5_tp1b	0.0454
greenhouse	B2	bio1	tp1	lyk5	tech1	3	lyk5_tp1b	0.0599
greenhouse	B2	bio1	tp1	lyk5	tech1	4	lyk5_tp1b	0.0396
greenhouse	B2	bio1	tp1	lyk5	tech1	5	lyk5_tp1b	0.041
greenhouse	B2	bio1	tp1	lyk5	tech2	1	lyk5_tp1b	0.0304
greenhouse	B2	bio1	tp1	lyk5	tech2	2	lyk5_tp1b	0.032
greenhouse	B2	bio1	tp1	lyk5	tech2	3	lyk5_tp1b	0.0366
greenhouse	B2	bio1	tp1	lyk5	tech2	4	lyk5_tp1b	0.0486
greenhouse	B2	bio1	tp1	lyk5	tech2	5	lyk5_tp1b	0.0855
greenhouse	B2	bio1	tp1	lyk5	tech3	1	lyk5_tp1b	0.0824
greenhouse	B2	bio1	tp1	lyk5	tech3	2	lyk5_tp1b	0.083
greenhouse	B2	bio1	tp1	lyk5	tech3	3	lyk5_tp1b	0.0741
greenhouse	B2	bio1	tp1	lyk5	tech3	4	lyk5_tp1b	0.079
greenhouse	B2	bio1	tp1	lyk5	tech3	5	lyk5_tp1b	0.0866
greenhouse	B2	bio1	tp1	lyk5	tech4	1	lyk5_tp1b	0.0457
greenhouse	B2	bio1	tp1	lyk5	tech4	2	lyk5_tp1b	0.0646
greenhouse	B2	bio1	tp1	lyk5	tech4	3	lyk5_tp1b	0.0678
greenhouse	B2	bio1	tp1	lyk5	tech4	4	lyk5_tp1b	0.0478
greenhouse	B2	bio1	tp1	lyk5	tech4	5	lyk5_tp1b	0.0343
greenhouse	B2	bio1	tp1	bak1bkk1cerk1	tech1	1	bak1bkk1cerk1_tp1b	0.0914
greenhouse	B2	bio1	tp1	bak1bkk1cerk1	tech1	2	bak1bkk1cerk1_tp1b	0.0722
greenhouse	B2	bio1	tp1	bak1bkk1cerk1	tech1	3	bak1bkk1cerk1_tp1b	0.0707
greenhouse	B2	bio1	tp1	bak1bkk1cerk1	tech1	4	bak1bkk1cerk1_tp1b	0.068
greenhouse	B2	bio1	tp1	bak1bkk1cerk1	tech1	5	bak1bkk1cerk1_tp1b	0.0708
greenhouse	B2	bio1	tp1	bak1bkk1cerk1	tech2	1	bak1bkk1cerk1_tp1b	0.116
greenhouse	B2	bio1	tp1	bak1bkk1cerk1	tech2	2	bak1bkk1cerk1_tp1b	0.0905
greenhouse	B2	bio1	tp1	bak1bkk1cerk1	tech2	3	bak1bkk1cerk1_tp1b	0.0557
greenhouse	B2	bio1	tp1	bak1bkk1cerk1	tech2	4	bak1bkk1cerk1_tp1b	0.0643
greenhouse	B2	bio1	tp1	bak1bkk1cerk1	tech2	5	bak1bkk1cerk1_tp1b	0.0682
greenhouse	B2	bio1	tp1	bak1bkk1cerk1	tech3	1	bak1bkk1cerk1_tp1b	0.0953
greenhouse	B2	bio1	tp1	bak1bkk1cerk1	tech3	2	bak1bkk1cerk1_tp1b	0.073
greenhouse	B2	bio1	tp1	bak1bkk1cerk1	tech3	3	bak1bkk1cerk1_tp1b	0.0615
greenhouse	B2	bio1	tp1	bak1bkk1cerk1	tech3	4	bak1bkk1cerk1_tp1b	0.0906
greenhouse	B2	bio1	tp1	bak1bkk1cerk1	tech3	5	bak1bkk1cerk1_tp1b	0.0582
greenhouse	B2	bio1	tp1	bak1bkk1cerk1	tech4	1	bak1bkk1cerk1_tp1b	0.0906
greenhouse	B2	bio1	tp1	bak1bkk1cerk1	tech4	2	bak1bkk1cerk1_tp1b	0.0599
greenhouse	B2	bio1	tp1	bak1bkk1cerk1	tech4	3	bak1bkk1cerk1_tp1b	0.0765
greenhouse	B2	bio1	tp1	bak1bkk1cerk1	tech4	4	bak1bkk1cerk1_tp1b	0.0874
greenhouse	B2	bio1	tp1	bak1bkk1cerk1	tech4	5	bak1bkk1cerk1_tp1b	0.0704
greenhouse	B2	bio1	tp1	apex1	tech1	1	apex1_tp1b	0.0548
greenhouse	B2	bio1	tp1	apex1	tech1	2	apex1_tp1b	0.0635
greenhouse	B2	bio1	tp1	apex1	tech1	3	apex1_tp1b	0.0495
greenhouse	B2	bio1	tp1	apex1	tech1	4	apex1_tp1b	0.0374
greenhouse	B2	bio1	tp1	apex1	tech1	5	apex1_tp1b	0.0646
greenhouse	B2	bio1	tp1	apex1	tech2	1	apex1_tp1b	0.0568
greenhouse	B2	bio1	tp1	apex1	tech2	2	apex1_tp1b	0.0801
greenhouse	B2	bio1	tp1	apex1	tech2	3	apex1_tp1b	0.0344
greenhouse	B2	bio1	tp1	apex1	tech2	4	apex1_tp1b	0.0517
greenhouse	B2	bio1	tp1	apex1	tech2	5	apex1_tp1b	0.0367
greenhouse	B2	bio1	tp1	apex1	tech3	1	apex1_tp1b	0.0453
greenhouse	B2	bio1	tp1	apex1	tech3	2	apex1_tp1b	0.056
greenhouse	B2	bio1	tp1	apex1	tech3	3	apex1_tp1b	0.0733
greenhouse	B2	bio1	tp1	apex1	tech3	4	apex1_tp1b	0.0685
greenhouse	B2	bio1	tp1	apex1	tech3	5	apex1_tp1b	0.0446
greenhouse	B2	bio1	tp1	apex1	tech4	1	apex1_tp1b	0.0572
greenhouse	B2	bio1	tp1	apex1	tech4	2	apex1_tp1b	0.0921
greenhouse	B2	bio1	tp1	apex1	tech4	3	apex1_tp1b	0.0652
greenhouse	B2	bio1	tp1	apex1	tech4	4	apex1_tp1b	0.1065
greenhouse	B2	bio1	tp1	apex1	tech4	5	apex1_tp1b	0.053
greenhouse	B2	bio1	tp1	apex2	tech1	1	apex2_tp1b	0.0484
greenhouse	B2	bio1	tp1	apex2	tech1	2	apex2_tp1b	0.036
greenhouse	B2	bio1	tp1	apex2	tech1	3	apex2_tp1b	0.0445
greenhouse	B2	bio1	tp1	apex2	tech1	4	apex2_tp1b	0.0362
greenhouse	B2	bio1	tp1	apex2	tech1	5	apex2_tp1b	0.0366
greenhouse	B2	bio1	tp1	apex2	tech2	1	apex2_tp1b	0.0557
greenhouse	B2	bio1	tp1	apex2	tech2	2	apex2_tp1b	0.0559
greenhouse	B2	bio1	tp1	apex2	tech2	3	apex2_tp1b	0.0412
greenhouse	B2	bio1	tp1	apex2	tech2	4	apex2_tp1b	0.0419
greenhouse	B2	bio1	tp1	apex2	tech2	5	apex2_tp1b	0.0464
greenhouse	B2	bio1	tp1	apex2	tech3	1	apex2_tp1b	0.0436
greenhouse	B2	bio1	tp1	apex2	tech3	2	apex2_tp1b	0.0821
greenhouse	B2	bio1	tp1	apex2	tech3	3	apex2_tp1b	0.0344
greenhouse	B2	bio1	tp1	apex2	tech3	4	apex2_tp1b	0.0263
greenhouse	B2	bio1	tp1	apex2	tech3	5	apex2_tp1b	0.0405
greenhouse	B2	bio1	tp1	apex2	tech4	1	apex2_tp1b	0.049
greenhouse	B2	bio1	tp1	apex2	tech4	2	apex2_tp1b	0.043
greenhouse	B2	bio1	tp1	apex2	tech4	3	apex2_tp1b	0.0379
greenhouse	B2	bio1	tp1	apex2	tech4	4	apex2_tp1b	0.0342
greenhouse	B2	bio1	tp1	apex2	tech4	5	apex2_tp1b	0.0243
greenhouse	B2	bio1	tp1	apex3	tech1	1	apex3_tp1b	0.0677
greenhouse	B2	bio1	tp1	apex3	tech1	2	apex3_tp1b	0.0729
greenhouse	B2	bio1	tp1	apex3	tech1	3	apex3_tp1b	0.0549
greenhouse	B2	bio1	tp1	apex3	tech1	4	apex3_tp1b	0.0421
greenhouse	B2	bio1	tp1	apex3	tech1	5	apex3_tp1b	0.0414
greenhouse	B2	bio1	tp1	apex3	tech2	1	apex3_tp1b	0.0934
greenhouse	B2	bio1	tp1	apex3	tech2	2	apex3_tp1b	0.0935
greenhouse	B2	bio1	tp1	apex3	tech2	3	apex3_tp1b	0.0506
greenhouse	B2	bio1	tp1	apex3	tech2	4	apex3_tp1b	0.0514
greenhouse	B2	bio1	tp1	apex3	tech2	5	apex3_tp1b	0.0686
greenhouse	B2	bio1	tp1	apex3	tech3	1	apex3_tp1b	0.0766
greenhouse	B2	bio1	tp1	apex3	tech3	2	apex3_tp1b	0.0649
greenhouse	B2	bio1	tp1	apex3	tech3	3	apex3_tp1b	0.0889
greenhouse	B2	bio1	tp1	apex3	tech3	4	apex3_tp1b	0.0555
greenhouse	B2	bio1	tp1	apex3	tech3	5	apex3_tp1b	0.0646
greenhouse	B2	bio1	tp1	apex3	tech4	1	apex3_tp1b	0.1271
greenhouse	B2	bio1	tp1	apex3	tech4	2	apex3_tp1b	0.078
greenhouse	B2	bio1	tp1	apex3	tech4	3	apex3_tp1b	0.0705
greenhouse	B2	bio1	tp1	apex3	tech4	4	apex3_tp1b	0.0813
greenhouse	B2	bio1	tp1	apex3	tech4	5	apex3_tp1b	0.0746
greenhouse	B2	bio1	tp1	bri301	tech1	1	bri301_tp1b	0.0955
greenhouse	B2	bio1	tp1	bri301	tech1	2	bri301_tp1b	0.0571
greenhouse	B2	bio1	tp1	bri301	tech1	3	bri301_tp1b	0.078
greenhouse	B2	bio1	tp1	bri301	tech1	4	bri301_tp1b	0.0785
greenhouse	B2	bio1	tp1	bri301	tech1	5	bri301_tp1b	0.0598
greenhouse	B2	bio1	tp1	bri301	tech2	1	bri301_tp1b	0.0385
greenhouse	B2	bio1	tp1	bri301	tech2	2	bri301_tp1b	0.0375
greenhouse	B2	bio1	tp1	bri301	tech2	3	bri301_tp1b	0.0345
greenhouse	B2	bio1	tp1	bri301	tech2	4	bri301_tp1b	0.0309
greenhouse	B2	bio1	tp1	bri301	tech2	5	bri301_tp1b	0.0176
greenhouse	B2	bio1	tp1	bri301	tech3	1	bri301_tp1b	0.0474
greenhouse	B2	bio1	tp1	bri301	tech3	2	bri301_tp1b	0.0308
greenhouse	B2	bio1	tp1	bri301	tech3	3	bri301_tp1b	0.0187
greenhouse	B2	bio1	tp1	bri301	tech3	4	bri301_tp1b	0.0227
greenhouse	B2	bio1	tp1	bri301	tech3	5	bri301_tp1b	0.0124
greenhouse	B2	bio1	tp1	bri301	tech4	1	bri301_tp1b	0.0392
greenhouse	B2	bio1	tp1	bri301	tech4	2	bri301_tp1b	0.0614
greenhouse	B2	bio1	tp1	bri301	tech4	3	bri301_tp1b	0.0545
greenhouse	B2	bio1	tp1	bri301	tech4	4	bri301_tp1b	0.0218
greenhouse	B2	bio1	tp1	bri301	tech4	5	bri301_tp1b	
greenhouse	B2	bio1	tp1	35SBRI	tech1	1	35SBRI_tp1b	0.0312
greenhouse	B2	bio1	tp1	35SBRI	tech1	2	35SBRI_tp1b	0.0156
greenhouse	B2	bio1	tp1	35SBRI	tech1	3	35SBRI_tp1b	0.0394
greenhouse	B2	bio1	tp1	35SBRI	tech1	4	35SBRI_tp1b	0.0587
greenhouse	B2	bio1	tp1	35SBRI	tech1	5	35SBRI_tp1b	0.0315
greenhouse	B2	bio1	tp1	35SBRI	tech2	1	35SBRI_tp1b	0.0711
greenhouse	B2	bio1	tp1	35SBRI	tech2	2	35SBRI_tp1b	0.0924
greenhouse	B2	bio1	tp1	35SBRI	tech2	3	35SBRI_tp1b	0.0482
greenhouse	B2	bio1	tp1	35SBRI	tech2	4	35SBRI_tp1b	0.0529
greenhouse	B2	bio1	tp1	35SBRI	tech2	5	35SBRI_tp1b	0.0305
greenhouse	B2	bio1	tp1	35SBRI	tech3	1	35SBRI_tp1b	0.0562
greenhouse	B2	bio1	tp1	35SBRI	tech3	2	35SBRI_tp1b	0.0353
greenhouse	B2	bio1	tp1	35SBRI	tech3	3	35SBRI_tp1b	0.0623
greenhouse	B2	bio1	tp1	35SBRI	tech3	4	35SBRI_tp1b	0.0235
greenhouse	B2	bio1	tp1	35SBRI	tech3	5	35SBRI_tp1b	
greenhouse	B2	bio1	tp1	35SBRI	tech4	1	35SBRI_tp1b	0.0217
greenhouse	B2	bio1	tp1	35SBRI	tech4	2	35SBRI_tp1b	0.0492
greenhouse	B2	bio1	tp1	35SBRI	tech4	3	35SBRI_tp1b	0.036
greenhouse	B2	bio1	tp1	35SBRI	tech4	4	35SBRI_tp1b	0.0217
greenhouse	B2	bio1	tp1	35SBRI	tech4	5	35SBRI_tp1b	0.0153
greenhouse	B2	bio1	tp2	WT2	tech1	1	WT_tp2b	0.218
greenhouse	B2	bio1	tp2	WT2	tech1	2	WT_tp2b	0.298
greenhouse	B2	bio1	tp2	WT2	tech1	3	WT_tp2b	0.1173
greenhouse	B2	bio1	tp2	WT2	tech1	4	WT_tp2b	0.171
greenhouse	B2	bio1	tp2	WT2	tech1	5	WT_tp2b	0.212
greenhouse	B2	bio1	tp2	WT2	tech2	1	WT_tp2b	0.237
greenhouse	B2	bio1	tp2	WT2	tech2	2	WT_tp2b	0.144
greenhouse	B2	bio1	tp2	WT2	tech2	3	WT_tp2b	0.102
greenhouse	B2	bio1	tp2	WT2	tech2	4	WT_tp2b	0.272
greenhouse	B2	bio1	tp2	WT2	tech2	5	WT_tp2b	0.298
greenhouse	B2	bio1	tp2	WT2	tech3	1	WT_tp2b	0.248
greenhouse	B2	bio1	tp2	WT2	tech3	2	WT_tp2b	0.121
greenhouse	B2	bio1	tp2	WT2	tech3	3	WT_tp2b	0.293
greenhouse	B2	bio1	tp2	WT2	tech3	4	WT_tp2b	0.219
greenhouse	B2	bio1	tp2	WT2	tech3	5	WT_tp2b	0.1
greenhouse	B2	bio1	tp2	WT2	tech4	1	WT_tp2b	0.117
greenhouse	B2	bio1	tp2	WT2	tech4	2	WT_tp2b	0.245
greenhouse	B2	bio1	tp2	WT2	tech4	3	WT_tp2b	0.255
greenhouse	B2	bio1	tp2	WT2	tech4	4	WT_tp2b	0.188
greenhouse	B2	bio1	tp2	WT2	tech4	5	WT_tp2b	0.127
greenhouse	B2	bio1	tp2	wrky33	tech1	1	wrky33_tp2b	0.22
greenhouse	B2	bio1	tp2	wrky33	tech1	2	wrky33_tp2b	0.182
greenhouse	B2	bio1	tp2	wrky33	tech1	3	wrky33_tp2b	0.209
greenhouse	B2	bio1	tp2	wrky33	tech1	4	wrky33_tp2b	0.315
greenhouse	B2	bio1	tp2	wrky33	tech1	5	wrky33_tp2b	0.272
greenhouse	B2	bio1	tp2	wrky33	tech2	1	wrky33_tp2b	0.36
greenhouse	B2	bio1	tp2	wrky33	tech2	2	wrky33_tp2b	0.139
greenhouse	B2	bio1	tp2	wrky33	tech2	3	wrky33_tp2b	0.206
greenhouse	B2	bio1	tp2	wrky33	tech2	4	wrky33_tp2b	0.391
greenhouse	B2	bio1	tp2	wrky33	tech2	5	wrky33_tp2b	0.225
greenhouse	B2	bio1	tp2	wrky33	tech3	1	wrky33_tp2b	0.277
greenhouse	B2	bio1	tp2	wrky33	tech3	2	wrky33_tp2b	0.252
greenhouse	B2	bio1	tp2	wrky33	tech3	3	wrky33_tp2b	0.252
greenhouse	B2	bio1	tp2	wrky33	tech3	4	wrky33_tp2b	0.253
greenhouse	B2	bio1	tp2	wrky33	tech3	5	wrky33_tp2b	0.289
greenhouse	B2	bio1	tp2	wrky33	tech4	1	wrky33_tp2b	0.235
greenhouse	B2	bio1	tp2	wrky33	tech4	2	wrky33_tp2b	0.134
greenhouse	B2	bio1	tp2	wrky33	tech4	3	wrky33_tp2b	0.221
greenhouse	B2	bio1	tp2	wrky33	tech4	4	wrky33_tp2b	0.38
greenhouse	B2	bio1	tp2	wrky33	tech4	5	wrky33_tp2b	0.236
greenhouse	B2	bio1	tp2	wrky40	tech1	1	wrky40_tp2b	0.261
greenhouse	B2	bio1	tp2	wrky40	tech1	2	wrky40_tp2b	0.283
greenhouse	B2	bio1	tp2	wrky40	tech1	3	wrky40_tp2b	0.142
greenhouse	B2	bio1	tp2	wrky40	tech1	4	wrky40_tp2b	0.186
greenhouse	B2	bio1	tp2	wrky40	tech1	5	wrky40_tp2b	0.128
greenhouse	B2	bio1	tp2	wrky40	tech2	1	wrky40_tp2b	0.229
greenhouse	B2	bio1	tp2	wrky40	tech2	2	wrky40_tp2b	0.181
greenhouse	B2	bio1	tp2	wrky40	tech2	3	wrky40_tp2b	0.253
greenhouse	B2	bio1	tp2	wrky40	tech2	4	wrky40_tp2b	0.227
greenhouse	B2	bio1	tp2	wrky40	tech2	5	wrky40_tp2b	0.258
greenhouse	B2	bio1	tp2	wrky40	tech3	1	wrky40_tp2b	0.217
greenhouse	B2	bio1	tp2	wrky40	tech3	2	wrky40_tp2b	0.256
greenhouse	B2	bio1	tp2	wrky40	tech3	3	wrky40_tp2b	0.331
greenhouse	B2	bio1	tp2	wrky40	tech3	4	wrky40_tp2b	0.27
greenhouse	B2	bio1	tp2	wrky40	tech3	5	wrky40_tp2b	0.21
greenhouse	B2	bio1	tp2	wrky40	tech4	1	wrky40_tp2b	0.147
greenhouse	B2	bio1	tp2	wrky40	tech4	2	wrky40_tp2b	0.182
greenhouse	B2	bio1	tp2	wrky40	tech4	3	wrky40_tp2b	0.165
greenhouse	B2	bio1	tp2	wrky40	tech4	4	wrky40_tp2b	0.159
greenhouse	B2	bio1	tp2	wrky40	tech4	5	wrky40_tp2b	0.136
greenhouse	B2	bio1	tp2	lyk5	tech1	1	lyk5_tp2b	0.172
greenhouse	B2	bio1	tp2	lyk5	tech1	2	lyk5_tp2b	0.1
greenhouse	B2	bio1	tp2	lyk5	tech1	3	lyk5_tp2b	0.187
greenhouse	B2	bio1	tp2	lyk5	tech1	4	lyk5_tp2b	0.146
greenhouse	B2	bio1	tp2	lyk5	tech1	5	lyk5_tp2b	0.219
greenhouse	B2	bio1	tp2	lyk5	tech2	1	lyk5_tp2b	0.241
greenhouse	B2	bio1	tp2	lyk5	tech2	2	lyk5_tp2b	0.222
greenhouse	B2	bio1	tp2	lyk5	tech2	3	lyk5_tp2b	0.113
greenhouse	B2	bio1	tp2	lyk5	tech2	4	lyk5_tp2b	0.152
greenhouse	B2	bio1	tp2	lyk5	tech2	5	lyk5_tp2b	0.221
greenhouse	B2	bio1	tp2	lyk5	tech3	1	lyk5_tp2b	0.204
greenhouse	B2	bio1	tp2	lyk5	tech3	2	lyk5_tp2b	0.219
greenhouse	B2	bio1	tp2	lyk5	tech3	3	lyk5_tp2b	0.3
greenhouse	B2	bio1	tp2	lyk5	tech3	4	lyk5_tp2b	0.264
greenhouse	B2	bio1	tp2	lyk5	tech3	5	lyk5_tp2b	0.038
greenhouse	B2	bio1	tp2	lyk5	tech4	1	lyk5_tp2b	0.27
greenhouse	B2	bio1	tp2	lyk5	tech4	2	lyk5_tp2b	0.12
greenhouse	B2	bio1	tp2	lyk5	tech4	3	lyk5_tp2b	0.161
greenhouse	B2	bio1	tp2	lyk5	tech4	4	lyk5_tp2b	0.159
greenhouse	B2	bio1	tp2	lyk5	tech4	5	lyk5_tp2b	0.251
greenhouse	B2	bio1	tp2	bak1bkk1cerk1	tech1	1	bak1bkk1cerk1_tp2b	0.126
greenhouse	B2	bio1	tp2	bak1bkk1cerk1	tech1	2	bak1bkk1cerk1_tp2b	0.223
greenhouse	B2	bio1	tp2	bak1bkk1cerk1	tech1	3	bak1bkk1cerk1_tp2b	0.12
greenhouse	B2	bio1	tp2	bak1bkk1cerk1	tech1	4	bak1bkk1cerk1_tp2b	0.225
greenhouse	B2	bio1	tp2	bak1bkk1cerk1	tech1	5	bak1bkk1cerk1_tp2b	0.227
greenhouse	B2	bio1	tp2	bak1bkk1cerk1	tech2	1	bak1bkk1cerk1_tp2b	0.235
greenhouse	B2	bio1	tp2	bak1bkk1cerk1	tech2	2	bak1bkk1cerk1_tp2b	0.139
greenhouse	B2	bio1	tp2	bak1bkk1cerk1	tech2	3	bak1bkk1cerk1_tp2b	0.081
greenhouse	B2	bio1	tp2	bak1bkk1cerk1	tech2	4	bak1bkk1cerk1_tp2b	0.102
greenhouse	B2	bio1	tp2	bak1bkk1cerk1	tech2	5	bak1bkk1cerk1_tp2b	0.13
greenhouse	B2	bio1	tp2	bak1bkk1cerk1	tech3	1	bak1bkk1cerk1_tp2b	0.18
greenhouse	B2	bio1	tp2	bak1bkk1cerk1	tech3	2	bak1bkk1cerk1_tp2b	0.149
greenhouse	B2	bio1	tp2	bak1bkk1cerk1	tech3	3	bak1bkk1cerk1_tp2b	0.187
greenhouse	B2	bio1	tp2	bak1bkk1cerk1	tech3	4	bak1bkk1cerk1_tp2b	0.235
greenhouse	B2	bio1	tp2	bak1bkk1cerk1	tech3	5	bak1bkk1cerk1_tp2b	0.173
greenhouse	B2	bio1	tp2	bak1bkk1cerk1	tech4	1	bak1bkk1cerk1_tp2b	0.133
greenhouse	B2	bio1	tp2	bak1bkk1cerk1	tech4	2	bak1bkk1cerk1_tp2b	0.193
greenhouse	B2	bio1	tp2	bak1bkk1cerk1	tech4	3	bak1bkk1cerk1_tp2b	0.12
greenhouse	B2	bio1	tp2	bak1bkk1cerk1	tech4	4	bak1bkk1cerk1_tp2b	0.153
greenhouse	B2	bio1	tp2	bak1bkk1cerk1	tech4	5	bak1bkk1cerk1_tp2b	0.138
greenhouse	B2	bio1	tp2	apex1	tech1	1	apex1_tp2b	0.303
greenhouse	B2	bio1	tp2	apex1	tech1	2	apex1_tp2b	0.202
greenhouse	B2	bio1	tp2	apex1	tech1	3	apex1_tp2b	0.221
greenhouse	B2	bio1	tp2	apex1	tech1	4	apex1_tp2b	0.268
greenhouse	B2	bio1	tp2	apex1	tech1	5	apex1_tp2b	0.242
greenhouse	B2	bio1	tp2	apex1	tech2	1	apex1_tp2b	0.138
greenhouse	B2	bio1	tp2	apex1	tech2	2	apex1_tp2b	0.203
greenhouse	B2	bio1	tp2	apex1	tech2	3	apex1_tp2b	0.169
greenhouse	B2	bio1	tp2	apex1	tech2	4	apex1_tp2b	0.175
greenhouse	B2	bio1	tp2	apex1	tech2	5	apex1_tp2b	0.13
greenhouse	B2	bio1	tp2	apex1	tech3	1	apex1_tp2b	0.237
greenhouse	B2	bio1	tp2	apex1	tech3	2	apex1_tp2b	0.134
